Reach,Ch_bd201,Ch_bd50,Ch_bdg101,Glakes,Missi,Bigriver,Pondup_L,Ponddn_L,Pondup_S,Ponddn_S,Pondupst,Ponddnst,Pond,Pondarea,Damupst,Damdnst,Damup_L,Damdn_L,Order,Downorder,Link,Dlink,Sinuosity,CH_Grad,R_Water,RT_Grass,W_Urban,W_Agri,W_Grass,W_Forest,W_Water,W_Wet,W_Area,W_Perm,W_Slope,W_Darcy,WT_Urban,WT_Agri,WT_Grass,WT_Forest,WT_Alluv,WT_Coars,WT_CMorai,WT_Collu,WT_Dune,WT_Fine,WT_ICont,WT_Lacus,WT_Loess,WT_MMora,WT_OWash,WT_PMuck,WT_Rocky,WT_Sand,WT_Shale,WT_Carb,WT_BR50,WT_BR100,WT_BG100,Wt_Area,WT_Slope,WT_Precip,WT_Perm,WT_JMin,WT_GDD,WT_Darcy
broui387,0,0.8346,0.1654,0,1,0,53803.81,0,162.59,0,1,0,0,0,1,0,53803.81,0,3,3,27,28,1.427,0.00070734,0.0537,0.1729,0.0009,0.3994,0.1447,0.451,0.004,0.065,2.0214,107,2.9653,-73.9679,0.0735,0.5753,0.1478,0.1932,0.0686,0,0,0,0,0,0,0,0,0.9305,0,0,0,0,0.9991,0,0.1736,0.6431,0.1823,132.9318,1.0935,1039.6464,110.2939,181.809,3797.4058,-6.5109
broui460,0.3483,0.5457,0.106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,180,1.428,0.00169554,0.0027,0.1844,0.0022,0.3649,0.1995,0.4287,0.0046,0.0043,45.0828,126.9805,1.679,-33.8547,0.0071,0.4815,0.2053,0.3041,0.168,0,0,0,0,0.4216,0,0,0.0897,0.2656,0.1415,0,0,0,1,0,0.4282,0.4019,0.1699,112.8348,1.4709,1041.8118,113.0733,180.7179,3727.1255,-37.3384
broui489,0.2928,0.3039,0.4033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,40,223,1.123,0.0037193,0.0032,0.1646,0.0022,0.3901,0.1327,0.4717,0.0014,0.0338,9.9288,120.915,1.6342,-18.0235,0.01,0.5388,0.1761,0.2718,0.1185,0,0,0,0,0.4482,0,0,0,0.3636,0.0678,0,0,0,0.9982,0,0.5457,0.3134,0.1391,272.7045,1.717,1036.3123,95.3266,177.2708,3759.3159,-23.447
broui511,1,0,0,0,1,0,36591.03,0,149.19,0,1,0,0,0,1,0,32178.26,0,3,3,13,14,1.401,0.00085648,0.1391,0.0973,0.0013,0.5269,0.1601,0.3088,0.0013,0.0515,10.0332,102.8379,1.6078,-18.2305,0.0108,0.5146,0.1429,0.3128,0.1627,0,0,0,0,0.8231,0,0,0,0.0046,0.0066,0,0,0,0.9971,0,0.995,0.002,0,275.5692,1.8156,1033.6919,68.1092,175.5558,3743.7769,-11.5936
broui524,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,245,1.642,0.00289405,0.0004,0.0971,0.0223,0.5262,0.0839,0.3494,0.0178,0.1524,7.5816,218.3769,1.6318,-51.3344,0.0022,0.6185,0.1197,0.2537,0.1398,0,0,0,0,0.8191,0,0,0,0,0.0373,0,0,0,0.9962,0,0.9937,0.0026,0,97.0191,1.3973,1034.2007,68.8812,182.4443,3814.0903,-10.3395
broui542,1,0,0,0,1,0,24970.44,0,6.91,0,1,0,0,0,0,0,0,0,2,3,3,8,1.747,0.011918,0.0013,0.1057,0.1038,0.3541,0.184,0.3551,0,0.1121,7.1505,244.1907,1.8004,-26.8089,0.0157,0.6535,0.1269,0.198,0.0349,0,0,0,0,0.7924,0,0.1519,0,0,0.0159,0,0,0,0.995,0,0.9915,0.0036,0,59.0589,1.1643,1072.816,142.4009,186.9959,3885.2996,-2.9172
broui64,0.011,0.9081,0.0809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,14,1.627,0.00104516,0.0057,0.1987,0.0049,0.6028,0.2549,0.1276,0.0098,0.0414,7.9128,109.773,0.878,-41.8499,0.0008,0.9106,0.0723,0.0123,0.0112,0,0,0,0,0.4835,0,0,0,0.3439,0.1583,0,0,0,0.9968,0,0.2142,0.6017,0.1809,143.0163,0.4446,1016.4153,126.3641,179.9843,3751.8853,-12.3309
broui66,0,0.3247,0.6753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,13,1.401,0.00026483,0.0096,0.3104,0.0165,0.702,0.1854,0.0918,0.0043,0.0134,15.2001,111.7484,0.6211,-6.7282,0.0229,0.8005,0.1383,0.0335,0.0382,0,0,0,0,0.5403,0,0,0,0,0.4181,0,0,0,0.9966,0,0.2152,0.6553,0.1261,102.4254,0.4684,1015.197,120.8541,178.867,3709.1843,-28.0352
broui80,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,15,1.163,0.002969,0.0105,0.3121,0,0.4851,0.2554,0.253,0.0064,0.0474,2.6568,108.7581,1.1386,-22.4909,0.0214,0.7871,0.1448,0.0417,0.0544,0,0,0,0,0.5509,0,0,0,0,0.3915,0,0,0,0.9968,0,0.2015,0.6525,0.1429,109.386,0.4923,1016.262,120.2186,178.867,3713.4502,-26.9948
cache116,1,0,0,0,1,1,1537.74,301541.73,7.46,33.82,1,1,0,0,0,0,0,0,2,3,2,4,1.177,0.00538111,0,0.2079,0.0467,0.0699,0.3712,0.5122,0,0.0072,3.1419,100,4.0037,0,0.4394,0.0662,0.2435,0.2494,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,11.3463,3.0385,1211.1077,117.3466,192.7204,4317.1304,0.0002
cache126,1,0,0,0,1,1,0,225650.69,0,33.82,0,1,0,0,0,0,0,0,3,3,9,10,1.352,0.00101915,0.004,0.2698,0,0.2262,0.5391,0.2303,0.0032,0.0897,8.8047,89.8068,2.3293,0,0,0.1088,0.4983,0.3914,0,0,0,0,0,0,0,0.1345,0,0,0,0,0.8655,0.1379,0,0.8621,1,0,0,44.082,3.9218,1187.2678,97.9641,191.9987,4285.5132,0.0571
cache137,1,0,0,0,0,1,0,169974.71,116.92,33.82,1,1,0,0,0,0,0,0,2,2,4,5,1.483,0.00268081,0.1053,0.2036,0,0.0797,0.2849,0.6352,0.0003,0.0105,3.3552,98.2425,5.3678,0,0,0.1009,0.3466,0.5311,0,0,0,0,0,0,0,0.0258,0,0,0,0,0.9742,0.8124,0.027,0.1606,1,0,0,31.0122,4.9106,1181.8375,99.8099,191,4264.7642,0.0275
cache155,1,0,0,0,1,1,82117.06,226475.03,7.46,33.82,1,1,0,0,0,0,0,0,3,3,25,26,1.15,0.00025387,0.001,0.3563,0,0.5535,0.2205,0.1968,0.0292,0.0796,1.4814,79.9951,1.3226,0,0.0513,0.1406,0.4632,0.3421,0,0,0,0,0,0,0,0.0949,0,0,0,0,0.9051,0.0155,0,0.9845,1,0,0,109.431,3.3326,1202.5848,100.9674,190.669,4305.5815,0.0387
cache174,1,0,0,0,0,1,0,161882.05,0,33.82,0,1,0,0,1,1,0,19238.07,3,3,7,10,1.339,0.00199117,0.0197,0.1328,0,0.1714,0.3571,0.4715,0,0.0195,6.1344,98.5145,4.5946,-0.0043,0,0.1064,0.3332,0.5527,0.0374,0,0,0,0,0,0,0.0064,0,0,0,0,0.9561,0.8276,0.1063,0.0662,1,0,0,43.7661,5.0085,1183.6632,92.2768,190.0692,4269.8965,-10.4042
cache182,1,0,0,0,1,1,12460.48,155591.55,116.92,33.82,1,1,0,0,1,0,0,0,2,3,5,8,1.291,0.00054876,0.0814,0.2429,0,0.1077,0.5739,0.3159,0.0024,0.0187,8.2125,86.8651,2.7273,0,0,0.0986,0.3921,0.4927,0,0,0,0,0,0,0,0.0834,0,0,0,0,0.9166,0.6347,0.0204,0.3449,1,0,0,41.0445,4.4783,1184.7317,97.224,191,4272.1157,0.0208
cache215,1,0,0,0,1,1,11907.05,143383.02,48.84,33.82,1,1,0,0,1,0,11907.05,0,3,3,8,9,1.553,0.00052538,0.0784,0.2844,0,0.2173,0.3854,0.3964,0.0009,0.2271,5.6961,79.045,1.6554,0,0.0019,0.1453,0.4111,0.427,0,0,0,0,0,0,0,0.1382,0,0,0,0,0.8618,0.4629,0.0136,0.5235,1,0,0,61.4403,3.8773,1187.679,94.9112,191,4278.0752,0.0139
cache247,1,0,0,0,1,1,27022.24,139754.27,37.05,33.82,1,1,0,0,1,0,0,0,3,3,14,17,1.026,0.0012874,0.0331,0.2653,0.7312,0.1646,0.0387,0.0654,0,0.0484,0.3717,76,1.3487,0,0.0082,0.1253,0.4046,0.4528,0.0231,0,0,0,0,0,0,0.1225,0,0,0,0,0.8543,0.5491,0.0657,0.3852,1,0,0,70.8165,4.3071,1188.9448,91.9444,190.0692,4288.5264,-6.43
cache255,1,0,0,0,1,1,26040.25,0,5.76,0,1,0,0,0,0,0,0,0,2,3,7,11,1.034,0.00296429,0,0.4492,0,0.3176,0.2742,0.4082,0,0.067,0.7254,158.3424,3.2184,0,0.0289,0.2035,0.5219,0.2454,0,0,0,0,0,0,0,0.1656,0,0,0,0,0.8344,0,0,1,1,0,0,21.8871,3.4852,1208.72,128.5419,194,4351.5244,0
cache256,1,0,0,0,1,1,47652.45,66188.55,9.48,33.82,1,1,0,0,0,0,0,0,2,3,4,8,1.472,0.00107201,0,0.3517,0,0.1424,0.4787,0.3763,0.0026,0.0187,5.5368,98.5215,4.8002,0,0.0006,0.1544,0.5264,0.3175,0,0,0,0,0,0,0,0.0854,0,0,0,0,0.9146,0,0,1,1,0,0,30.0753,3.8796,1204.8835,99.7278,194,4352.3828,0
cache268,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,11,1.117,0.00472357,0,0.4385,0,0.1867,0.3956,0.4145,0.0032,0.0373,3.6693,128.5048,4.1516,0,0.037,0.2146,0.5196,0.2276,0,0,0,0,0,0,0,0.1982,0,0,0,0,0.8018,0,0,1,1,0,0,20.5182,3.4205,1208.8429,125.0494,194.7862,4363.9854,0
cache273,1,0,0,0,1,1,61644.83,58622.09,9.48,33.82,1,1,0,0,0,0,0,0,3,3,8,11,1.104,0.00207345,0.0012,0.3947,0,0.2713,0.4659,0.2628,0,0.0858,1.1745,81.646,4.482,0,0.0004,0.1597,0.522,0.3168,0,0,0,0,0,0,0,0.1085,0,0,0,0,0.8915,0,0,1,1,0,0,41.2632,3.8384,1203.7798,99.0619,194,4351.8193,0
cache279,1,0,0,0,1,1,29449.85,0,5.76,0,1,0,0,0,0,0,0,0,3,3,11,12,1.19,0.00138986,0,0.4335,0,0.0837,0.4193,0.497,0,0.0668,3.2886,135.3218,3.8421,0,0.0305,0.1999,0.5135,0.2555,0,0,0,0,0,0,0,0.1933,0,0,0,0,0.8067,0,0,1,1,0,0,45.6939,3.4818,1208.5635,127.4616,194,4358.5859,0
cache290,1,0,0,0,1,1,71204.61,53462.61,9.48,33.82,1,1,0,0,0,0,0,0,3,3,12,13,1.03,0,0.0009,0.3784,0,0.3147,0.5919,0.0935,0,0.0153,1.7046,86.7328,2.1225,0,0.0003,0.1815,0.5263,0.2909,0,0,0,0,0,0,0,0.1438,0,0,0,0,0.8562,0,0,1,1,0,0,49.3794,3.6086,1203.7083,98.0403,194,4357.7925,0
cache296,1,0,0,0,1,1,40698.21,118317.85,10.08,33.82,1,1,0,0,1,0,18366.54,0,4,4,32,35,1.224,0,0.0369,0.3023,0,0.1605,0.3217,0.5178,0,0.0817,2.5344,85.4261,3.5803,0.2784,0.0119,0.1565,0.4181,0.4041,0.0091,0,0,0,0,0,0,0.1793,0,0,0,0,0.8116,0.3738,0.0305,0.5958,1,0,0,180.1269,3.7492,1192.163,92.664,190.0692,4298.6133,-2.5193
cache334,1,0,0,0,1,1,0,114614.09,0,33.82,0,1,0,0,0,0,0,0,2,3,3,5,1.116,0.00144811,0.0053,0.3779,0,0.1209,0.3617,0.5174,0,0.0138,1.8315,93.3484,5.9985,-0.7759,0,0.1744,0.4716,0.3516,0,0,0,0,0,0,0,0.0335,0,0,0,0,0.9665,0,0,1,1,0,0,12.7233,4.0271,1213.2725,99.0425,194.2856,4376.1797,2.0268
cache347,1,0,0,0,1,1,129480.75,102286.44,16.02,33.82,1,1,0,0,1,0,129480.75,0,5,5,87,130,2.037,0.00010137,0.0045,0.2782,0,0.0469,0.0962,0.8569,0,0.4272,4.5675,76.785,2.6097,1.5172,0.0166,0.1486,0.4097,0.4167,0,0,0,0,0,0,0,0.217,0,0,0,0,0.783,0.1207,0.0038,0.8755,1,0,0,401.7204,3.4755,1194.7902,95.2684,190.669,4312.7031,0.2402
cache360,1,0,0,0,1,1,55637.71,0,5.76,0,1,0,0,0,0,0,0,0,3,3,15,16,1.035,0.00153444,0.0005,0.4247,0.0282,0.2245,0.3168,0.4298,0.0007,0.0701,2.5821,107.9404,4.3775,0,0.0284,0.1693,0.5191,0.2824,0,0,0,0,0,0,0,0.2246,0,0,0,0,0.7754,0,0,1,1,0,0,71.1171,3.6026,1207.7965,132.2894,194,4372.2998,0
cache365,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,9,1.166,0.00001978,0,0.4102,0,0.0475,0.3026,0.6499,0,0.0063,3.1257,126.3867,5.1494,0,0,0.0587,0.2839,0.6574,0,0,0,0,0,0.7956,0,0.2044,0.7956,0,0,0,0,0,0,1,1,0,0,16.2414,6.0502,1204.3175,155.8708,196,4399.8071,0.6747
cache399,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,1.926,0.00208994,0,0.5474,0,0.2133,0.5765,0.2026,0.0076,0.0477,4.7133,162.9513,2.7521,-7.5077,0,0.165,0.6374,0.1934,0,0.0422,0,0,0.0422,0.3971,0,0.0302,0.3971,0,0,0,0.5306,0,0,1,1,0,0,13.5198,3.2006,1207.1716,165.5885,197,4435.9736,-2.6343
cache405,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,14,1.039,0.00196081,0,0.1768,0.0002,0.0944,0.3028,0.5999,0.0027,0.0037,3.6144,125.2388,5.2764,0.0403,0,0.0737,0.1461,0.7793,0,0,0,0,0,0.6985,0,0.2924,0.6985,0,0,0,0.0091,0,0.0056,0.9944,1,0,0,22.7673,6.6305,1203.6759,152.503,196.5286,4426.4507,0.1342
cache42,1,0,0,0,1,1,0,234882.91,0,33.82,0,1,0,0,0,0,0,0,2,2,7,8,1.343,0.00566976,0.0097,0.1175,0,0.0779,0.5135,0.3996,0.009,0.0649,0.9009,89.5465,5.8861,0,0,0.1003,0.2993,0.5906,0,0,0,0,0,0,0,0.0116,0,0,0,0,0.9884,0.8538,0.001,0.1452,1,0,0,17.9676,5.8759,1173.9525,99.3388,191.9904,4259.2266,0.0723
cache438,0,0,1,0,1,1,0,88202.71,0,33.82,0,1,0,0,0,0,0,0,4,4,47,48,1,0,0.0032,0.2762,0,0.8519,0.1481,0,0,0,0.0243,76,0.1111,-3.1852,0,0.4098,0.3256,0.2519,0.1185,0.044,0.044,0,0,0,0,0.1973,0,0,0.2109,0,0.4292,0,0.3436,0.6564,0.7744,0.1479,0.0778,250.2351,2.329,1230.0289,92.0351,194.8678,4434.1655,-27.9564
cache447,0.1656,0.8344,0,0,1,1,100750.93,14515.49,9.48,33.82,1,1,0,0,0,0,0,0,3,3,21,23,2.476,0.00063659,0.0008,0.3544,0,0.8564,0.089,0.0545,0,0.0251,2.1123,85.6417,0.3029,-15.5326,0.0002,0.2507,0.4821,0.2643,0,0,0,0,0,0,0,0.3129,0,0,0.015,0,0.6721,0,0,1,0.9818,0.0182,0,96.2379,3.0411,1205.1793,97.2747,194,4391.0879,-0.4793
cache495,0.8312,0.116,0.0527,0,1,1,61486.66,65225.53,10.08,33.82,1,1,0,0,1,0,39155,0,5,5,130,182,1.544,0.00022366,0.013,0.2797,0.0246,0.4412,0.1393,0.3928,0,0.2028,12.4974,76.83,1.5632,-25.1717,0.0144,0.1573,0.4041,0.4159,0.0061,0,0,0,0,0,0,0.2091,0,0,0.0076,0,0.7772,0.183,0.0114,0.8057,0.992,0.005,0.003,632.8422,3.5431,1195.5366,94.0416,190.0692,4315.9712,-0.9729
cache504,0.2655,0.2542,0.4802,0,1,1,99046.34,22445.73,10.08,33.82,1,1,0,0,1,0,76714.67,0,5,5,182,93,1.089,0,0.0099,0.2743,0.0935,0.1956,0.0348,0.6092,0,0.6242,3.8322,76,0.2884,-7.4474,0.0103,0.2401,0.3765,0.3628,0.0497,0.0127,0.0127,0,0,0,0,0.2018,0,0,0.0736,0,0.6622,0.1257,0.1211,0.7532,0.9187,0.0525,0.0287,921.5199,3.1182,1206.0608,92.8453,190.0692,4354.251,-9.4879
cache523,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,1.022,0.00190897,0,0.1625,0.002,0.2243,0.3202,0.4506,0.003,0,0.9108,83.5534,5.9447,-4.5188,0.0038,0.0669,0.1258,0.8017,0,0,0,0,0,0.2272,0,0.4277,0.2272,0,0,0,0.3451,0,0.0485,0.9515,1,0,0,9.36,6.5841,1205.2037,151.2762,197.2683,4463.2593,-0.4563
cache528,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,19,1.165,0.00073321,0.0004,0.3091,0,0.33,0.3888,0.2801,0,0.0204,4.8168,102.1166,3.8516,6.8343,0.0019,0.1673,0.3037,0.5237,0,0.0003,0,0,0.0003,0.5514,0,0.2449,0.5514,0,0,0,0.2034,0,0.0016,0.9984,1,0,0,81.207,5.1057,1205.6937,146.3493,196,4417.8052,0.565
cache54,1,0,0,0,0,1,0,10026.94,0,116.92,0,1,0,0,0,1,0,17962.98,1,2,1,2,1.239,0.01469251,0,0.2193,0,0.0916,0.4149,0.4908,0.0027,0.0042,8.2719,100,4.9349,0,0,0.0916,0.4149,0.4908,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9179,0.0821,0,1,0,0,8.2719,4.9349,1175.7822,100,191.4045,4251.9941,0
cache564,0.5952,0.4048,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,1.444,0.0016766,0,0.2375,0,0.4869,0.3449,0.1646,0.0037,0.0425,1.7172,93.0267,1.7531,-34.8737,0.0069,0.1222,0.201,0.6681,0,0,0,0,0,0.2113,0,0.443,0.2113,0,0.0472,0,0.2985,0,0.0987,0.9013,0.9593,0.0407,0,19.0503,5.8551,1206.3156,141.3599,197.2683,4479.874,-4.5643
cache577,0,0.0065,0.9935,0,1,1,0,113674.95,0,33.82,0,1,0,0,0,0,0,0,3,4,13,26,1.061,0.00022883,0.0023,0.4193,0,0.834,0.1348,0.0312,0,0,5.589,83.8356,0.8957,-66.3444,0,0.414,0.3956,0.1796,0.1438,0,0,0,0,0,0,0.0876,0,0,0.2906,0,0.478,0,0,1,0.6469,0.2027,0.1504,48.4812,2.2713,1226.5154,88.9398,194.8678,4416.54,-46.7788
cache593,0,0.6506,0.3494,0,1,1,0,113674.95,0,33.82,0,1,0,0,0,0,0,0,3,4,13,26,1.19,0.00033729,0.0034,0.2513,0,0.8479,0.0498,0.0954,0,0.0874,5.8401,90.7485,0.2307,-23.2617,0,0.3729,0.319,0.3037,0.0567,0.1264,0.1264,0,0,0,0,0.1872,0,0,0.2023,0,0.4273,0,0.3807,0.6193,0.8675,0.1044,0.0281,72.6867,2.6861,1230.0713,94.1554,195,4425.8555,-42.1399
cache614,0.4417,0.5583,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1.143,0.001926,0,0.2466,0.007,0.4411,0.1972,0.3548,0,0.0581,2.8485,89.8174,3.0847,-56.63,0.0021,0.1757,0.1394,0.6828,0,0,0,0,0,0.5537,0,0.2322,0.5537,0,0.2032,0,0.0109,0,0,1,0.8907,0.1093,0,9.4518,6.9655,1206.2719,141.0272,198.2825,4503.6548,-20.4521
cache650,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,30,1.039,0.00149121,0.0007,0.2826,0,0.4638,0.1594,0.3768,0,0.3565,0.9315,76.9546,0.1256,2.9671,0.0024,0.2235,0.2727,0.4983,0.017,0.0002,0,0,0.0002,0.4435,0,0.2604,0.4435,0,0.0757,0,0.2033,0,0.0543,0.9457,0.9116,0.0782,0.0102,120.8637,4.8194,1206.434,136.1155,196,4444.4829,-5.0563
cache658,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,0.00069452,0,0.1741,0,0.125,0.125,0.75,0,0,0.0072,167,2.875,-2,0,0.0199,0.0856,0.8945,0,0,0,0,0,0.7976,0,0.1998,0.7976,0,0,0,0.0027,0,0,1,1,0,0,9.4878,8.6182,1199.8284,167,199.5669,4461.9917,0.1631
cache681,0.7626,0.1367,0,0,1,0,302428.5,0,10.08,0,1,0,0,0,1,0,280096.84,0,5,6,99,198,1.065,0.00244746,0.0141,0.2719,0,0.1595,0.3236,0.3055,0.21,0.0309,9.1953,99.7425,3.1736,-1.5674,0.0096,0.2488,0.3748,0.3552,0.0448,0.0155,0.0155,0,0,0,0,0.213,0,0,0.0706,0,0.6552,0.1198,0.1616,0.7185,0.9238,0.0503,0.0259,966.5397,3.0775,1207.1731,92.6547,190.0692,4360.5591,-9.6051
cache690,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1.194,0.00729888,0,0.2097,0,0.0384,0.0805,0.8734,0,0.0078,13.5585,156.3083,7.7044,0.195,0,0.0384,0.0805,0.8734,0,0,0,0,0,0.5862,0,0.4064,0.5862,0,0.0074,0,0,0,0,1,1,0,0,13.5585,7.7044,1201.0385,156.3083,198.7944,4457.5908,0.195
cache723,0.3333,0.6667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,11,1.07,0.00017699,0,0.1675,0,0.7257,0.0328,0.2415,0,0.1348,0.7677,77.0692,0.4021,-33.4431,0.0006,0.0655,0.0903,0.8407,0,0,0,0,0,0.4895,0,0.3451,0.4895,0,0.0326,0,0.1329,0,0,1,0.9942,0.0058,0,55.2933,7.7208,1202.5868,154.7832,198.2226,4485.7231,-4.7827
cache725,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,10,1.122,0.00393447,0,0.0712,0,0.2395,0.0779,0.6826,0,0.0082,2.7279,145.0831,7.0683,-12.5539,0,0.0825,0.0574,0.8601,0,0,0,0,0,0.3089,0,0.2342,0.3089,0,0.0315,0,0.4255,0,0,1,1,0,0,7.92,8.4799,1204.2144,159.4511,201.8971,4516.498,-5.2206
cache75,1,0,0,0,1,1,34873.68,271909.97,7.46,33.82,1,1,0,0,0,0,0,0,3,3,14,15,1.2,0.00121431,0,0.3137,0,0.2324,0.6492,0.1184,0,0.0076,1.4292,100,3.1247,0,0.0966,0.1214,0.3796,0.4005,0,0,0,0,0,0,0,0.0285,0,0,0,0,0.9715,0.0293,0,0.9707,1,0,0,58.0554,3.5915,1204.7155,104.8752,190.669,4292.189,0.073
cache809,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10,1.064,0.003054,0.0012,0.2357,0,0.9307,0.0139,0.0476,0,0.0554,1.494,76,0.097,-28.3367,0.0257,0.4405,0.2657,0.2665,0,0.1859,0.1859,0,0,0.0595,0,0.3085,0.0595,0,0.2351,0,0.211,0,1,0,0.9564,0.0436,0,34.5582,1.9069,1217.5991,90.7454,201.0788,4541.2749,-49.546
cache81,1,0,0,0,1,1,0,229030.66,0,33.82,0,1,0,0,0,0,0,0,3,3,10,11,1,0.00026463,0,0.2733,0,0.7206,0.1618,0.1176,0,0,0.0612,76,0.25,0,0,0.1324,0.4,0.4669,0,0,0,0,0,0,0,0.1058,0,0,0,0,0.8942,0.3446,0.0181,0.6373,1,0,0,47.2635,4.8984,1179.2211,98.0769,192,4270.9492,0
cache825,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,1,0.006928,0.0035,0.2262,0,1,0,0,0,0,0.099,76,0,-0.1727,0,0.4136,0.3655,0.2201,0,0,0,0,0,0.2619,0,0.3385,0.2619,0,0,0,0.3996,0,1,0,1,0,0,12.2733,2.2557,1224.9315,90.4841,204.9727,4570.9746,0.4258
cahok115,0,1,0,0,1,0,34362.9,0,80.43,0,1,0,0,0,1,0,31081.48,0,3,3,36,38,1.018,0.00023767,0.0187,0.1096,0.0057,0.3512,0.1578,0.4853,0,0.0503,1.5912,99.3874,1.8501,-20.8037,0.0747,0.5082,0.1169,0.2909,0.1154,0,0,0,0,0.8801,0,0,0,0,0,0,0,0,0.9956,0,0.8292,0.1525,0.0139,207.8109,1.2008,979.1083,79.2947,185.3755,3965.832,-8.4976
cahok217,1,0,0,0,1,0,24532.11,0,110.21,0,1,0,0,0,1,0,24532.11,0,4,4,81,82,1.041,0.00067176,0.0291,0.1399,0.4989,0.0171,0.0026,0.4784,0.003,0.0707,2.4174,120.9211,2.5596,-12.4434,0.0574,0.5066,0.1489,0.2779,0.1635,0,0,0,0,0.8305,0,0,0.0169,0,0,0,0,0,0.9967,0,0.6418,0.3182,0.0367,544.7817,1.4054,978.635,90.2153,185.3755,4023.1367,-10.4082
cahok223,0,0.1659,0.8341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,22,106,1.258,0.00127868,0.0002,0.2239,0.1824,0.5766,0.0926,0.1408,0,0.026,8.9127,117.1712,1.5656,-12.164,0.084,0.6171,0.179,0.1134,0.1485,0,0,0,0,0.8407,0,0,0.1809,0,0.0049,0,0,0,0.9941,0,0.1019,0.797,0.0952,104.7564,1.1724,976.745,109.423,190.5519,4090.769,-5.1551
cahok342,0,0,1,0,1,0,11244.89,0,7.58,0,1,0,0,0,0,0,0,0,4,4,37,55,1.062,0.0003754,0.0044,0.0382,0.0185,0.6777,0.1266,0.1655,0,0.1746,2.6811,116.9547,0.1762,-10.6754,0.3526,0.3661,0.0295,0.1842,0.6304,0,0,0,0,0.2595,0,0,0.2595,0,0.0116,0,0.049,0,0.5908,0.4091,0.3385,0.0605,0.5996,196.0209,1.2085,976.3768,123.5349,194.1444,4265.8965,-5.6472
cahok366,0.4036,0.0982,0.4982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,55,1.206,0.00118546,0.0019,0.0673,0.5014,0.3024,0.0076,0.1464,0.0026,0.072,12.2877,111.8638,1.4945,-16.4889,0.2969,0.305,0.0737,0.3127,0.2094,0,0,0,0,0.7074,0,0,0.7074,0,0,0,0.0792,0,0.9859,0.0101,0.8784,0.0294,0.0869,68.6088,2.5329,978.8842,127.3472,191.8019,4207.9458,-9.7532
cahok401,0,0,1,0,1,0,22003.9,0,11.68,30.24,1,1,0,0,1,0,19922.25,0,4,4,21,90021,1.174,0,0.0031,0.0082,0.6685,0.1057,0,0.1485,0.0078,0.1106,3.4668,126,0.155,-7.56,0.4215,0.1827,0.0107,0.3589,0.3905,0,0,0,0,0.6066,0,0,0.6066,0,0,0,0,0,0.8886,0.1084,0.6606,0.0427,0.2927,84.9474,2.8455,982.5146,128.6425,192.1622,4267.314,-7.4501
cahok449,0,0.1468,0.8532,0,1,0,53519.46,0,29.99,0,1,0,0,0,1,0,23595.53,0,4,4,32,33,1.08,0.00049904,0.0053,0.1195,0.3472,0.1839,0.0907,0.2593,0.0019,0.0969,1.8846,127.8219,2.1757,-10.1705,0.1264,0.419,0.1509,0.2897,0.1199,0,0,0,0,0.8603,0,0,0.6456,0,0,0,0,0,0.5966,0.4011,0.938,0.0436,0.0162,127.1889,2.823,996.9816,127.4008,193.1963,4217.0801,-9.0237
