EPA_Code,Alasmidonta_marginata,Alasmidonta_viridis,Anodontoides_ferussacianus,Arcidens_confragosus,Lasmigona_complanata,Lasmigona_compressa,Lasmigona_costata,Pyganodon_grandis,Strophitus_undulatus,Utterbackia_imbecillis,Amblema_plicata,Cyclonaias_tuberculata,Elliptio_dilatata,Fusconaia_flava,Megalonaias_nervosa,Pleurobema_sintoxia,Quadrula_metanevra,Quadrula_nodulata,Quadrula_pustulosa,Quadrula_quadrula,Tritogonia_verrucosa,Uniomerus_tetralasmus,Actinonaias_ligamentina,Lampsilis_cardium,Lampsilis_fasciola,Lampsilis_siliquoidea,Lampsilis_teres,Leptodea_fragilis,Ligumia_recta,Ligumia_subrostrata,Obliquaria_reflexa,Potamilus_alatus,Potamilus_ohiensis,Toxolasma_parvum,Toxolasma_texasiensis,Truncilla_donaciformis,Truncilla_truncata,Venustaconcha_ellipsiformis,Villosa_lienosa,latitude,longitude,CH_bd50,Ch_bd100,Ch_bdG100,Glakes,Missi,Bigriver,Pondup_L,Ponddn_L,Pondup_S,Ponddn_S,Pondupst,Ponddnst,Pond,Pondarea,Damupst,Damdnst,Damup_L,Damdn_L,Order,Downorder,Link,Dlink,Sinuosity,CH_Grad,R_Water,RT_Grass,W_Urban,W_Agri,W_Grass,W_Forest,W_Water,W_Wet,W_Area,W_Perm,W_Slope,W_Darcy,WT_Urban,WT_Agri,WT_Grass,WT_Forest,WT_Alluv,WT_Coars,WT_CMorai,WT_Collu,WT_Dune,WT_Fine,WT_ICont,WT_Lacus,WT_Loess,WT_MMora,WT_OWash,WT_PMuck,WT_Rocky,WT_Sand,WT_Shale,WT_Carb,WT_BR50,WT_BR100,WT_BG100,WT_Area,WT_Slope,WT_Precip,WT_Perm,WT_AMean,WT_JMin,WT_JMean,WT_JMax,WT_GDD,WT_Darcy
DJ_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,40.33253015,-90.15473731,0.0947,0.9053,0,0,0,1,51363.86,0,9.27,0,1,0,0,0,1,1,27420.63,231383.28,0,6,800,804,1.734,0,0.0168,0.2581,0,0.5584,0.2049,0.2125,0.0201,0.0685,12.0924,128.1874,2.1844,-31.8188,0.0154,0.6466,0.1837,0.1467,0.1229,0.0017,0,0,0.0017,0.7376,0,0.007,0.0404,0.0371,0.0346,0,0.0085,0,0.9768,0.0232,0.686,0.268,0.0459,4721.1057,1.7241,933.5494,104.2669,100.8614,169,238.6436,310.4318,3351.269,-11.3695
DZGB_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.33683039,-89.71828145,0,0,1,0,0,1,0,78203.24,0,13.47,0,1,0,0,0,1,0,94292.01,0,4,25,26,1.048,0.00057764,0.0011,0.1819,0,0.9205,0.0524,0.0197,0.0013,0.0061,9.5715,216.2104,0.1226,-15.7591,0.0148,0.866,0.1046,0.014,0.0001,0.075,0,0,0.075,0.2532,0,0,0.2512,0.2102,0.4615,0,0,0,1,0,0,0.0262,0.9739,226.3725,0.3446,932.0728,250.5572,110.3807,181,243.7532,307.2685,3621.1904,-12.0467
EIDB_02,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.33946993,-89.33880304,0,0,1,0,0,1,0,258160.55,0,2963.31,0,1,0,0,0,1,0,426615.59,0,3,27,28,1.312,0.00074114,0.0008,0.2082,0.0073,0.5924,0.3025,0.0901,0.0031,0.0304,3.2256,106.9263,1.6758,-44.7087,0.0146,0.8559,0.1057,0.0222,0.0156,0,0,0,0,0,0,0,0,0.9698,0.0146,0,0,0,1,0,0,0,1,194.1462,0.373,957.1974,101.2747,108.6989,179.0703,241.3053,303,3588.7471,-3.0107
DZG_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.32345241,-89.94579057,0,0.0256,0.9744,0,0,1,0,10806.84,0,13.47,0,1,0,0,0,1,0,26895.61,0,4,36,90036,1.057,0.00070505,0.0044,0.1774,0.0136,0.7785,0.1067,0.0825,0.002,0.0421,22.473,1204,0.3704,-22.3093,0.013,0.8412,0.1063,0.0374,0.0131,0.2151,0,0,0.2151,0.1301,0,0,0.1292,0.0923,0.5381,0.0113,0,0,0.8472,0.1528,0,0.0415,0.9585,515.5335,0.3756,928.5088,571.0413,110.4501,181,245.0288,310.3605,3639.676,-16.4484
E_29,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,40.32525706,-88.32025566,0,0,1,0,0,1,107273.29,313668.34,13.71,483.73,1,1,0,0,0,1,0,328540.34,0,5,130,132,1.493,0.00022123,0.0036,0.2035,0.0029,0.7125,0.1433,0.1091,0.0163,0.0864,12.996,70.3636,0.4105,-14.4001,0.0149,0.8593,0.11,0.0129,0.0126,0,0,0,0,0.7873,0,0,0,0,0.2001,0,0,0,0.5955,0.4045,0,0.0185,0.9815,616.4469,0.3573,932.4163,112.0569,105.8834,176,238.6261,301,3485.8752,-12.1303
EZV_01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.32556475,-88.35334827,0,0,1,0,0,1,0,314453.41,0,483.73,0,1,0,0,0,1,0,329325.41,0,1,1,2,1.9,0.00141704,0.0005,0.1347,0.0673,0.8685,0.0598,0.0037,0,0.0021,21.9447,116.1951,0.1563,-0.3148,0.0673,0.8685,0.0598,0.0037,0.0116,0,0,0,0,0.9884,0,0,0,0,0,0,0,0,0.5086,0.4914,0,0,1,21.9447,0.1563,952.3615,116.1951,106,176.76,238.9968,300.7545,3471.9592,-0.3148
EIE_03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,40.30668556,-89.01799022,0,0,1,0,0,1,0,371182.06,0,2963.31,0,1,0,0,0,1,0,539637.09,0,4,67,70,1.207,0.00132522,0.0121,0.2622,0.0121,0.5711,0.2039,0.1977,0.0152,0.1322,2.8998,136.379,0.6629,-19.8426,0.0562,0.6914,0.1907,0.0541,0.0087,0,0,0,0,0.5689,0,0,0,0.3421,0.0803,0,0,0,1,0,0,0,1,308.466,0.7207,950.9708,109.0188,109.5022,178.2522,240.6675,302,3616.1462,-15.2739
DGIA_01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,40.3020997,-90.7553379,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,290213.09,0,3,12,35,1.244,0.00141851,0.0018,0.1966,0,0.3092,0.2097,0.4785,0.0003,0.0422,8.4681,104.3905,3.1359,-41.692,0.0052,0.7225,0.1218,0.1457,0.109,0,0,0,0,0.8125,0,0,0,0,0,0,0.0785,0,0.9708,0.0292,0.5081,0.4626,0.0293,132.4107,1.0892,952.8457,92.5849,106.9128,182,244.7278,307,3550.7646,-10.6518
DGIA_03,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,40.3020997,-90.7553379,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,290213.09,0,3,12,35,1.244,0.00141851,0.0018,0.1966,0,0.3092,0.2097,0.4785,0.0003,0.0422,8.4681,104.3905,3.1359,-41.692,0.0052,0.7225,0.1218,0.1457,0.109,0,0,0,0,0.8125,0,0,0,0,0,0,0.0785,0,0.9708,0.0292,0.5081,0.4626,0.0293,132.4107,1.0892,952.8457,92.5849,106.9128,182,244.7278,307,3550.7646,-10.6518
DGI_01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,40.31965247,-90.7634044,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,290213.09,0,3,23,35,1.614,0.00154438,0.0009,0.2015,0,0.4149,0.2349,0.3494,0.0008,0.0315,10.872,99.3265,2.9445,-8.6797,0.0017,0.8279,0.0966,0.0668,0.049,0,0,0,0,0.9197,0,0,0,0,0,0,0.0313,0,0.896,0.104,0.1624,0.723,0.1146,196.2981,0.612,939.7999,94.8281,106.4041,181.1524,244.4317,307.0215,3536.116,-3.739
EZU_03,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,40.2947287,-88.27704102,0,0,1,0,0,1,0,303176.73,0,483.73,0,1,0,0,0,1,0,318048.73,0,3,12,14,1.067,0.0005264,0.0002,0.1928,0.0033,0.9216,0.0739,0.0006,0.0006,0,12.5784,82.5811,0.1489,0.0053,0.0394,0.862,0.0951,0.0023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.389,0.611,0,0,1,71.1909,0.2996,959.28,112.0377,105.5833,176.4084,239,301,3461.3782,-0.0766
EZZF_01,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40.30845872,-88.31213886,0,0,1,0,0,1,0,300698.37,0,483.73,0,1,0,0,0,1,0,315570.37,0,2,4,137,1.106,0.00072294,0,0.2589,0.0067,0.8941,0.0965,0.0017,0.0003,0.0007,22.6512,90.6106,0.2041,-0.2481,0.0037,0.9016,0.0934,0.0008,0.0021,0,0,0,0,0.8532,0,0,0,0,0.1447,0,0,0,0.0022,0.9978,0,0,1,48.9618,0.2293,955.204,110.2343,105.5616,176,238.8513,301,3456.7781,-5.8059
DTFA_01,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.97574132,-88.35816441,0.1869,0.8131,0,0,0,1,0,565837.98,0,30569.49,0,1,0,0,0,1,0,332104.5,0,3,7,8,1.091,0.00129552,0.0009,0.2342,0.2111,0.2316,0.5062,0.0458,0,0.0063,4.1697,95.1049,0.5239,-11.9594,0.1984,0.4261,0.278,0.0628,0,0,0,0,0,0.0713,0,0.0908,0,0.5135,0.3244,0,0,0,0.4359,0.5641,0.0898,0.2128,0.6974,77.7465,0.7365,924.2508,222.4953,88.8439,160.7744,225.3182,289.9532,2905.2871,-16.5898
EI_07,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,40.2819848,-88.60468658,0,0,1,0,0,1,0,39892.53,0,4618.26,0,1,0,0,0,1,0,117090.2,0,4,37,40,1.264,0.00065791,0.0008,0.2138,0.0669,0.2953,0.6128,0.0251,0,0,0.3231,178,0.6908,-27.0947,0.0007,0.883,0.1111,0.0047,0.0419,0,0,0,0,0.6566,0,0,0,0.2098,0.0916,0,0,0,1,0,0,0.0629,0.9371,124.4448,0.3404,949.6,122.382,106.1846,175,238.4774,300.785,3496.6711,-8.4946
DI_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40.28200885,-90.24175583,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,210448.09,0,1,1,20,1.114,0.02518627,0,0.1105,0,0.4321,0.2078,0.3573,0.0028,0,1.962,118.5573,3.6812,-0.7537,0,0.4321,0.2078,0.3573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.962,3.6812,958.0436,118.5573,109,183,246,308.9541,3628.2896,-0.7537
DI_01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.27480422,-90.36271231,1,0,0,0,0,1,7558.17,0,9.56,0,1,0,0,0,1,1,25514.03,259236.32,0,3,6,7,1.107,0.00196538,0.0285,0.3475,0,0.303,0.322,0.3487,0.0249,0.0385,5.3073,97.8253,2.9727,-37.1201,0.0122,0.5244,0.258,0.1921,0.1453,0,0,0,0,0.8131,0,0,0,0,0,0,0,0,1,0,1,0,0,51.2604,1.94,961.8542,96.5622,107.4062,182,244.8621,307,3573.4255,-13.1026
EIJ_02,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40.26981193,-88.78371044,0,0,1,0,0,1,68846.56,20373.39,158.09,4618.26,1,1,0,0,1,1,2536.19,64573.31,0,4,43,44,1.044,0,0.0212,0.2684,0.0217,0.2791,0.5302,0.1566,0.0124,0.0698,0.5805,107,1.3504,-4.538,0.0201,0.7644,0.1604,0.0506,0.039,0,0,0,0,0.4943,0,0,0,0.4603,0.0065,0,0,0,1,0,0,0,1,230.616,0.4844,956.1133,103.5534,107.1727,175.5042,238.9763,301,3541.3904,-2.7295
DIF_01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40.27075462,-90.35268116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,259236.32,0,1,1,7,1.144,0.00192524,0,0.2007,0.0027,0.447,0.3271,0.1816,0.0357,0.0308,28.503,74.7684,2.497,-1.7334,0.0027,0.447,0.3271,0.1816,0.0045,0,0,0,0,0.8783,0,0,0,0,0,0,0,0,1,0,1,0,0,28.503,2.497,969.5649,74.7684,108,183.0169,245.0169,307,3588.9055,-1.7334
EIEE_01,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,40.2631768,-89.0200899,0,0,1,0,0,1,0,356748.65,0,2963.31,0,1,0,0,0,1,0,525203.68,0,3,8,9,1.616,0.00110706,0.0068,0.334,0.0061,0.4626,0.3394,0.1838,0.0081,0.0429,12.4578,104.8552,1.5439,-30.6739,0.0077,0.813,0.1354,0.0416,0.0833,0,0,0,0,0,0,0,0,0.9167,0,0,0,0,1,0,0,0,1,117.1152,0.3428,979.0837,100.7319,109.1744,178.1376,240.4481,302.5736,3584.4341,-6.1112
EZU_02,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,40.2610361,-88.33282037,0,0,1,0,0,1,0,281318.46,0,483.73,0,1,0,0,0,1,0,296190.46,0,3,15,16,1.179,0.00093136,0.0003,0.1831,0,0.9223,0.0703,0.0065,0.0003,0.0045,10.0953,67.2297,0.3856,0.1493,0.0261,0.8867,0.084,0.0022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3371,0.6629,0,0,1,108.3213,0.2995,962.1945,104.3677,105.9745,176.4084,239,301,3466.8057,-0.0356
EIJ_01,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,40.25197506,-88.79400585,0,0,1,0,0,1,78527.26,11697.4,158.09,4618.26,1,1,0,0,1,1,12216.9,55897.32,0,4,47,49,1.104,0.00038471,0.0201,0.282,0.011,0.0331,0.6961,0.1989,0.0221,0.1271,0.1629,107,2.0442,0.0884,0.0187,0.7596,0.1668,0.0505,0.0362,0,0,0,0,0.4627,0,0,0,0.495,0.0061,0,0,0,1,0,0,0,1,248.0742,0.5048,957.015,103.4507,107.1819,175.5042,238.9744,301,3540.3657,-2.6483
EZU_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.23861299,-88.36091141,0,0,1,0,0,1,0,270346.72,0,483.73,0,1,0,0,0,1,0,285218.72,0,4,22,166,1.239,0.00114684,0.0022,0.1915,0.0048,0.6553,0.2052,0.1229,0.0018,0.0688,2.9952,100.6671,0.5574,-8.2984,0.0219,0.8701,0.0974,0.0091,0.0104,0,0,0,0,0.9885,0,0,0,0,0.0011,0,0,0,0.3021,0.6979,0,0,1,131.04,0.3288,964.5431,105.3147,106.2151,176.4084,239.009,301,3470.6802,-0.629
EH_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.24509935,-89.86214892,0,0,1,0,0,1,0,60799.97,0,2963.31,0,1,0,0,0,1,0,229255,0,3,8,9,1.001,0.00020327,0.0047,0.1292,0.0525,0.8201,0.1014,0.0231,0.0029,0.0008,5.6538,249.7057,0.0925,-9.3722,0.0039,0.8603,0.1141,0.0203,0,0.3115,0,0,0.3115,0.0428,0,0,0.0428,0,0.6458,0,0,0,0.9612,0.0388,0,0,1,76.6647,0.2988,909.5385,266.168,111.2588,183,245.5322,308.8688,3660.9675,-19.6621
DH_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.23605543,-90.49483572,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,171288.48,0,4,33,37,1.572,0.00087649,0.0002,0.2293,0,0.3578,0.2459,0.3883,0.0006,0.0175,6.318,98.5114,4.0732,-34.797,0.0076,0.5725,0.1782,0.2376,0.0968,0,0,0,0,0.9032,0,0,0,0,0,0,0,0,1,0,0.8329,0.1671,0,209.646,1.9089,971.2832,93.794,107.5674,182,245.0567,308,3573.1902,-9.8405
DTF_02,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.93333048,-88.34190422,0,0.126,0.874,0,0,1,5100.79,536430.53,6.22,30569.49,1,1,0,0,1,1,19747.12,302697.04,0,3,11,12,1.398,0.00280229,0.0096,0.168,0.3808,0.1816,0.0334,0.4003,0,0.0479,6.3081,68.1163,1.5507,-26.5048,0.277,0.3546,0.2148,0.1211,0,0,0,0,0,0.1272,0,0.0793,0,0.5903,0.2033,0,0,0,0.5919,0.4081,0.0515,0.2467,0.7017,135.4671,0.9703,925.1581,173.5926,89.1099,160.7744,225.6725,290.4323,2920.6479,-11.586
EID_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.22407835,-89.39948589,0,0,1,0,0,1,205224.19,182314.31,8.11,2963.31,1,1,0,0,0,1,0,350769.34,0,5,173,174,1.158,0.00069549,0.0075,0.2481,0.0011,0.8012,0.1469,0.0458,0.0037,0.0319,12.0051,99.1475,0.196,-10.7767,0.0779,0.7358,0.1391,0.0442,0.0738,0,0,0,0,0.2028,0,0,0,0.6714,0.0521,0,0,0,1,0,0,0,1,860.2101,0.5761,951.9684,104.7107,109.5157,179.0703,241.2893,303,3603.4563,-9.6761
EZZQ_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2142851,-88.33357491,0,0,1,0,0,1,0,267158.71,0,483.73,0,1,0,0,0,1,0,282030.71,0,1,1,167,1.269,0.00517286,0,0.316,0.0017,0.6549,0.2666,0.0767,0,0.0034,6.6978,116.0061,0.6856,-16.9313,0.0017,0.6549,0.2666,0.0767,0.0093,0,0,0,0,0.9176,0,0,0,0,0.0731,0,0,0,0.3006,0.6994,0,0,1,6.6978,0.6856,983.5439,116.0061,108.0976,178.9614,239.3637,300,3498.9041,-16.9313
E_19,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,40.19140681,-88.39585336,0,0,1,0,0,1,5454.93,235820.75,28.09,483.73,1,1,0,0,1,1,3914.67,250692.75,0,5,177,178,1.474,0.00117534,0.0053,0.1989,0.6405,0.0733,0.008,0.266,0.0013,0.1619,2.7135,107.2299,1.5512,-103.599,0.024,0.8442,0.1094,0.0187,0.0277,0,0,0,0,0.8265,0,0,0,0.0014,0.1444,0,0,0,0.4677,0.5323,0,0.0122,0.9878,933.9444,0.3762,943.3749,110.5286,106.0879,176,238.7736,301,3482.0759,-10.0434
DGG_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.17470677,-90.86099529,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,234680.06,0,3,9,10,1.363,0.00255153,0.0009,0.2462,0,0.4037,0.2988,0.2963,0.0011,0.0269,5.7222,94.0113,2.5285,-26.8635,0.0039,0.6699,0.1692,0.1555,0.0449,0,0,0,0,0.9551,0,0,0,0,0,0,0,0,0.9853,0.0147,0.33,0.67,0,88.2756,1.2964,946.8794,76.7732,108.144,183.1723,245.1133,306.2419,3598.9417,-4.2588
EID_01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.17502557,-89.52162084,0,1,0,0,0,1,250571.24,146381.86,8.11,2963.31,1,1,0,0,0,1,0,314836.9,0,5,182,183,1.112,0.0003379,0.0072,0.2481,0,0.7721,0.0854,0.1422,0,0.0625,2.9502,130.3362,0.4042,-11.2227,0.0723,0.7456,0.1359,0.0431,0.0859,0,0,0,0,0.2389,0,0,0.0026,0.6218,0.0534,0,0,0,1,0,0.0154,0.0115,0.973,928.8027,0.5436,951.6063,105.2412,109.5515,179.0703,241.3575,303,3604.26,-9.4571
EIE_10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.17801729,-89.37265479,0,0.8182,0.1818,0,0,1,58144.25,217803.39,5.46,2963.31,1,1,0,0,0,1,0,386258.43,0,4,144,145,1.196,0.00061688,0.0133,0.2818,0.0127,0.6633,0.2015,0.1111,0.0074,0.0877,13.7403,117.8736,0.237,-10.4734,0.0294,0.7584,0.1676,0.0395,0.076,0,0,0,0,0.2591,0,0,0,0.5979,0.067,0,0,0,1,0,0,0.0356,0.9644,792.3699,0.5761,960.9446,110.1312,109.4988,178.1376,240.9562,303,3607.1829,-10.3183
EIDA_01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40.17289021,-89.60906925,0,0.64,0.36,0,0,1,0,117979.19,0,2963.31,0,1,0,0,0,1,0,286434.22,0,4,42,235,1.332,0.00034775,0,0.1874,0,0.7794,0.1027,0.1156,0,0.067,3.4101,133.293,0.7984,-19.7846,0.0062,0.8966,0.0906,0.0059,0.0809,0.0027,0,0,0.0027,0.6728,0,0,0.649,0.149,0.0947,0,0,0,1,0,0,0.0379,0.9622,291.7656,0.3923,932.4745,160.6777,110.2361,181,243.0393,305.1411,3618.6292,-8.4061
EIH_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.13262976,-89.0421736,0,0,1,0,0,1,0,394334.23,0,2963.31,0,1,0,0,0,1,0,562789.26,0,2,8,9,1.615,0.00124906,0.0045,0.3586,0.0029,0.24,0.3774,0.3745,0.0052,0.0525,1.5597,107,2.7467,-36.116,0.0331,0.7898,0.1346,0.041,0.0404,0,0,0,0,0,0,0,0,0.9596,0,0,0,0,1,0,0,0,1,113.3631,0.3942,990.1758,100.2221,109.6096,177.817,240.7106,304.0202,3591.9248,-4.0378
DGD_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.12540997,-90.80412462,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,162557.61,0,3,23,24,1.416,0.00253729,0.0039,0.2462,0,0.4281,0.2634,0.3023,0.0061,0.0325,5.1795,100,3.1964,-41.2134,0,0.4845,0.2401,0.2733,0.0416,0,0,0,0,0.9584,0,0,0,0,0,0,0,0,0.8914,0.1086,0.8785,0.1215,0,109.1376,2.7512,957.0673,92.5284,108.4809,184,245.4715,307.3811,3608.0515,-4.9623
EIF_01,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.12828847,-89.29329775,0,0,1,0,0,1,0,234222.55,0,2963.31,0,1,0,0,0,1,0,402677.58,0,3,14,17,1.061,0.00076641,0,0.2489,0.0006,0.8998,0.0992,0.0003,0,0,2.8386,190.2305,0.2635,-23.1455,0.004,0.9106,0.084,0.0013,0.083,0,0,0,0,0.4935,0,0,0,0.182,0.2415,0,0,0,1,0,0,0.2554,0.7447,129.6216,0.2422,959.7277,191.3958,110.4938,179.9042,242.3017,304.0271,3651.0498,-11.8388
EII_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.11776742,-89.00437773,0,0,1,0,0,1,0,406007.56,0,2963.31,0,1,0,0,0,1,0,574462.6,0,2,4,5,1.376,0.00328609,0.0028,0.2077,0.0008,0.3165,0.3094,0.3729,0.0004,0.0928,4.3929,107,2.2952,-21.4854,0.1093,0.6775,0.1293,0.0823,0.0313,0,0,0,0,0,0,0,0,0.9687,0,0,0,0,1,0,0,0,1,49.1625,0.5841,994.704,101.0966,109.8414,178,241.0094,304.0004,3592.1223,-2.3953
EI_08,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,40.11383388,-89.02390091,0,0,1,0,0,1,39843.36,396081.19,27.69,2963.31,1,1,0,0,1,1,47567.09,564536.22,0,5,142,143,1.35,0.00010581,0.1468,0.2115,0.0006,0.311,0.2204,0.4618,0.0028,0.087,4.4478,107,2.6742,-32.4223,0.0192,0.7339,0.1509,0.0669,0.0511,0,0,0,0,0.2606,0,0,0,0.6475,0.0171,0,0,0,1,0,0,0.0092,0.9908,853.0668,0.5605,965.5475,109.3785,107.1362,174.7627,239.01,305.5835,3523.2229,-4.1833
EW_02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,40.10254159,-88.44301858,0,0,1,0,0,1,0,177528.11,0,483.73,0,1,0,0,0,1,0,192400.11,0,2,2,3,1.14,0.00057683,0,0.1432,0.0139,0.8948,0.0877,0.0016,0.0001,0.0031,25.8129,118.267,0.1826,-0.1507,0.0077,0.912,0.0763,0.0013,0,0,0,0,0,0.0171,0,0,0,0.9829,0,0,0,0,0.5876,0.4124,0,0,1,52.4511,0.184,989.7467,117.4786,108.9927,178.893,240.1019,301.7057,3525.4216,0.4139
