EPA_Code,Alasmidonta_marginata,Alasmidonta_viridis,Anodontoides_ferussacianus,Arcidens_confragosus,Lasmigona_complanata,Lasmigona_compressa,Lasmigona_costata,Pyganodon_grandis,Strophitus_undulatus,Utterbackia_imbecillis,Amblema_plicata,Cyclonaias_tuberculata,Elliptio_dilatata,Fusconaia_flava,Megalonaias_nervosa,Pleurobema_sintoxia,Quadrula_metanevra,Quadrula_nodulata,Quadrula_pustulosa,Quadrula_quadrula,Tritogonia_verrucosa,Uniomerus_tetralasmus,Actinonaias_ligamentina,Lampsilis_cardium,Lampsilis_fasciola,Lampsilis_siliquoidea,Lampsilis_teres,Leptodea_fragilis,Ligumia_recta,Ligumia_subrostrata,Obliquaria_reflexa,Potamilus_alatus,Potamilus_ohiensis,Toxolasma_parvum,Toxolasma_texasiensis,Truncilla_donaciformis,Truncilla_truncata,Venustaconcha_ellipsiformis,Villosa_lienosa,latitude,longitude,CH_bd50,Ch_bd100,Ch_bdG100,Glakes,Missi,Bigriver,Pondup_L,Ponddn_L,Pondup_S,Ponddn_S,Pondupst,Ponddnst,Pond,Pondarea,Damupst,Damdnst,Damup_L,Damdn_L,Order,Downorder,Link,Dlink,Sinuosity,CH_Grad,R_Water,RT_Grass,W_Urban,W_Agri,W_Grass,W_Forest,W_Water,W_Wet,W_Area,W_Perm,W_Slope,W_Darcy,WT_Urban,WT_Agri,WT_Grass,WT_Forest,WT_Alluv,WT_Coars,WT_CMorai,WT_Collu,WT_Dune,WT_Fine,WT_ICont,WT_Lacus,WT_Loess,WT_MMora,WT_OWash,WT_PMuck,WT_Rocky,WT_Sand,WT_Shale,WT_Carb,WT_BR50,WT_BR100,WT_BG100,WT_Area,WT_Slope,WT_Precip,WT_Perm,WT_AMean,WT_JMin,WT_JMean,WT_JMax,WT_GDD,WT_Darcy
FL_13,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.84367438,-87.82424366,0,0,1,0,0,1,47624.75,678981.32,17.98,30569.49,1,1,0,0,1,1,297845.2,302638.79,0,6,456,457,1.043,0,0.0157,0.2806,0.0009,0.7429,0.1093,0.0661,0.0807,0.0234,2.0412,942,0.3086,-60.4841,0.0121,0.7969,0.1603,0.0268,0.0161,0.1167,0,0,0.0988,0.2546,0.0054,0.1731,0,0.3795,0.0671,0.0054,0,0,0.3995,0.6005,0.1691,0.3116,0.5192,4042.6128,0.2182,949.5273,273.1316,100.2299,164.7182,233.256,300,3252.687,-7.5283
DSQ_03,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.83640922,-88.29004416,0,0.449,0.551,0,0,1,78832.15,599120.7,11.6,30569.49,1,1,0,0,0,1,0,291250.72,0,5,48,50,1.035,0.00076929,0.0005,0.2506,0.0147,0.9003,0.0833,0.0002,0,0.0016,5.6412,58.7198,0.0587,0,0.0109,0.8879,0.0982,0.002,0,0,0,0,0,0.4783,0,0.4149,0,0,0.1068,0,0,0,0.9289,0.0711,0,0.1247,0.8754,480.6279,0.1575,886.8031,139.9577,101.6997,170,235.4656,300.8888,3340.3413,-1.4684
DL_05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.84005475,-89.68308477,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,161542.96,0,4,29,30,1.203,0.00395977,0.0009,0.1659,0,0.3032,0.444,0.2527,0,0.0758,0.2493,100,2.4838,-244.3646,0.0452,0.813,0.0909,0.0498,0,0,0,0,0,0,0,0,0,0.828,0.172,0,0,0,1,0,0.0181,0.6123,0.3696,107.0703,0.6879,929.4969,100.7183,97.362,171,233.8319,297.3181,3250.1189,-28.6101
DTK_06,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.40603944,-88.43589021,0,0,1,0,0,1,39596.49,17325.4,6.9,697.04,1,1,0,0,0,1,0,17325.4,0,3,11,18,1.292,0.00202543,0,0.3445,0.0141,0.729,0.2006,0.0199,0.0001,0.0365,18.8487,246.5389,0.2781,-18.3523,0.0037,0.5564,0.2941,0.0686,0.1087,0.6301,0.6301,0,0,0,0,0.1747,0,0.0134,0.0487,0.0243,0,0,0.5713,0.4287,0,0,1,77.1975,0.9545,908.2686,237.1555,87.7368,163,229.0604,295.9204,2936.5217,-69.8665
DSQC_01,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,40.83596638,-88.2145101,0,0,1,0,0,1,0,618869.38,0,30569.49,0,1,0,0,0,1,0,310999.4,0,4,19,39,1.061,0,0,0.2427,0.0013,0.9324,0.0663,0,0,0,4.3002,187.9138,0.0594,0.0316,0.0039,0.8982,0.0958,0.0005,0,0,0,0,0,0.5094,0,0.2297,0,0,0.2609,0,0,0,0.8162,0.1838,0,0.1354,0.8646,176.1678,0.1398,899.08,199.555,101.3866,170,235.1363,300,3322.7627,-3.6301
DSQ_02,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.82892071,-88.42938436,0,0,1,0,0,1,132122.22,551016.06,11.6,30569.49,1,1,0,0,0,1,0,243146.08,0,5,97,98,1.54,0.00149108,0.0016,0.2545,0,0.644,0.2693,0.0351,0.0515,0.0281,0.3843,68.0445,0.4988,-0.0867,0.0087,0.8802,0.1063,0.0033,0,0,0,0,0,0.6006,0,0.3137,0,0,0.0857,0,0,0,0.9524,0.0476,0,0.0895,0.9105,718.1883,0.1815,889.782,109.4955,101.8955,170,235.7228,300.8888,3345.8787,-1.9429
FL_04,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40.8264042,-87.57815994,0,0.2517,0.7483,0,0,1,226740.2,837393.69,54.38,30569.49,1,1,0,0,0,1,0,461051.16,0,5,181,182,1.297,0.00025937,0.0063,0.3149,0.1013,0.6038,0.1767,0.086,0.0308,0.0067,5.7564,125.123,0.5303,-40.6376,0.0116,0.7542,0.2005,0.0319,0.0026,0.2158,0,0,0.1776,0,0.0092,0.1219,0,0.6568,0.0195,0.0124,0,0,0.4081,0.5919,0.3439,0.5497,0.1064,1748.8656,0.2029,947.755,369.3417,98.1117,164.7182,231.4626,294.2752,3172.928,-7.0015
DS_06,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.82924831,-88.57518246,1,0,0,0,0,1,19085.44,489248.71,5.4,30569.49,1,1,0,0,0,1,0,181378.73,0,5,161,162,1.05,0.000343,0.0062,0.2444,0.0016,0.671,0.1776,0.0606,0.0892,0.0098,1.0998,482.1015,0.7422,-108.7545,0.0089,0.8733,0.1052,0.0094,0.0113,0,0,0,0,0.7001,0,0.1827,0,0,0.1025,0.0035,0,0,0.9753,0.0247,0.1032,0.1882,0.7085,1412.829,0.1854,894.9176,100.3766,102.6658,170,236.3308,300.8888,3384.6653,-4.7172
DTK_09,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.38801261,-88.37617031,0,0,1,0,0,1,69300.21,0,6.9,697.04,1,1,0,0,0,1,0,0,0,4,23,90023,1.296,0.00165261,0.0002,0.2901,0.0767,0.3101,0.3142,0.2213,0,0.1335,3.5667,589.4355,1.5935,-71.0162,0.064,0.5526,0.2542,0.0696,0.0584,0.6714,0.6714,0,0,0,0,0.1995,0,0.0048,0.0242,0.0417,0,0,0.3414,0.6586,0,0,1,216.3285,0.7809,908.6109,231.5552,86.1242,160.1963,227.1182,295.9204,2885.4807,-56.7884
FLH_02,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.80401341,-87.86193649,0,0,1,0,0,1,357.3,713187.35,17.98,30569.49,1,1,0,0,1,1,250577.75,336844.82,0,4,70,71,1.926,0,0.0156,0.2631,0.0185,0.6157,0.1665,0.1891,0.0102,0.1,7.8471,43.1275,0.4166,-51.6016,0.0216,0.809,0.1353,0.0296,0.0155,0.0369,0,0,0.0369,0.5274,0,0.3556,0,0,0.0645,0,0,0,0.4038,0.5962,0,0.0067,0.9934,631.4139,0.2222,935.1859,115.8039,101.3634,167.1107,234.7758,300,3312.572,-4.5453
DLG_01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.82204962,-89.78567351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,34121.69,121237.34,0,3,23,24,1.732,0.00198667,0.0009,0.1795,0,0.0432,0.1468,0.7644,0.0012,0.1169,2.9799,100,4.7717,-56.7723,0.0064,0.4865,0.1831,0.3179,0.0175,0,0,0,0,0.9825,0,0,0,0,0,0,0,0,1,0,0.7174,0.2826,0,87.2766,2.5755,929.9478,99.7928,96.3709,168.0046,232.1941,296.9687,3201.8347,-2.0933
DL_07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.81400401,-89.76259879,1,0,0,0,0,1,27967.98,0,5.23,0,1,0,0,0,0,1,0,128560.95,0,4,47,56,1.14,0.00460984,0.0014,0.2017,0,0.5198,0.2097,0.2183,0.0016,0.0869,2.2059,100,1.9563,-58.3158,0.0281,0.7014,0.1395,0.1292,0.0224,0,0,0,0,0.1736,0,0,0,0.6622,0.1418,0,0,0,1,0,0.2211,0.4714,0.3075,172.1403,1.2456,929.6214,100.3986,97.2305,169,233.5231,297.3181,3244.6282,-31.2073
DJI_01,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.80765516,-90.05898414,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,669502.9,0,4,25,26,1.2,0.00027677,0.001,0.2356,0,0.7482,0.158,0.0938,0,0.0125,1.7262,99.8243,1.074,-26.2242,0.0035,0.8103,0.1176,0.0679,0.0837,0,0,0,0,0.9163,0,0,0,0,0,0,0,0,1,0,0.9052,0.0948,0,138.4686,0.8243,933.989,99.3121,98.678,170.9998,235.6853,299,3248.0583,-5.6951
DLFC_01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.80778911,-89.94644926,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,179894.5,0,3,9,10,1.049,0.00228668,0,0.2568,0,0.9026,0.0603,0.0327,0,0.0073,2.4759,99.4842,0.8797,0.0436,0.0052,0.8469,0.1047,0.0425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4851,0.5149,0,23.9967,0.7991,933.6208,99.1203,98.4769,172.1587,234.8597,297.9876,3254.2356,0.0045
DJ_39,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.80891097,-90.13611193,0.5366,0.4634,0,0,0,1,87555.66,0,553.74,0,1,0,0,0,1,1,85078.85,650098.01,0,6,404,405,1.223,0.00003005,0.0104,0.2569,0,0.577,0.1543,0.2411,0.022,0.0375,2.3742,115.6118,1.4738,-32.9208,0.0174,0.7071,0.1737,0.0971,0.1164,0,0,0,0,0.6849,0,0.0034,0.0901,0.0853,0.0778,0,0,0,1,0,0.7453,0.1817,0.073,2052.441,1.4799,928.6676,108.9762,96.8911,169,235.0031,299.6918,3215.3901,-13.1482
DSP_01,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.81381224,-88.51641704,1,0,0,0,0,1,24831.6,523692.97,17.22,30569.49,1,1,0,0,0,1,0,215822.99,0,4,47,156,1.395,0.00027098,0.0038,0.2158,0.002,0.6705,0.1787,0.145,0.0038,0.1368,2.6388,246.3875,0.1961,-8.8301,0.012,0.8618,0.105,0.0181,0.0245,0,0,0,0,0.8349,0,0.0094,0,0,0.1211,0.0102,0,0,0.9984,0.0016,0.1263,0.3716,0.5021,481.1544,0.1925,900.6006,88.2405,103.8847,173.2369,237.1354,300.7708,3443.3728,-8.5062
DJHD_01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79937545,-90.31772034,1,0,0,0,0,1,36979.37,0,135.2,0,1,0,0,0,1,1,33330.38,649807.81,0,3,12,13,1.332,0.00128177,0.0574,0.1981,0,0.5261,0.1567,0.3172,0,0.0485,0.2412,100,3.4403,-65.7799,0.0099,0.5521,0.1751,0.2505,0.068,0,0,0,0,0.8568,0,0,0,0,0,0,0.0752,0,1,0,0.8269,0.1731,0,80.4564,2.108,921.9044,99.6109,101.4634,178,239.7981,301.5117,3395.3074,-6.4535
FL_06,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40.78322778,-87.66849553,0,0,1,0,0,1,265948.21,794354.21,54.38,30569.49,1,1,0,0,0,1,0,418011.68,0,5,193,194,1.984,0.001295,0.0093,0.3126,0.0065,0.4924,0.2567,0.1777,0.0493,0.0497,4.5621,313.3932,0.9732,-51.9148,0.0114,0.7539,0.1993,0.0332,0.0061,0.2088,0,0,0.1721,0,0.0088,0.1169,0,0.6571,0.027,0.0119,0,0,0.4304,0.5696,0.33,0.5294,0.1406,1822.4856,0.211,948.5569,361.618,98.1588,164.7182,231.5125,294.2752,3175.0803,-7.7573
FL_07,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40.78903138,-87.74427223,0,0,1,0,0,1,302553.67,749745.42,54.38,30569.49,1,1,0,0,0,1,0,373402.89,0,5,204,374,2.669,0.00004285,0.0115,0.3103,0.3318,0.3926,0.1452,0.0877,0.0387,0.0299,9.2493,942,0.2368,-31.4711,0.0127,0.7508,0.2,0.0336,0.0081,0.2093,0,0,0.1738,0,0.0085,0.1133,0,0.646,0.0387,0.0116,0,0,0.4483,0.5517,0.3196,0.5127,0.1677,1881.7848,0.2129,949.685,376.14,98.1387,164.7182,231.5025,294.2752,3174.6465,-8.2054
DJF_04,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.7796558,-90.57273132,0.7023,0.2977,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,43871.36,0,3,11,12,1.584,0.00070397,0,0.2943,0,0.6209,0.2201,0.1532,0,0.0078,7.1595,107.9874,1.7867,-28.2129,0,0.8387,0.1177,0.0423,0.0387,0,0,0,0,0.9613,0,0,0,0,0,0,0,0,0.5439,0.4561,0.1659,0.6298,0.2043,87.3576,0.6993,926.6769,123.3784,103.1306,178,241,303.9914,3445.7258,-3.4739
DKKB_01,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,40.77066534,-89.11499288,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,741433.04,0,3,15,16,2.587,0.00108607,0.0014,0.1757,0.0009,0.603,0.1996,0.1909,0,0.0754,1.9566,111.7719,0.9278,-6.3427,0.0194,0.8847,0.0831,0.0118,0.0016,0,0,0,0,0.9984,0,0,0,0,0,0,0,0,1,0,0,0.5071,0.4929,132.0057,0.4697,935.3604,109.0571,103.0604,172.669,237.5343,302,3430.2744,-0.0955
DKKC_02,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40.77012015,-89.05794928,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,743847.71,0,2,5,19,1.315,0.00151257,0.0003,0.2638,0,0.6494,0.2071,0.1431,0.0004,0.0632,4.2714,114,1.1911,-9.5312,0.0202,0.8765,0.0936,0.0078,0.0059,0,0,0,0,0.9941,0,0,0,0,0,0,0,0,1,0,0,0.1624,0.8376,99.7263,0.2886,920.1624,96.4257,103.6263,173.1006,237.2153,301,3417.2112,-0.4082
DJH_01,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.77107546,-90.22209716,1,0,0,0,0,1,90832.07,0,135.2,0,1,0,0,0,1,1,87183.08,594530.04,0,4,51,52,1.166,0.00174218,0.017,0.2643,0,0.6819,0.1736,0.1418,0.0027,0,1.3581,115.7999,1.8078,-19.9987,0.0189,0.6069,0.1858,0.1833,0.1225,0,0,0,0,0.8563,0,0,0,0,0,0,0.0213,0,1,0,0.9401,0.0599,0,284.6358,1.8762,923.9227,99.6532,100.8925,175.4917,238.7631,303.26,3391.6165,-9.4585
DLF_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,40.7682742,-89.90583545,1,0,0,0,0,1,5135.89,0,17.14,0,1,0,0,0,0,1,0,149794.7,0,4,32,33,1.132,0.00172295,0.0089,0.2926,0,0.34,0.3047,0.3445,0.009,0.0642,0.9954,100,3.7776,-79.5515,0.0321,0.6895,0.1766,0.0895,0.0406,0,0,0,0,0.8055,0,0,0,0,0,0,0.06,0,1,0,0.5152,0.4848,0,154.2897,1.2246,941.4382,92.8026,100.3042,171.8908,237.121,299,3304.7317,-3.6455
O_34,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.8304806,-88.3675114,0,0,1,0,0,1,0,236917.51,0,51.71,0,1,0,0,0,1,0,367838.32,0,4,24,25,1.075,0.00018359,0.004,0.2471,0.0032,0.7116,0.1905,0.0947,0,0.0091,3.0519,153.7399,0.1899,-0.6219,0.0871,0.8143,0.0872,0.009,0,0,0,0,0,0.344,0,0,0,0.6249,0.0311,0,0,0,0.9199,0.0801,0,0,1,314.5905,0.1824,998.3615,135.6871,111.7421,179,241.7557,309.9956,3628.606,-2.5907
OQC_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2927703,-89.0205198,1,0,0,0,0,1,15113,333274.8,39.86,58.58,1,1,0,0,1,1,32592.71,426665.73,0,3,13,14,1.129,0.00103964,0.027,0.3574,0.0015,0.2556,0.3714,0.3704,0,0.0621,5.535,60,2.6922,-25.7886,0.0297,0.583,0.233,0.1497,0.1091,0.0673,0,0,0,0.8236,0.0673,0,0,0,0,0,0,0,1,0,0.664,0.3158,0.0202,107.3304,1.2802,1014.3041,43.2753,118.1298,186,245.5764,307.0655,3789.6021,-16.749
OQ_PS_D2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,39.2890113,-88.9982865,1,0,0,0,0,1,34248.33,332248.47,116.91,58.58,1,1,0,0,1,1,31655.03,425639.4,0,3,13,14,1.131,0.00192493,0.0491,0.2798,0,0.3133,0.4378,0.249,0,0.0581,1.7496,59.2963,2.7449,-17.3328,0.0365,0.6303,0.1925,0.1327,0.09,0.1197,0,0,0,0.6805,0.1197,0,0,0,0,0,0,0,1,0,0.3498,0.6501,0,107.0802,1.1419,1012.293,48.1755,118.0241,185.6949,245.4606,307.0976,3789.2454,-25.226
ORA_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2818614,-88.6992486,0.9907,0.0093,0,0,0,1,0,360839.68,0,58.58,0,1,0,0,0,1,0,454230.61,0,2,3,8,1.222,0.002182,0,0.3336,0.0002,0.6305,0.2521,0.1159,0,0.0018,15.3342,27.9851,1.0249,0.0121,0.0011,0.7688,0.1677,0.0618,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7624,0.2376,0,30.6801,0.5496,1000.2333,27.4239,118,184.8749,246.601,308.6145,3794.4514,0.0061
O_47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,39.2598681,-88.81602,1,0,0,0,0,1,106176.47,329487.17,14.9,58.58,1,1,0,0,1,1,110585.48,422878.09,0,6,400,401,1.174,0,0.1163,0.2063,0.0014,0.3474,0.2995,0.3517,0,0.011,3.762,78.0388,2.1923,-1.5646,0.0212,0.8031,0.11,0.0464,0.0446,0.0024,0,0,0,0.1282,0.0024,0.0021,0,0.7915,0.0132,0,0,0,0.9921,0.0079,0.1048,0.3036,0.5916,3175.9191,0.3564,994.9767,122.949,115.7496,179,244.5746,310,3757.6646,-3.8144
OR_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2376166,-88.7908378,1,0,0,0,0,1,0,331418.5,0,58.58,0,1,0,0,0,1,0,424809.42,0,4,27,28,1.153,0.00017794,0,0.2576,0,0.3588,0.2495,0.3918,0,0.0356,2.4786,77.3152,2.0236,-16.809,0.006,0.6727,0.1753,0.146,0.0538,0.0068,0,0,0,0.7266,0.0068,0,0,0.1795,0.0334,0,0,0,1,0,0.7119,0.2262,0.0618,201.5298,0.8307,995.9092,62.3189,118.1022,184,246.4904,309.759,3806.1265,-6.4756
OQA_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2351169,-88.9042342,1,0,0,0,0,1,0,284065.25,0,58.58,0,1,0,0,0,1,0,377456.18,0,3,15,16,1.146,0.00032412,0,0.3376,0,0.5369,0.3485,0.1147,0,0.038,5.6358,52.099,1.3772,-18.3486,0.0081,0.7174,0.2206,0.0539,0.1412,0.0672,0,0,0,0.7916,0.0672,0,0,0,0,0,0,0,1,0,0.3175,0.6825,0,96.8013,0.9305,1005.6385,48.0405,118.8342,185,247.1162,310,3808.2627,-17.9255
OO_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.21456,-89.1631416,0,0,1,0,0,1,53548.56,249176.39,14.19,58.58,1,1,0,0,0,1,0,342567.31,0,4,19,21,1.058,0.00156487,0,0.3564,0,0.1627,0.3636,0.4598,0,0.0592,2.0691,62,2.3828,-18.6411,0.0002,0.6374,0.2353,0.1248,0.0661,0.0977,0,0,0,0.8362,0.0977,0,0,0,0,0,0,0,1,0,0.1863,0.6245,0.1892,134.4159,1.0861,1010.9013,44.142,118.7935,185,246.1681,309.0039,3817.8008,-25.6991
OTH_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8291586,-88.6199568,0,0,1,0,0,1,0,118380.93,0,10633.65,0,1,0,0,0,1,0,225617.18,0,1,1,3,1.073,0.00074979,0,0.1904,0.0016,0.9496,0.0478,0.0002,0,0.0008,26.9856,114.0776,0.0288,-0.3306,0.0016,0.9496,0.0478,0.0002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,26.9856,0.0288,997.3799,114.0776,114.6657,181.1569,243.8735,306.6797,3733.7771,-0.3306
OQA_99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2095502,-88.9261599,1,0,0,0,0,1,0,271554.02,0,58.58,0,1,0,0,0,1,0,364944.95,0,3,22,25,1.177,0.00129722,0,0.3455,0,0.5267,0.2987,0.1741,0,0.0251,7.3557,46.3864,1.2157,-15.5828,0.0056,0.6831,0.2394,0.0713,0.1283,0.0674,0,0,0,0.8044,0.0674,0,0,0,0,0,0,0,1,0,0.3597,0.6403,0,139.1328,1.0129,1006.2368,45.567,118.9878,185,247.2296,310,3812.708,-17.8763
OZYA_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,40.0843411,-88.3297436,0,0,1,0,0,1,0,341284.28,0,51.71,0,1,0,0,0,1,0,472205.09,0,2,2,8,1.082,0.00104617,0.0109,0.0876,0.0502,0.7216,0.2065,0.0172,0,0.0145,1.9917,178,0.4392,-59.5038,0.5612,0.3525,0.05,0.0288,0,0,0,0,0,0.7606,0,0,0,0.0334,0.206,0,0,0,0.9998,0.0002,0,0,1,40.2777,0.3071,1001.7159,137.4365,109.2338,179.1898,240,300.7515,3534.1135,-17.4143
OQ_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,39.1826777,-88.9963416,0,1,0,0,0,1,75109.69,278117.68,39.86,58.58,1,1,0,0,1,1,86840.38,371508.6,0,4,39,40,1.331,0.00129566,0.0263,0.3182,0,0.255,0.2544,0.4907,0,0.1846,1.4967,60,2.4961,-17.7234,0.0225,0.5583,0.2409,0.1729,0.1292,0.0775,0,0,0,0.7561,0.0775,0,0,0,0,0,0,0,1,0,0.4287,0.5512,0.0201,316.5237,1.3877,1011.9263,45.6307,118.3856,185,246.0502,310.5731,3799.231,-17.8863
OZY_CH_D2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0912779,-88.3410602,0,0,1,0,0,1,0,341284.28,0,51.71,0,1,0,0,0,1,0,472205.09,0,3,6,8,1.092,0.00057267,0,0.3142,0.0223,0.9374,0.0397,0.0006,0,0,10.521,158.143,0.0954,-1.1419,0.0264,0.8334,0.1356,0.0044,0,0,0,0,0,0.2642,0,0,0,0.7078,0.0281,0,0,0,0.9063,0.0937,0,0,1,52.9506,0.2862,995.8218,158.8186,108.9931,179,240,300.8254,3530.3511,-0.3847
OIL_02,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,39.1443771,-89.515169,1,0,0,0,0,1,18362.84,0,97.13,0,1,0,0,0,1,1,17321.48,748053.33,0,4,35,36,1.203,0.00215191,0.1207,0.2493,0,0.4796,0.1963,0.3241,0,0.062,0.972,62,2.0991,-7.2231,0.0374,0.6943,0.1649,0.082,0.0879,0.0158,0,0,0,0.8963,0.0158,0,0,0,0,0,0,0,1,0,0.2501,0.6389,0.1111,261.1278,0.7124,1017.2141,52.4499,121.8247,185,249.7072,315,3928.3333,-4.0422
