"","COMID","A_ligamentina","A_confragosus","E_triquetra"
"3046",10608750,1,0,1
"3047",10608756,1,0,1
"3048",10608758,1,0,1
"3049",10608760,1,0,1
"3050",10608764,1,0,1
"3051",10608768,1,0,0
"3052",10608774,1,0,1
"3053",10608790,1,0,1
"3054",10608792,1,0,0
"3055",10608796,1,0,1
"3056",10608800,1,0,1
"3057",10608804,1,0,0
"3058",10608810,1,1,1
"3059",10608812,1,0,1
"3060",10608816,1,1,0
"3061",10608818,1,0,0
"3062",10608820,1,0,0
"3063",10608824,1,0,0
"3064",10608826,1,0,0
"3065",10608828,1,0,0
"3066",10608832,1,0,0
"3067",10608840,1,0,1
"3068",10608844,1,1,1
"3069",10608846,1,1,0
"3070",10608850,1,0,0
"3071",10608854,1,1,0
"3072",10608860,1,0,0
"3073",10608864,1,0,1
"3074",10608870,1,1,1
"3075",10608874,1,0,0
"3076",10608878,1,0,0
"3077",10608880,1,0,0
"3078",10608886,1,0,0
"3079",10608888,1,0,0
"3080",10608890,1,1,0
"3081",10608900,1,0,0
"3082",10608902,1,1,1
"3083",10608904,1,1,1
"3084",10608906,1,1,0
"3085",10608908,1,0,1
"3086",10608910,1,0,1
"3087",10608912,1,0,0
"3088",10608914,1,0,0
"3089",10608918,1,0,1
"3090",10608920,1,0,0
"3091",10608924,1,0,0
"3092",10609178,1,0,0
"3093",10609186,1,1,1
"3094",10609204,1,0,0
"3095",10609206,1,1,0
"3096",10609442,1,1,0
"3097",10609446,1,1,0
"3098",10609450,1,0,0
"3099",10609456,1,0,1
"3100",10609462,1,1,1
"3101",10609464,1,0,0
"3102",10609468,1,1,0
"3103",10609474,1,1,0
"3104",10609482,1,1,1
"3105",10609484,1,1,0
"3106",10609492,1,1,1
"3107",10609498,1,0,0
"3108",10609506,1,1,1
"3109",10609508,1,0,0
"3110",10609516,1,1,0
"3111",10609520,1,1,0
"3112",10609524,1,1,0
"3113",10609532,1,1,1
"3114",10609534,1,1,0
"3115",10609538,1,1,1
"3116",10609546,1,1,1
"3117",10609550,1,1,0
"3118",10609568,1,1,0
"3119",10614044,1,0,0
"3120",10614106,1,0,0
"3121",10614116,1,1,0
"3122",10614118,1,0,0
"3123",10614120,1,0,0
"3124",10966873,1,0,0
"3125",10966901,1,0,1
"3126",10966909,0,0,0
"3127",10966929,1,0,0
"3128",10966957,1,0,0
"3129",10966969,1,0,0
"3130",10966979,1,0,0
"3131",10966987,1,0,1
"3132",10967003,1,0,0
"3133",10967039,1,0,1
"3134",10967045,1,0,1
"3135",10967087,1,0,0
"3136",10967097,1,0,1
"3137",10967103,1,0,1
"3138",10967113,1,0,0
"3139",10967115,1,0,0
"3140",10967121,1,0,1
"3141",10967141,1,0,1
"3142",10967145,1,0,1
"3143",10967193,1,0,1
"3144",10967211,1,0,1
"3145",10967213,1,0,1
"3146",10967217,0,0,0
"3147",10967309,1,0,1
"3148",10967327,1,0,1
"3149",10967363,1,0,1
"3150",10967367,1,0,1
"3151",10967369,1,0,1
"3152",10967441,1,0,1
"3153",10967489,1,0,1
"3154",10967557,1,0,1
"3155",10967615,1,0,1
"3156",10967623,1,0,1
"3157",10967663,0,0,0
"3158",10967677,1,0,0
"3159",10967703,1,0,0
"3160",10967707,0,0,0
"3161",10967709,1,0,1
"3162",10967731,1,0,1
"3163",10967767,1,0,1
"3164",10967803,1,0,0
"3165",10967821,1,0,0
"3166",10967825,1,0,0
"3167",10967827,1,0,0
"3168",10967841,1,0,1
"3169",10967953,1,0,1
"3170",10967957,1,0,0
"3171",10968671,1,0,1
"3172",10968683,1,0,1
"3173",10968687,1,0,1
"3174",10968689,1,0,1
"3175",10968691,1,0,1
"3176",10968697,1,0,1
"3177",10968705,1,0,1
"3178",10968707,1,0,1
"3179",10968709,1,0,1
"3180",10968719,1,0,1
"3181",10968721,1,0,1
"3182",10968725,1,0,1
"3183",10968727,1,0,1
"3184",10968801,0,0,1
"3185",10968803,0,0,1
"3186",10968807,1,0,1
"3187",10968817,1,0,0
"3188",10968839,1,0,0
"3189",10968859,1,0,0
"3190",10968871,0,0,0
"3191",10968873,0,0,0
"3192",10968891,0,0,0
"3193",10968903,0,0,0
"3194",10968911,0,0,0
"3195",10968927,0,0,0
"3196",10968961,0,0,0
"3197",10968983,0,0,0
"3198",10969177,1,0,1
"3199",10969179,1,0,1
"3200",10969183,1,0,0
"3201",10969205,0,0,0
"3202",10969267,1,0,0
"3203",10969279,1,0,1
"3204",10969489,1,0,1
"3205",10969491,1,0,1
"3206",10969497,1,0,1
"3207",10969503,1,0,1
"3208",10969519,1,0,1
"3209",10969525,1,0,1
"3210",10969529,1,0,0
"3211",10969535,1,0,1
"3212",10969541,1,0,1
"3213",10969545,1,0,1
"3214",10969547,1,0,1
"3215",10969551,1,0,1
"3216",10969553,1,1,1
"3217",10969559,1,0,1
"3218",10969561,1,0,1
"3219",10969563,1,0,1
"3220",10969565,1,1,1
"3221",10969579,1,0,1
"3222",10969587,1,1,1
"3223",10969589,1,0,0
"3224",10969593,1,0,1
"3225",10969599,1,0,1
"3226",10969617,0,0,0
"3227",10969679,0,0,0
"3228",10969711,0,0,0
"3229",10969725,0,0,0
"3230",10969733,0,0,0
"3231",10969735,0,0,0
"3232",10969777,0,0,0
"3233",10969789,0,0,0
"3234",10969819,0,0,0
"3235",10969823,0,0,0
"3236",10969829,0,0,0
"3237",10969853,0,0,0
"3238",10969859,0,0,0
"3239",10969867,0,0,0
"3240",10969961,0,0,0
"3241",10969983,0,0,0
"3242",10972097,1,0,0
"3243",11866428,0,0,0
"3244",11866502,0,0,0
"3245",11866622,0,0,0
"3246",11866768,0,0,0
"3247",11866770,0,0,0
"3248",11868136,0,0,0
"3249",11868148,0,0,0
"3250",11868198,0,0,0
"3251",11868214,0,0,0
"3252",11868240,0,0,0
"3253",11868334,0,0,0
"3254",11868366,0,0,0
"3255",11868368,0,0,0
"3256",11868452,0,0,0
"3257",11868456,0,0,0
"3258",11868460,0,0,0
"3259",11868464,0,0,0
"3260",11868468,0,1,0
"3261",11868482,0,1,0
"3262",11868490,0,0,0
"3263",11868492,0,0,0
"3264",11868494,0,0,0
"3265",11868498,0,0,0
"3266",11868500,0,0,0
"3267",11868504,0,0,0
"3268",11868528,0,0,0
"3269",11868596,0,1,0
"3270",11868600,0,0,0
"3271",11868694,0,1,0
"3272",11868846,0,0,0
"3273",11868906,0,1,0
"3274",11868910,0,1,0
"3275",11868912,0,0,0
"3276",11868960,0,1,0
"3277",11869054,0,1,0
"3278",11869098,0,1,0
"3279",11869106,0,1,0
"3280",11869114,0,1,0
"3281",11869128,0,1,0
"3282",11869132,0,1,0
"3283",11869160,0,1,0
"3284",11869162,0,1,0
"3285",11869182,0,1,0
"3286",11869184,0,1,0
"3287",11869188,0,0,0
"3288",11869234,0,1,0
"3289",11869260,0,1,0
"3290",11869296,0,1,0
"3291",11869304,0,0,0
"3292",11869310,0,0,0
"3293",11869344,0,0,0
"3294",11869498,1,1,0
"3295",11869892,0,0,0
"3296",11869900,0,1,0
"3297",11870080,0,0,0
"3298",11870086,0,0,0
"3299",11870088,0,0,0
"3300",11870092,0,0,0
"3301",11870094,0,0,0
"3302",11870120,0,0,0
"3303",11870174,0,0,0
"3304",11870182,0,0,0
"3305",11870184,0,0,0
"3306",11870186,0,0,0
"3307",11870278,0,0,0
"3308",13298544,1,1,0
"3309",13298560,1,0,0
"3310",13298636,1,0,0
"3311",13298638,1,0,0
"3312",13298640,1,0,0
"3313",13298644,1,0,0
"3314",13298646,1,0,0
"3315",13298648,1,0,0
"3316",13298650,1,1,1
"3317",13298652,0,0,0
"3318",13298654,1,0,0
"3319",13298658,1,0,0
"3320",13298660,1,0,0
"3321",13357428,0,0,0
"3322",13357434,0,0,0
"3323",13357456,0,0,0
"3324",13357462,0,0,0
"3325",13357470,0,0,0
"3326",13357880,0,0,0
"3327",13357882,0,0,0
"3328",13357886,0,0,0
"3329",13357900,0,0,0
"3330",13357908,0,0,0
"3331",13357912,1,0,0
"3332",13357916,0,0,0
"3333",13357920,0,0,0
"3334",13357922,0,0,0
"3335",13358420,0,0,0
"3336",13358462,0,0,0
"3337",13358530,0,0,0
"3338",13358532,0,0,0
"3339",13358544,0,0,0
"3340",13358562,0,0,0
"3341",13358572,0,0,0
"3342",13358592,0,0,0
"3343",13358602,0,0,0
"3344",13358626,0,0,0
"3345",13358638,0,0,0
"3346",13358718,0,0,0
"3347",13358726,0,0,0
"3348",13358734,0,0,0
"3349",13358768,0,0,0
"3350",13358800,1,0,0
"3351",13358804,0,0,0
"3352",13358848,1,0,0
"3353",13358868,0,0,0
"3354",13358874,0,0,0
"3355",13358892,0,0,0
"3356",13358968,0,0,0
"3357",13358980,1,0,0
"3358",13359038,1,0,0
"3359",13359040,0,0,0
"3360",13359066,0,0,0
"3361",13359094,1,0,0
"3362",13359138,1,0,0
"3363",13359188,0,0,0
"3364",13359262,1,0,0
"3365",13359318,1,0,0
"3366",13359340,0,0,0
"3367",13359472,1,0,0
"3368",13359516,0,0,0
"3369",13359556,0,0,0
"3370",13359562,0,0,0
"3371",13359566,0,0,0
"3372",13359618,0,0,0
"3373",13359680,1,0,0
"3374",13359716,0,0,0
"3375",13359740,0,0,0
"3376",13359788,0,0,0
"3377",13359806,0,0,0
"3378",13359838,0,0,0
"3379",13359864,1,0,0
"3380",13359874,0,0,0
"3381",13359902,0,0,0
"3382",13360010,0,0,0
"3383",13360048,0,0,0
"3384",13360058,0,0,0
"3385",13360118,0,0,0
"3386",13360150,0,0,0
"3387",13360162,0,0,0
"3388",13360204,0,0,0
"3389",13360216,0,0,0
"3390",13360334,1,1,0
"3391",13360416,0,0,0
"3392",13360428,1,0,0
"3393",13360472,0,0,0
"3394",13360488,0,0,0
"3395",13360492,0,0,0
"3396",13360502,0,0,0
"3397",13360518,1,0,0
"3398",13360538,0,0,0
"3399",13360556,0,0,0
"3400",13360558,0,0,0
"3401",13360568,0,0,0
"3402",13360630,0,0,0
"3403",13360662,1,0,0
"3404",13360706,0,0,0
"3405",13360714,0,0,0
"3406",13360720,0,0,0
"3407",13360740,0,0,0
"3408",13360770,0,0,0
"3409",13360776,0,0,0
"3410",13360794,0,0,0
"3411",13360802,0,0,0
"3412",13360828,0,0,0
"3413",13360834,0,0,0
"3414",13360844,1,0,0
"3415",13360850,0,0,0
"3416",13360852,1,0,0
"3417",13360854,0,0,0
"3418",13360858,0,0,0
"3419",13360870,1,0,0
"3420",13360884,0,0,0
"3421",13360890,1,0,0
"3422",13360898,0,0,0
"3423",13360900,0,0,0
"3424",13360902,0,0,0
"3425",13360908,0,0,0
"3426",13360910,0,0,0
"3427",13360918,0,0,0
"3428",13360924,0,0,0
"3429",13360978,0,0,0
"3430",13360982,0,0,0
"3431",13360984,1,0,0
"3432",13360986,0,0,0
"3433",13361008,0,0,0
"3434",13361020,1,0,0
"3435",13361022,1,0,0
"3436",13361038,1,0,0
"3437",13361046,0,0,0
"3438",13361060,0,0,0
"3439",13361122,1,0,0
"3440",13361156,1,0,0
"3441",13361196,1,0,0
"3442",13361218,1,0,0
"3443",13361220,1,0,0
"3444",13361438,0,0,0
"3445",13361468,0,0,0
"3446",13361516,1,1,0
"3447",13361546,1,1,1
"3448",13361564,0,0,0
"3449",13361566,0,0,0
"3450",13361592,1,1,0
"3451",13361644,1,1,0
"3452",13361646,1,0,0
"3453",13361648,1,1,1
"3454",13361650,1,1,0
"3455",13361656,1,1,0
"3456",13361664,1,1,0
"3457",13361674,1,1,0
"3458",13361676,1,0,0
"3459",13361682,1,1,0
"3460",13361710,1,1,1
"3461",13361712,1,1,0
"3462",13361752,1,1,0
"3463",13361772,1,1,0
"3464",13361774,1,1,0
"3465",13361780,1,1,0
"3466",13361782,1,1,1
"3467",13361784,1,1,1
"3468",13361790,1,1,1
"3469",13361792,1,1,0
"3470",13361794,1,1,0
"3471",13361804,1,1,0
"3472",13361822,1,1,0
"3473",13361830,1,1,1
"3474",13361832,1,1,0
"3475",13361836,1,1,0
"3476",13361838,0,1,0
"3477",13361840,0,1,0
"3478",13361842,1,1,1
"3479",13361854,1,1,1
"3480",13361862,1,1,0
"3481",13361864,1,1,1
"3482",13361866,1,1,1
"3483",13361902,1,0,0
"3484",13361916,0,0,0
"3485",13361934,0,0,0
"3486",13362344,1,1,1
"3487",13366128,1,0,0
"3488",13366134,1,1,1
"3489",13366192,1,1,1
"3490",13375513,1,0,0
"3491",13411212,1,0,0
"3492",13411244,0,0,0
"3493",13413102,1,0,0
"3494",13413106,1,0,0
"3495",13413110,0,0,0
"3496",13413114,1,0,0
"3497",13413116,1,0,0
"3498",13413122,0,0,0
"3499",13413140,0,0,0
"3500",13413156,0,0,0
"3501",13413170,1,0,0
"3502",13413180,0,0,0
"3503",13413202,0,0,0
"3504",13413242,0,0,0
"3505",13413258,1,0,0
"3506",13413272,1,0,0
"3507",13413280,0,0,0
"3508",13413290,0,0,0
"3509",13413298,1,0,1
"3510",13413326,0,0,0
"3511",13413336,0,0,0
"3512",13413342,1,0,0
"3513",13413350,1,0,1
"3514",13413358,0,0,0
"3515",13413364,0,0,0
"3516",13413370,1,0,1
"3517",13413386,1,0,1
"3518",13413394,1,0,0
"3519",13413414,1,0,1
"3520",13413438,1,0,1
"3521",13413458,1,0,1
"3522",13413466,1,0,0
"3523",13413548,1,0,1
"3524",13413578,1,0,1
"3525",13413592,1,0,0
"3526",13413614,1,0,1
"3527",13413616,1,0,0
"3528",13413626,1,0,1
"3529",13413656,1,0,1
"3530",13413666,1,0,1
"3531",13413672,1,0,0
"3532",13413688,1,0,0
"3533",13413698,1,0,1
"3534",13413728,1,0,1
"3535",13413804,1,0,1
"3536",13413806,1,0,1
"3537",13413820,1,0,1
"3538",13413834,1,0,1
"3539",13413848,1,0,0
"3540",13413850,1,0,1
"3541",13413888,1,0,0
"3542",13413954,1,0,1
"3543",13413992,1,0,0
"3544",13414000,1,0,1
"3545",13414004,1,0,1
"3546",13414012,1,0,1
"3547",13414018,1,0,1
"3548",13414024,1,0,1
"3549",13414026,1,0,0
"3550",13414028,1,0,1
"3551",13414030,1,0,1
"3552",13414036,1,0,1
"3553",13414054,1,0,0
"3554",13414064,1,0,1
"3555",13414092,1,0,1
"3556",13414096,1,0,1
"3557",13414106,0,0,0
"3558",13414110,1,0,0
"3559",13414116,1,0,0
"3560",13414118,1,0,0
"3561",13414120,1,0,0
"3562",13414122,0,0,0
"3563",13414124,1,0,1
"3564",13414126,1,0,1
"3565",13414128,1,0,1
"3566",13414134,1,0,1
"3567",13414136,1,0,1
"3568",13414140,1,0,1
"3569",13414144,0,0,0
"3570",13414150,0,0,0
"3571",13414158,0,0,0
"3572",13414162,1,0,1
"3573",13414170,0,0,0
"3574",13414178,1,0,1
"3575",13414186,0,0,0
"3576",13414190,1,0,1
"3577",13414196,1,0,0
"3578",13414198,1,0,1
"3579",13414208,0,0,0
"3580",13414210,1,0,0
"3581",13414214,0,0,0
"3582",13414220,1,0,0
"3583",13414234,0,0,0
"3584",13414236,1,0,0
"3585",13414280,0,0,0
"3586",13414454,1,0,1
"3587",13414470,1,0,1
"3588",13414478,1,0,1
"3589",13414482,1,0,1
"3590",13414486,1,0,1
"3591",13414492,1,0,1
"3592",13414496,1,0,1
"3593",13414498,1,0,1
"3594",13414506,1,0,0
"3595",13414508,1,0,1
"3596",13414510,1,0,1
"3597",13414512,0,0,0
"3598",13414514,0,0,0
"3599",13414560,1,0,1
"3600",13414564,1,0,1
"3601",13414572,1,0,1
"3602",13414574,0,0,0
"3603",13414576,1,0,1
"3604",13414578,1,0,1
"3605",13418856,1,0,1
"3606",13418866,1,0,0
"3607",13426433,1,0,0
"3608",13426481,1,0,0
"3609",13426495,1,0,0
"3610",13426499,0,0,0
"3611",13426509,1,0,1
"3612",13426527,1,0,0
"3613",13426535,1,0,1
"3614",13426615,1,0,1
"3615",13426617,1,0,1
"3616",13426619,1,0,1
"3617",13426629,1,0,1
"3618",13426631,1,0,0
"3619",13426645,1,0,0
"3620",13436775,1,0,0
"3621",13436777,1,0,0
"3622",13436809,1,0,0
"3623",13436837,1,0,0
"3624",13436891,1,1,1
"3625",13436893,1,0,0
"3626",13436903,1,1,0
"3627",13436905,1,0,0
"3628",13436907,1,1,1
"3629",13436927,1,0,0
"3630",13436933,1,0,0
"3631",13436939,1,0,0
"3632",13436959,1,0,0
"3633",13436973,1,1,0
"3634",13437039,1,0,0
"3635",13437091,1,0,0
"3636",13437429,1,0,0
"3637",13437459,1,0,0
"3638",13438145,1,0,0
"3639",13438147,1,0,0
"3640",13438151,1,0,0
"3641",13438153,1,0,0
"3642",13438161,1,0,0
"3643",13438163,1,0,0
"3644",13438167,1,0,0
"3645",13438169,1,0,0
"3646",13438171,0,0,0
"3647",13438175,1,0,0
"3648",13438179,1,0,0
"3649",13438181,1,0,0
"3650",13438187,1,0,0
"3651",13438191,1,0,0
"3652",13438193,1,0,0
"3653",13438197,1,0,0
"3654",13438201,1,1,1
"3655",13438205,1,0,0
"3656",13438209,1,0,0
"3657",13438213,1,0,0
"3658",13438215,1,0,0
"3659",13438223,1,0,0
"3660",13438225,1,0,0
"3661",13438229,1,0,0
"3662",13438231,1,0,0
"3663",13438235,1,0,0
"3664",13438239,1,0,0
"3665",13438247,1,0,0
"3666",13438249,1,0,1
"3667",13438251,1,0,0
"3668",13438255,1,0,1
"3669",13438257,1,0,0
"3670",13438271,1,0,0
"3671",13438273,1,0,0
"3672",13438279,1,0,0
"3673",13438285,1,0,0
"3674",13438287,1,0,0
"3675",13438291,1,0,0
"3676",13438293,1,0,0
"3677",13438297,1,0,0
"3678",13438301,1,0,0
"3679",13438305,1,0,0
"3680",13438309,1,1,1
"3681",13438311,1,0,1
"3682",13438351,0,0,0
"3683",13438353,1,0,0
"3684",13438361,1,0,0
"3685",13438367,1,1,1
"3686",13438369,1,0,0
"3687",13438377,1,0,0
"3688",13438385,1,0,0
"3689",13438389,1,1,1
"3690",13438391,1,0,0
"3691",13438795,1,1,0
"3692",13438841,1,1,0
"3693",13438847,1,0,0
"3694",13438853,1,0,0
"3695",13438859,1,0,0
"3696",13438903,1,0,0
"3697",13438919,1,0,0
"3698",13438929,1,0,0
"3699",13438935,1,0,0
"3700",13438937,1,0,0
"3701",13438939,1,0,0
"3702",13438949,1,0,0
"3703",13438955,1,0,0
"3704",13438969,1,0,0
"3705",13438977,1,0,0
"3706",13438985,1,0,0
"3707",13438987,1,0,0
"3708",13439005,1,0,0
"3709",13439007,1,0,0
"3710",13439009,1,0,0
"3711",13439021,1,0,0
"3712",13439029,1,0,0
"3713",13439057,1,0,0
"3714",13439059,0,0,0
"3715",13439071,0,0,0
"3716",13439081,0,0,0
"3717",13439177,1,0,0
"3718",13439179,1,0,0
"3719",13439191,1,0,1
"3720",13439193,1,0,1
"3721",13439197,1,1,1
"3722",13439201,1,0,0
"3723",13439203,1,1,0
"3724",13439205,1,0,0
"3725",13439211,1,0,0
"3726",13439213,1,0,0
"3727",13439215,1,0,0
"3728",13439217,1,0,0
"3729",13439219,1,0,0
"3730",13439221,1,0,0
"3731",13439223,1,0,0
"3732",13439225,1,0,0
"3733",13439227,1,1,0
"3734",13439233,1,1,1
"3735",13439237,1,0,0
"3736",13439239,0,0,0
"3737",13439241,1,0,0
"3738",13439243,1,0,0
"3739",13439251,1,0,0
"3740",13439253,1,0,0
"3741",13439255,1,0,0
"3742",13439259,1,0,0
"3743",13439261,1,0,0
"3744",13439263,1,0,0
"3745",13439267,1,0,0
"3746",13439269,1,0,0
"3747",13439279,1,0,0
"3748",13439281,1,0,0
"3749",13439289,1,0,0
"3750",13439305,1,1,0
"3751",13439311,1,1,1
"3752",13439327,1,0,0
"3753",13445169,1,0,0
"3754",13451464,0,0,0
"3755",13451546,0,0,0
"3756",13451622,1,0,0
"3757",13451632,0,0,0
"3758",13451652,0,0,0
"3759",13451656,0,0,0
"3760",13451660,1,0,0
"3761",13451664,1,0,0
"3762",13451668,1,0,0
"3763",13451672,1,0,0
"3764",13451676,1,0,0
"3765",13451680,1,0,0
"3766",13451682,1,0,0
"3767",13451716,1,0,0
"3768",13451870,1,0,0
"3769",13451876,1,0,1
"3770",13451882,1,0,1
"3771",13451884,1,0,0
"3772",13451890,1,0,0
"3773",13451894,1,1,1
"3774",13451898,1,0,0
"3775",13451900,1,0,0
"3776",13451902,1,0,1
"3777",13452754,1,0,0
"3778",13452838,1,0,0
"3779",13452844,1,0,0
"3780",13452850,1,0,0
"3781",13452852,1,0,0
"3782",13452862,1,0,0
"3783",13452864,1,1,0
"3784",13452878,1,0,0
"3785",13452912,1,0,0
"3786",13452916,1,0,0
"3787",13452928,1,0,0
"3788",13453144,1,0,0
"3789",13453430,1,0,0
"3790",13453438,1,0,1
"3791",13453440,1,0,1
"3792",13453482,1,0,1
"3793",13453486,1,0,1
"3794",13453512,1,0,1
"3795",13453516,1,0,1
"3796",13453518,1,0,0
"3797",13453520,1,0,1
"3798",13453530,1,0,1
"3799",13453538,1,0,1
"3800",13453566,1,0,1
"3801",13453572,1,0,1
"3802",13453586,1,0,1
"3803",13453590,1,0,1
"3804",13453608,1,0,1
"3805",13453626,1,1,1
"3806",13453676,1,0,1
"3807",13453742,1,0,1
"3808",13453744,1,0,0
"3809",13453750,1,0,1
"3810",13453756,1,0,1
"3811",13453762,1,0,0
"3812",13453784,1,0,1
"3813",13453806,1,0,1
"3814",13453818,1,0,1
"3815",13453820,1,0,0
"3816",13453842,0,0,0
"3817",13453852,1,0,0
"3818",13453854,1,0,0
"3819",13453856,0,0,0
"3820",13453862,1,0,0
"3821",13453876,1,0,0
"3822",13453930,1,0,1
"3823",13453962,1,0,0
"3824",13453986,1,0,0
"3825",13454024,1,0,1
"3826",13454034,1,0,0
"3827",13454066,1,0,0
"3828",13454068,1,1,0
"3829",13454070,1,0,0
"3830",13454084,1,0,0
"3831",13454088,1,0,1
"3832",13454102,1,0,0
"3833",13454104,1,0,0
"3834",13454108,1,0,0
"3835",13454114,1,0,0
"3836",13454124,1,1,1
"3837",13454126,1,0,1
"3838",13454166,1,0,1
"3839",13454168,1,0,0
"3840",13454178,1,0,1
"3841",13454180,1,0,1
"3842",13454196,1,0,1
"3843",13454198,1,0,1
"3844",13454200,1,0,1
"3845",13454238,1,0,0
"3846",13454240,1,0,0
"3847",13454244,1,0,0
"3848",13454274,1,0,1
"3849",13454302,1,0,0
"3850",13454428,1,0,0
"3851",13454484,1,0,1
"3852",13454492,1,0,1
"3853",13454494,1,0,1
"3854",13454502,1,0,1
"3855",13454580,1,0,1
"3856",13454596,1,0,0
"3857",13454604,1,0,0
"3858",13454614,1,0,0
"3859",13454616,1,0,0
"3860",13454620,1,0,1
"3861",13454622,1,0,1
"3862",13454624,0,0,0
"3863",13454626,1,0,1
"3864",13454630,1,0,1
"3865",13454632,1,0,1
"3866",13454636,1,0,1
"3867",13454640,1,0,1
"3868",13454644,1,0,1
"3869",13454656,1,0,1
"3870",13454658,1,0,1
"3871",13454660,1,0,0
"3872",13454662,1,0,1
"3873",13454672,1,0,0
"3874",13454698,1,0,1
"3875",13454706,1,0,1
"3876",13454710,1,0,1
"3877",13454712,0,0,0
"3878",13454714,1,0,1
"3879",13454718,1,0,1
"3880",13454724,1,0,1
"3881",13454732,1,0,1
"3882",13455304,1,0,1
"3883",13455344,1,0,0
"3884",13459058,1,0,0
"3885",13459060,1,0,1
"3886",13463755,1,1,0
"3887",13463911,1,1,0
"3888",13463917,1,1,0
"3889",13463955,1,1,0
"3890",13463963,1,1,0
"3891",13463975,1,1,0
"3892",13463977,1,1,0
"3893",13464003,1,0,1
"3894",13464005,1,0,0
"3895",13464013,0,0,0
"3896",13464015,0,0,1
"3897",13551703,0,0,0
"3898",13551743,0,0,0
"3899",13551749,0,0,0
"3900",13551781,0,0,0
"3901",13551795,0,0,0
"3902",13551807,0,0,0
"3903",13551809,1,0,1
"3904",13551811,1,0,1
"3905",13551819,0,0,0
"3906",13551821,1,0,0
"3907",13551867,1,0,0
"3908",13551871,0,0,0
"3909",13551885,1,0,0
"3910",13551905,0,0,0
"3911",13551907,0,0,0
"3912",13551925,0,0,0
"3913",13551927,0,0,0
"3914",13551935,0,0,0
"3915",13551941,1,0,1
"3916",13551945,0,0,0
"3917",13551957,0,0,0
"3918",13551963,0,0,0
"3919",13551975,0,0,0
"3920",13552001,0,0,1
"3921",13552031,0,0,0
"3922",13552039,0,0,0
"3923",13552053,0,0,0
"3924",13552057,0,0,0
"3925",13552061,0,0,0
"3926",13552065,0,0,0
"3927",13552067,0,0,0
"3928",13552069,0,0,0
"3929",13552073,0,0,0
"3930",13552083,0,0,0
"3931",13552085,0,0,0
"3932",13552087,1,0,0
"3933",13552089,0,0,0
"3934",13552091,0,0,0
"3935",13552093,0,0,0
"3936",13552095,0,0,0
"3937",13552097,1,0,1
"3938",13552169,1,0,1
"3939",13552171,1,0,1
"3940",13552177,1,1,1
"3941",13552185,1,0,0
"3942",13552189,1,1,0
"3943",13552191,1,1,1
"3944",13552193,1,1,1
"3945",13552243,1,0,0
"3946",13552263,0,0,1
"3947",13552283,1,0,0
"3948",13552291,1,0,1
"3949",13552293,0,0,0
"3950",13552299,1,0,1
"3951",13552313,1,0,1
"3952",13553031,1,0,0
"3953",13553033,1,0,0
"3954",13553051,1,0,0
"3955",13553053,0,0,0
"3956",13553061,1,0,0
"3957",13553083,1,0,1
"3958",13553095,1,0,0
"3959",13553111,1,0,0
"3960",13553121,1,0,0
"3961",13553127,1,0,0
"3962",13553135,1,0,0
"3963",13553155,0,0,1
"3964",13553157,1,0,0
"3965",13553173,1,0,0
"3966",13553181,1,0,0
"3967",13553187,1,0,1
"3968",13553195,0,0,1
"3969",13553199,1,0,0
"3970",13553209,1,0,0
"3971",13553215,1,0,0
"3972",13553225,1,1,1
"3973",13553231,1,0,0
"3974",13553243,1,0,0
"3975",13553251,1,0,1
"3976",13553257,1,0,1
"3977",13553269,0,0,1
"3978",13553273,0,0,0
"3979",13553289,1,0,0
"3980",13553291,0,0,1
"3981",13553327,1,0,1
"3982",13553331,0,0,0
"3983",13553335,1,0,1
"3984",13553355,1,0,1
"3985",13553403,0,0,0
"3986",13553419,1,0,1
"3987",13553421,1,0,1
"3988",13553455,1,1,1
"3989",13553457,0,0,0
"3990",13553459,1,0,1
"3991",13553467,1,0,1
"3992",13553501,0,0,1
"3993",13553517,1,0,1
"3994",13553523,1,0,1
"3995",13553527,1,0,1
"3996",13553537,1,0,1
"3997",13553539,1,0,1
"3998",13553543,1,0,0
"3999",13553545,1,0,1
"4000",13553553,0,0,0
"4001",13553583,1,0,1
"4002",13553589,1,0,1
"4003",13553593,0,0,1
"4004",13553599,1,0,1
"4005",13553615,0,0,0
"4006",13553617,1,0,1
"4007",13553623,1,0,1
"4008",13553635,0,0,1
"4009",13553641,1,0,1
"4010",13553643,1,0,0
"4011",13553647,1,0,1
"4012",13553657,1,0,1
"4013",13553659,0,0,0
"4014",13553661,1,0,1
"4015",13553665,1,0,1
"4016",13553667,1,0,1
"4017",13553685,1,0,1
"4018",13553687,1,0,0
"4019",13553691,1,1,1
"4020",13553715,0,0,0
"4021",13553727,0,0,0
"4022",13553741,1,0,1
"4023",13553759,1,0,1
"4024",13553775,1,0,0
"4025",13553777,1,0,1
"4026",13553781,1,0,1
"4027",13553783,1,0,1
"4028",13553787,1,0,1
"4029",13553801,1,0,1
"4030",13553805,1,0,1
"4031",13553843,1,0,1
"4032",13553899,1,0,1
"4033",13553901,1,0,1
"4034",13553911,1,0,1
"4035",13553915,1,0,1
"4036",13553921,1,0,0
"4037",13553923,1,0,0
"4038",13553925,1,0,0
"4039",13553927,1,0,0
"4040",13553931,1,0,1
"4041",13553933,1,0,1
"4042",13553937,0,0,0
