"","COMID","A_ligamentina","A_confragosus","E_triquetra"
"1052",5092686,1,0,0
"1053",5092694,1,0,0
"1054",5092702,1,0,0
"1055",5092704,1,0,0
"1056",5092706,1,0,0
"1057",5092712,1,0,0
"1058",5093440,1,0,0
"1059",5096766,0,0,0
"1060",5096814,1,0,0
"1061",5247606,0,1,0
"1062",5247614,0,0,0
"1063",5247616,1,1,0
"1064",5247618,1,1,0
"1065",5247620,0,0,0
"1066",5247622,0,0,0
"1067",5247662,1,1,0
"1068",5247674,0,0,0
"1069",5247698,1,1,0
"1070",5247724,0,1,0
"1071",5247848,1,1,0
"1072",5247858,0,0,0
"1073",5247860,1,0,0
"1074",5247870,0,0,0
"1075",5247890,0,0,0
"1076",5247900,0,0,0
"1077",5247904,0,0,0
"1078",5247932,0,0,0
"1079",5247936,0,0,0
"1080",5247970,0,0,0
"1081",5247982,1,0,0
"1082",5247994,1,0,0
"1083",5248028,1,1,0
"1084",5248050,1,1,0
"1085",5248056,1,0,0
"1086",5248064,1,1,0
"1087",5248138,0,0,0
"1088",5248166,1,1,0
"1089",5248182,0,1,0
"1090",5248236,0,0,0
"1091",5248262,1,1,0
"1092",5249148,1,0,0
"1093",5801236,0,0,0
"1094",5801282,0,0,0
"1095",5801294,0,0,0
"1096",5801316,0,0,0
"1097",5801350,0,0,0
"1098",5801456,0,0,0
"1099",5801460,0,0,0
"1100",5801468,0,0,0
"1101",5801512,0,0,0
"1102",5801536,0,0,0
"1103",5801548,0,0,0
"1104",5801608,0,0,0
"1105",5801620,0,0,0
"1106",5801706,0,0,0
"1107",5801732,1,0,0
"1108",5801794,1,0,0
"1109",5801894,0,0,0
"1110",5801988,0,0,0
"1111",5802058,0,0,0
"1112",5802090,0,1,0
"1113",5802110,0,0,0
"1114",5802160,0,0,0
"1115",5802170,0,0,0
"1116",5802184,0,0,0
"1117",5802188,0,0,0
"1118",5802194,0,0,0
"1119",5802216,1,1,0
"1120",5802222,0,0,0
"1121",5802230,0,0,0
"1122",5802236,0,0,0
"1123",5802242,0,0,0
"1124",5802252,0,0,0
"1125",5802266,0,0,0
"1126",5802278,0,0,0
"1127",5802290,0,0,0
"1128",5802294,0,0,0
"1129",5802304,0,0,0
"1130",5802314,0,1,0
"1131",5802330,0,0,0
"1132",5802400,0,0,0
"1133",5802424,0,0,0
"1134",5802436,0,0,0
"1135",5802570,0,0,0
"1136",5802582,0,0,0
"1137",5802584,0,0,0
"1138",5802624,0,0,0
"1139",5802672,0,0,0
"1140",5802700,0,0,0
"1141",5802810,0,0,0
"1142",5802836,0,0,0
"1143",5802852,0,0,0
"1144",5802932,0,0,0
"1145",5802942,0,0,0
"1146",5802944,1,0,0
"1147",5802950,0,0,0
"1148",5802960,0,1,0
"1149",5802988,0,1,0
"1150",5802992,0,1,0
"1151",5802996,1,1,0
"1152",5803002,1,1,0
"1153",5803006,1,1,0
"1154",5803014,1,1,0
"1155",5803072,0,1,0
"1156",5803080,1,1,0
"1157",5803082,1,1,0
"1158",5803090,1,0,0
"1159",5803092,0,1,0
"1160",5803094,0,1,0
"1161",5803098,0,1,0
"1162",5803100,0,0,0
"1163",5803102,1,1,0
"1164",5803108,0,1,0
"1165",5803128,1,1,0
"1166",5803144,1,1,0
"1167",5803150,1,1,0
"1168",5803152,1,1,0
"1169",5803256,0,1,0
"1170",5803272,1,1,0
"1171",5803286,0,1,0
"1172",5803288,1,1,0
"1173",5803312,0,1,0
"1174",5803314,1,1,0
"1175",5803328,1,1,0
"1176",5803330,1,0,0
"1177",5803344,1,1,0
"1178",5803348,0,0,0
"1179",5803350,0,0,0
"1180",5803352,1,1,0
"1181",5803354,1,1,0
"1182",5803356,0,0,0
"1183",5803358,0,0,0
"1184",5803362,1,1,0
"1185",5803364,0,0,0
"1186",5803366,1,1,0
"1187",5803368,0,0,0
"1188",5803372,1,0,0
"1189",5803374,1,0,0
"1190",5803376,0,0,0
"1191",5803380,0,0,0
"1192",5803384,1,0,0
"1193",5803386,0,0,0
"1194",5803390,0,0,0
"1195",5803392,0,0,0
"1196",5803394,0,0,0
"1197",5803396,0,0,0
"1198",5803400,0,0,0
"1199",5803402,0,0,0
"1200",5803404,1,1,0
"1201",5803414,1,0,0
"1202",5803418,0,0,0
"1203",5803422,0,0,0
"1204",5803430,0,0,0
"1205",5803436,0,0,0
"1206",5803438,0,0,0
"1207",5803442,0,0,0
"1208",5803444,1,1,0
"1209",5803446,1,1,0
"1210",5803764,0,0,0
"1211",5803766,0,0,0
"1212",5803774,0,0,0
"1213",5803786,1,1,0
"1214",5803906,1,1,0
"1215",5803910,1,1,0
"1216",5803916,0,1,0
"1217",5803920,0,1,0
"1218",5803922,0,0,0
"1219",5803926,0,1,0
"1220",5803932,0,1,0
"1221",5803934,1,1,0
"1222",5803938,1,1,0
"1223",5803948,0,0,0
"1224",5803950,1,1,0
"1225",5803952,1,1,0
"1226",5803958,1,1,0
"1227",5803962,1,1,0
"1228",5803964,0,1,0
"1229",5803972,0,1,0
"1230",5807890,0,0,0
"1231",5807894,0,0,0
"1232",5807896,1,1,0
"1233",5913949,0,0,0
"1234",5913953,0,0,0
"1235",5913973,0,0,0
"1236",5913987,0,0,0
"1237",5913993,0,0,0
"1238",5914007,0,0,0
"1239",5914009,0,0,0
"1240",5914143,0,0,0
"1241",5914145,0,0,0
"1242",5914147,0,0,0
"1243",5914223,0,1,0
"1244",5914235,0,0,0
"1245",5914237,0,1,0
"1246",5914251,0,0,0
"1247",5914271,0,0,0
"1248",5914275,0,0,0
"1249",5914279,0,0,0
"1250",5914309,0,0,0
"1251",5914319,0,1,0
"1252",5914321,0,1,0
"1253",5914327,0,0,0
"1254",5914329,0,1,0
"1255",5914333,0,1,0
"1256",5914507,0,0,0
"1257",5914509,0,1,0
"1258",5914811,0,0,0
"1259",5914821,0,0,0
"1260",5914833,0,0,0
"1261",5914849,0,0,0
"1262",5914881,0,0,0
"1263",5914901,0,0,0
"1264",5914913,0,0,0
"1265",5914931,1,0,0
"1266",5914933,1,1,0
"1267",5914935,0,0,0
"1268",5914985,1,0,0
"1269",5914991,0,0,0
"1270",5915025,1,1,0
"1271",5915031,0,0,0
"1272",5915097,1,0,0
"1273",5915115,0,1,0
"1274",5915119,0,0,0
"1275",5915121,0,0,0
"1276",5915157,0,0,0
"1277",5915159,0,0,0
"1278",5915165,0,0,0
"1279",5915169,0,0,0
"1280",5915171,1,1,0
"1281",5915175,0,0,0
"1282",5915181,0,0,0
"1283",5915183,1,1,0
"1284",5915187,0,0,0
"1285",5915197,0,0,0
"1286",5915201,0,1,0
"1287",5915205,0,1,0
"1288",5915209,0,0,0
"1289",5915211,0,0,0
"1290",5915235,0,1,0
"1291",5915241,0,1,0
"1292",5915251,0,0,0
"1293",5915263,0,0,0
"1294",5915265,0,0,0
"1295",5915269,0,0,0
"1296",5915277,0,1,0
"1297",5915279,0,0,0
"1298",5915283,0,0,0
"1299",5915285,0,0,0
"1300",5915287,0,0,0
"1301",5915297,0,1,0
"1302",5915301,0,0,0
"1303",5915313,0,0,0
"1304",5915317,0,0,0
"1305",5915319,0,0,0
"1306",5915325,0,0,0
"1307",5915329,0,0,0
"1308",5915331,1,1,0
"1309",5915333,0,1,0
"1310",5915337,0,1,0
"1311",5915345,0,1,0
"1312",5915355,0,0,0
"1313",5915359,0,1,0
"1314",5915361,0,0,0
"1315",5915363,0,0,0
"1316",5915367,0,0,0
"1317",5915373,0,0,0
"1318",5915377,0,1,0
"1319",5915379,0,0,0
"1320",5915385,0,0,0
"1321",5915387,0,0,0
"1322",5915399,0,0,0
"1323",5915429,0,0,0
"1324",5915459,0,0,0
"1325",5915487,0,0,0
"1326",5915493,0,0,0
"1327",5915495,1,1,0
"1328",5915503,1,0,0
"1329",5915513,1,0,0
"1330",5915521,1,1,0
"1331",5915525,0,0,0
"1332",5915555,0,0,0
"1333",5915559,0,0,0
"1334",5915569,0,0,0
"1335",5915623,0,0,0
"1336",5915637,0,0,0
"1337",5915933,0,0,0
"1338",5915937,1,1,0
"1339",5915983,0,1,0
"1340",5915991,1,1,0
"1341",5915993,0,0,0
"1342",5915997,1,1,0
"1343",5915999,0,0,0
"1344",5916001,0,1,0
"1345",5916051,0,0,0
"1346",6018266,0,0,0
"1347",6959561,0,0,0
"1348",6959565,0,0,0
"1349",6959567,0,0,0
"1350",6959569,0,0,0
"1351",6959575,0,0,0
"1352",6959577,0,0,0
"1353",6959583,0,0,0
"1354",6959595,0,0,0
"1355",6959599,0,0,0
"1356",6959601,0,0,0
"1357",6959603,0,0,0
"1358",6959609,0,0,0
"1359",6959623,0,0,0
"1360",6959625,0,0,0
"1361",6959629,0,0,0
"1362",6959635,0,0,0
"1363",6959637,0,0,0
"1364",6959641,0,0,0
"1365",6959645,0,0,0
"1366",6959663,0,0,0
"1367",6959681,0,0,0
"1368",6959695,0,0,0
"1369",6959697,0,0,0
"1370",6959719,0,0,0
"1371",6959723,1,0,0
"1372",6959725,0,0,0
"1373",6959729,0,0,0
"1374",6959755,0,0,1
"1375",6959759,0,0,0
"1376",6959761,0,0,1
"1377",6959767,0,0,0
"1378",6959807,0,0,0
"1379",6959811,0,0,1
"1380",6959815,0,0,0
"1381",6959817,0,0,0
"1382",6959825,0,0,0
"1383",6959827,0,0,0
"1384",6959829,0,0,0
"1385",6959833,0,0,1
"1386",6959841,0,0,1
"1387",6959843,0,0,0
"1388",6959851,0,0,0
"1389",6959853,0,0,0
"1390",6959863,0,0,0
"1391",6959867,0,0,0
"1392",6959873,0,0,0
"1393",6959877,0,0,0
"1394",6959895,0,0,0
"1395",6959897,0,0,1
"1396",6959901,0,0,0
"1397",6959907,1,0,1
"1398",6959909,0,0,0
"1399",6959917,0,0,0
"1400",6959921,0,0,0
"1401",6959931,1,0,0
"1402",6959935,1,0,1
"1403",6959937,0,0,1
"1404",6959947,0,0,0
"1405",6959949,1,0,0
"1406",6959951,0,0,0
"1407",6959959,1,0,0
"1408",6959971,1,0,0
"1409",6959977,1,0,0
"1410",6959985,1,0,0
"1411",6959989,1,0,0
"1412",6959991,0,0,0
"1413",6959993,1,1,0
"1414",6960295,1,0,0
"1415",6960301,0,0,0
"1416",6960605,0,0,0
"1417",6960633,0,0,0
"1418",6960663,0,0,0
"1419",6960671,1,0,0
"1420",6960687,0,0,0
"1421",6960689,1,0,0
"1422",6960717,0,0,0
"1423",6960719,0,0,0
"1424",6960721,1,0,0
"1425",6960723,0,0,0
"1426",6960727,0,0,0
"1427",6960729,0,0,0
"1428",6960731,0,0,0
"1429",6960733,1,0,0
"1430",6960737,1,0,0
"1431",6960747,0,0,0
"1432",6960755,0,0,0
"1433",6960759,0,0,0
"1434",6960773,0,0,0
"1435",6960783,0,0,0
"1436",6960791,1,0,0
"1437",6960797,1,0,0
"1438",6960807,1,0,1
"1439",6960811,1,0,0
"1440",6960831,0,0,0
"1441",6960833,1,0,0
"1442",6960843,1,0,0
"1443",6960855,1,0,0
"1444",6960859,1,0,0
"1445",6960863,1,0,0
"1446",6960865,0,0,0
"1447",6960867,0,0,0
"1448",6960881,0,0,0
"1449",6960893,1,0,0
"1450",6960931,0,0,0
"1451",6960933,0,0,0
"1452",6960935,0,0,0
"1453",6960937,0,0,0
"1454",6960939,0,0,0
"1455",6960941,0,0,0
"1456",6960985,1,0,1
"1457",6960987,0,0,0
"1458",6961029,1,0,1
"1459",6961033,0,0,0
"1460",6961035,0,0,1
"1461",6961097,0,0,0
"1462",6961111,0,0,0
"1463",6961115,1,0,0
"1464",6961133,1,1,0
"1465",6961141,1,0,0
"1466",6961147,1,0,0
"1467",6961163,0,0,0
"1468",6961167,0,0,0
"1469",6961171,0,0,0
"1470",6961191,0,0,0
"1471",6961207,1,0,0
"1472",6961209,1,0,0
"1473",6961211,1,1,0
"1474",6961215,1,0,0
"1475",6961245,1,1,0
"1476",6961247,1,1,0
"1477",6961253,1,1,1
"1478",6961289,0,0,0
"1479",6961293,0,0,0
"1480",6961299,0,0,0
"1481",6961303,1,0,0
"1482",6961307,0,0,0
"1483",6961321,0,0,0
"1484",6961339,0,0,0
"1485",6961343,0,0,0
"1486",6961345,0,0,0
"1487",6961961,1,0,0
"1488",6962539,0,0,0
"1489",6962563,1,0,0
"1490",6962601,1,0,0
"1491",6962613,1,0,0
"1492",6962633,1,0,0
"1493",6962645,1,0,0
"1494",6962647,1,0,0
"1495",6962651,1,0,0
"1496",6962657,1,0,0
"1497",6962659,1,0,0
"1498",6962661,0,0,0
"1499",6962683,1,0,0
"1500",6962705,1,0,0
"1501",6962739,1,0,0
"1502",6962773,1,0,0
"1503",6962851,1,0,0
"1504",6962871,0,0,0
"1505",6962881,0,0,0
"1506",6962903,1,0,1
"1507",6962905,0,0,0
"1508",6962907,0,0,0
"1509",6962909,1,0,0
"1510",6962915,0,0,0
"1511",6962921,1,0,0
"1512",6962927,1,0,0
"1513",6962929,1,0,0
"1514",6962933,1,0,0
"1515",6962961,0,0,0
"1516",6962963,1,0,0
"1517",6962971,0,0,0
"1518",6962983,0,0,0
"1519",6962985,0,0,0
"1520",6962997,0,0,0
"1521",6963021,0,0,0
"1522",6963031,0,0,0
"1523",6963051,0,0,0
"1524",6963067,1,0,0
"1525",6963087,0,0,0
"1526",6963091,0,0,0
"1527",6963193,1,0,0
"1528",6963199,0,0,0
"1529",6963201,0,0,0
"1530",6963203,1,0,0
"1531",6963221,1,0,0
"1532",6963487,0,0,0
"1533",6963493,1,1,0
"1534",6963495,1,0,0
"1535",6963505,1,1,0
"1536",6963539,1,0,0
"1537",6964439,1,0,0
"1538",6964493,0,0,0
"1539",6964739,1,0,0
"1540",6964947,0,0,0
"1541",6964977,0,0,0
"1542",6965019,0,0,0
"1543",6965041,0,0,0
"1544",6965233,1,0,0
"1545",6965247,1,0,0
"1546",6965281,1,0,0
"1547",6965327,1,0,0
"1548",6965345,1,0,0
"1549",6965737,1,1,0
"1550",6965739,1,1,0
"1551",6965741,1,1,0
"1552",6965745,0,0,0
"1553",6965747,1,0,0
"1554",6965775,1,1,0
"1555",6965777,0,1,0
"1556",6965797,1,1,0
"1557",6965843,1,0,0
"1558",6965859,1,1,0
"1559",6965863,1,0,0
"1560",6965865,1,0,0
"1561",6965873,1,1,0
"1562",6965877,0,0,0
"1563",6965891,1,1,0
"1564",6965895,1,1,0
"1565",6965905,1,1,0
"1566",6965915,0,1,0
"1567",6965919,0,1,0
"1568",6965933,0,0,0
"1569",6965935,0,0,0
"1570",6965947,0,1,0
"1571",6965949,1,1,0
"1572",6965969,1,1,0
"1573",6965977,1,1,0
"1574",6965981,0,1,0
"1575",6966029,1,0,0
"1576",6966045,1,1,0
"1577",6966053,1,1,0
"1578",6966063,0,0,0
"1579",6966089,0,0,0
"1580",6966091,0,0,0
"1581",6966093,0,1,0
"1582",6966095,0,0,0
"1583",6966097,0,0,0
"1584",6966101,0,0,0
"1585",6966103,0,0,0
"1586",6966115,1,0,0
"1587",6966117,1,0,0
"1588",6966119,0,0,0
"1589",6966125,0,0,0
"1590",6966127,0,0,0
"1591",6966129,0,0,0
"1592",6966131,0,0,0
"1593",6966133,0,0,0
"1594",6966135,1,0,0
"1595",6966137,0,0,0
"1596",6966149,0,0,0
"1597",6966153,0,0,0
"1598",6966159,0,0,0
"1599",6966161,0,0,0
"1600",6966185,0,0,0
"1601",6966209,0,0,0
"1602",6966237,1,1,0
"1603",6966243,1,0,0
"1604",6966245,0,0,0
"1605",6966247,1,1,0
"1606",6966249,1,1,0
"1607",6966251,0,0,0
"1608",6966253,1,1,0
"1609",6966321,1,1,0
"1610",6966351,1,0,0
"1611",6966377,1,1,0
"1612",6966403,1,0,0
"1613",6966417,1,0,0
"1614",6966419,0,0,0
"1615",6966427,1,1,0
"1616",6966809,0,1,0
"1617",6966811,1,1,0
"1618",6966823,0,1,0
"1619",6966827,0,1,0
"1620",6966835,1,1,0
"1621",6966851,0,1,0
"1622",6966855,1,1,0
"1623",6966859,0,1,0
"1624",6966863,1,1,0
"1625",6966867,0,1,0
"1626",6966883,1,1,0
"1627",6966897,0,0,0
"1628",6971437,0,0,0
"1629",6971523,1,1,0
"1630",6971547,1,0,0
"1631",6971549,1,0,0
"1632",6971551,1,1,0
"1633",6971553,0,0,0
"1634",6971561,1,1,0
"1635",6971563,0,0,0
"1636",7006184,1,0,0
"1637",7009344,1,0,1
"1638",10079632,1,0,0
"1639",10079638,1,0,0
"1640",10079640,1,0,0
"1641",10079658,1,0,0
"1642",10079682,1,0,1
"1643",10079686,1,0,0
"1644",10079716,1,0,0
"1645",10079724,1,0,0
"1646",10079754,1,0,0
"1647",10079772,1,0,0
"1648",10079782,1,0,0
"1649",10079790,1,0,1
"1650",10079792,1,0,1
"1651",10079818,1,0,1
"1652",10079840,1,0,0
"1653",10079868,1,0,1
"1654",10079912,1,0,1
"1655",10079916,1,0,1
"1656",10079940,1,0,0
"1657",10079946,1,0,1
"1658",10079964,1,0,1
"1659",10079982,1,0,0
"1660",10079994,1,0,1
"1661",10080018,1,0,0
"1662",10080024,1,0,1
"1663",10080036,1,0,0
"1664",10080046,1,0,1
"1665",10080062,1,0,1
"1666",10080096,1,0,0
"1667",10080104,1,0,1
"1668",10080110,1,0,0
"1669",10080120,1,0,0
"1670",10080122,1,0,0
"1671",10080124,1,0,0
"1672",10080146,1,0,0
"1673",10080156,1,0,0
"1674",10080158,1,0,0
"1675",10080170,1,0,0
"1676",10080174,1,0,0
"1677",10080178,1,0,0
"1678",10080180,1,0,0
"1679",10080182,1,0,0
"1680",10080184,1,0,0
"1681",10080192,1,0,1
"1682",10080198,1,0,1
"1683",10080202,1,0,0
"1684",10080204,1,0,0
"1685",10080210,1,0,0
"1686",10080212,1,0,0
"1687",10080218,1,0,0
"1688",10080236,1,0,0
"1689",10080262,1,0,0
"1690",10080278,1,0,0
"1691",10080280,1,0,0
"1692",10080310,1,0,0
"1693",10080314,1,0,0
"1694",10080334,1,0,0
"1695",10080372,1,0,0
"1696",10080374,1,0,0
"1697",10080384,1,0,0
"1698",10080454,1,0,1
"1699",10080458,1,0,1
"1700",10080472,1,0,0
"1701",10080598,1,1,1
"1702",10080608,1,1,1
"1703",10080612,1,1,1
"1704",10080618,1,1,1
"1705",10080628,1,0,1
"1706",10080630,1,1,1
"1707",10080632,1,0,1
"1708",10080634,1,1,1
"1709",10080638,1,0,1
"1710",10080644,1,0,0
"1711",10080648,1,0,0
"1712",10080654,0,0,0
"1713",10080662,1,0,1
"1714",10080664,1,0,1
"1715",10080672,1,0,1
"1716",10080676,1,0,0
"1717",10080678,1,0,1
"1718",10080684,1,0,1
"1719",10080704,1,0,1
"1720",10080710,1,0,1
"1721",10080712,1,0,1
"1722",10080722,1,0,1
"1723",10080726,1,0,1
"1724",10080738,1,0,0
"1725",10080740,1,0,0
"1726",10080744,1,1,1
"1727",10080762,1,0,1
"1728",10080768,1,0,1
"1729",10080798,1,0,1
"1730",10080818,1,0,1
"1731",10080830,1,0,1
"1732",10080918,1,0,1
"1733",10080920,1,0,0
"1734",10080922,1,0,0
"1735",10080928,1,0,0
"1736",10080940,1,0,1
"1737",10080944,1,0,1
"1738",10080952,1,0,1
"1739",10080962,1,1,1
"1740",10080964,1,0,1
"1741",10081016,1,1,1
"1742",10081018,1,0,1
"1743",10081584,1,0,0
"1744",10081596,1,0,0
"1745",10081604,1,0,0
"1746",10081632,1,0,0
"1747",10081640,0,0,0
"1748",10081658,1,0,0
"1749",10081664,1,0,0
"1750",10081666,1,0,1
"1751",10081670,1,0,0
"1752",10081674,1,0,1
"1753",10081688,1,0,0
"1754",10081700,1,0,0
"1755",10081708,1,0,1
"1756",10081710,1,0,1
"1757",10081714,1,0,0
"1758",10081716,1,0,0
"1759",10081718,1,0,0
"1760",10081726,1,0,1
"1761",10081738,1,0,0
"1762",10081968,1,0,0
"1763",10081996,1,0,0
"1764",10082020,1,0,0
"1765",10082036,1,0,1
"1766",10082052,1,0,1
"1767",10082060,1,1,1
"1768",10082068,1,0,0
"1769",10082076,1,0,0
"1770",10082080,1,0,0
"1771",10082082,0,0,0
"1772",10082084,1,0,0
"1773",10082086,1,0,0
"1774",10082088,1,0,0
"1775",10082090,1,0,1
"1776",10082092,1,1,1
"1777",10082094,1,0,1
"1778",10082098,1,0,0
"1779",10082104,1,0,1
"1780",10082106,1,0,0
"1781",10082108,1,0,0
"1782",10082114,1,0,0
"1783",10082120,1,0,1
"1784",10082122,1,0,0
"1785",10082124,0,0,0
"1786",10082128,1,0,0
"1787",10082130,0,0,0
"1788",10082132,1,0,0
"1789",10082136,1,0,0
"1790",10082138,1,1,1
"1791",10082140,1,0,0
"1792",10082142,1,0,0
"1793",10082224,1,0,1
"1794",10143701,0,0,0
"1795",10145291,0,0,0
"1796",10145293,0,0,0
"1797",10145323,0,0,0
"1798",10145327,0,1,0
"1799",10145391,0,0,0
"1800",10145403,0,1,0
"1801",10145413,0,0,0
"1802",10145429,0,0,0
"1803",10145447,0,0,0
"1804",10145453,0,1,0
"1805",10145459,0,0,0
"1806",10145461,0,0,0
"1807",10145473,0,1,0
"1808",10145479,0,1,0
"1809",10145511,0,0,0
"1810",10145513,0,0,0
"1811",10145529,0,0,0
"1812",10145535,0,0,0
"1813",10145579,0,1,0
"1814",10145583,0,0,0
"1815",10145607,0,0,0
"1816",10145625,0,0,0
"1817",10145631,0,1,0
"1818",10145643,0,0,0
"1819",10145665,0,0,0
"1820",10145673,0,0,0
"1821",10145689,0,0,0
"1822",10145707,0,1,0
"1823",10145721,0,0,0
"1824",10145739,0,0,0
"1825",10145743,0,0,0
"1826",10145753,0,0,0
"1827",10145767,0,1,0
"1828",10145783,0,0,0
"1829",10145803,0,0,0
"1830",10145829,0,0,0
"1831",10145839,0,1,0
"1832",10145843,0,1,0
"1833",10145849,0,1,0
"1834",10145855,0,0,0
"1835",10145859,0,0,0
"1836",10145863,0,0,0
"1837",10145869,0,1,0
"1838",10145871,0,1,0
"1839",10145875,0,0,0
"1840",10145877,0,0,0
"1841",10145891,0,0,0
"1842",10145895,0,0,0
"1843",10145903,0,1,0
"1844",10145927,0,0,0
"1845",10145931,0,0,0
"1846",10145939,0,0,0
"1847",10145941,0,0,0
"1848",10145959,0,0,0
"1849",10146017,0,1,0
"1850",10146033,0,1,0
"1851",10146049,0,1,0
"1852",10146053,0,0,0
"1853",10146055,0,0,0
"1854",10146099,0,0,0
"1855",10146107,0,0,0
"1856",10146135,0,0,0
"1857",10146139,0,0,0
"1858",10146141,1,1,0
"1859",10146145,0,0,0
"1860",10146147,0,0,0
"1861",10146153,0,0,0
"1862",10146161,0,0,0
"1863",10146183,0,1,0
"1864",10146201,0,0,0
"1865",10146365,0,1,0
"1866",10146369,0,0,0
"1867",10146387,0,1,0
"1868",10146423,0,0,0
"1869",10146429,0,0,0
"1870",10146433,0,1,0
"1871",10146453,0,0,0
"1872",10146469,0,0,0
"1873",10146471,0,0,0
"1874",10146473,0,0,0
"1875",10146521,0,1,0
"1876",10146535,0,0,0
"1877",10146569,0,0,0
"1878",10146571,0,0,0
"1879",10146589,0,0,0
"1880",10146591,0,1,0
"1881",10146595,0,1,0
"1882",10146607,0,0,0
"1883",10146617,0,1,0
"1884",10146619,0,1,0
"1885",10146625,0,1,0
"1886",10146637,0,1,0
"1887",10146645,0,1,0
"1888",10146649,0,1,0
"1889",10146653,0,0,0
"1890",10146669,0,1,0
"1891",10146679,0,1,0
"1892",10146685,0,0,0
"1893",10146687,0,0,0
"1894",10146689,0,1,0
"1895",10146695,0,0,0
"1896",10146697,0,0,0
"1897",10146699,0,0,0
"1898",10146703,0,1,0
"1899",10146705,0,0,0
"1900",10146711,0,1,0
"1901",10146755,0,1,0
"1902",10146761,0,0,0
"1903",10146777,0,1,0
"1904",10146791,0,0,0
"1905",10146803,0,1,0
"1906",10146807,0,0,0
"1907",10146839,0,1,0
"1908",10146847,0,0,0
"1909",10146851,0,1,0
"1910",10146859,0,1,0
"1911",10146875,0,1,0
"1912",10146877,0,1,0
"1913",10146897,0,0,0
"1914",10146911,0,0,0
"1915",10146921,0,1,0
"1916",10146933,0,0,0
"1917",10146949,0,1,0
"1918",10146955,0,0,0
"1919",10146963,0,0,0
"1920",10146965,0,0,0
"1921",10146991,0,1,0
"1922",10147017,1,1,0
"1923",10147031,0,0,0
"1924",10147033,0,1,0
"1925",10147035,0,0,0
"1926",10147061,0,0,0
"1927",10147177,0,1,0
"1928",10147183,0,0,0
"1929",10147219,0,1,0
"1930",10147355,0,1,0
"1931",10147367,0,1,0
"1932",10147373,0,0,0
"1933",10147553,0,1,0
"1934",10147567,0,0,0
"1935",10147577,0,0,0
"1936",10147629,0,0,0
"1937",10147657,0,1,0
"1938",10147659,0,0,0
"1939",10147687,0,1,0
"1940",10147695,0,1,0
"1941",10147697,0,1,0
"1942",10147703,0,1,0
"1943",10147711,0,1,0
"1944",10147715,1,1,0
"1945",10147739,0,1,0
"1946",10147767,0,0,0
"1947",10147769,0,0,0
"1948",10147779,0,1,0
"1949",10147781,0,1,0
"1950",10147783,0,0,0
"1951",10147789,0,1,0
"1952",10147793,0,1,0
"1953",10147799,0,0,0
"1954",10147805,0,0,0
"1955",10147807,0,0,0
"1956",10147811,0,0,0
"1957",10147813,0,0,0
"1958",10147817,0,0,0
"1959",10147927,0,1,0
"1960",10147929,0,1,0
"1961",10147955,0,0,0
"1962",10208645,1,0,0
"1963",10208649,1,0,0
"1964",10208667,1,0,0
"1965",10208683,0,0,0
"1966",10208693,1,0,0
"1967",10208709,1,1,0
"1968",10208713,0,0,0
"1969",10208715,0,0,0
"1970",10208721,1,0,0
"1971",10208727,0,0,0
"1972",10208743,1,0,0
"1973",10208745,1,0,0
"1974",10208759,0,0,0
"1975",10208761,0,0,0
"1976",10208765,1,0,0
"1977",10208767,0,0,0
"1978",10208777,1,1,0
"1979",10208781,0,0,0
"1980",10208787,0,0,0
"1981",10208807,0,0,0
"1982",10208819,1,0,0
"1983",10208857,0,0,0
"1984",10208883,1,0,0
"1985",10208895,0,0,0
"1986",10208897,0,0,0
"1987",10209847,1,0,0
"1988",10210145,1,0,0
"1989",10282688,1,0,0
"1990",10282710,1,0,0
"1991",10282718,1,0,0
"1992",10282726,0,0,0
"1993",10282728,1,0,0
"1994",10282738,1,0,0
"1995",10282742,0,0,0
"1996",10282746,0,0,0
"1997",10282748,0,0,0
"1998",10282750,0,0,0
"1999",10282758,0,0,0
"2000",10282760,0,0,0
"2001",10282764,1,0,0
"2002",10282766,1,0,0
"2003",10282768,1,0,0
"2004",10282770,0,0,0
"2005",10282772,0,0,0
"2006",10282786,1,0,0
"2007",10283656,0,0,0
"2008",10285734,1,0,0
"2009",10285770,1,0,0
"2010",10285802,1,0,0
"2011",10285824,1,0,0
"2012",10286242,1,0,0
"2013",10286244,1,1,0
"2014",10286290,1,1,0
"2015",10286352,1,1,0
"2016",10286360,1,0,0
"2017",10286368,1,1,0
"2018",10286906,1,0,0
"2019",10286928,1,1,0
"2020",10286930,1,0,0
"2021",10286936,1,1,0
"2022",10286944,1,1,0
"2023",10286970,1,0,0
"2024",10334550,1,0,0
"2025",10335382,1,0,0
"2026",10335390,1,0,0
"2027",10335426,1,0,1
"2028",10335462,1,0,0
"2029",10335470,1,0,0
"2030",10335492,1,0,0
"2031",10335504,1,1,0
"2032",10335530,1,0,0
"2033",10335538,1,0,1
"2034",10335542,1,0,1
"2035",10335556,1,0,1
"2036",10335566,1,0,1
"2037",10335626,1,0,1
"2038",10335636,1,0,1
"2039",10335642,1,0,0
"2040",10335710,1,0,0
"2041",10335712,1,0,0
"2042",10335714,1,0,0
"2043",10335718,1,0,0
"2044",10335720,1,0,1
"2045",10335724,1,0,1
"2046",10335726,1,0,0
"2047",10335728,1,0,0
"2048",10335730,1,0,1
