(Intercept),BOD5,Domg,FecCol,NH3,pH,Phos,qmax,tss,R^2,adjR^2,df,logLik,AICc,delta,weight
-36.78870575485607,0.19618523310888275,0.684954485701177,,,5.657040127260187,,1.0029333905942111e-4,0.126835943559306,0.32811529716393906,0.328441653480435,7,-293.24052809761395,601.8469098537645,12.52050936560056,0.000742895700061889
-37.425010516361645,,,,0.8591545574892995,6.87345122522071,-3.9860364122071656,9.905310430132212e-5,0.11690187141040814,0.3266072384269404,0.3269320947691934,7,-293.3414183204665,602.0486902994696,12.7222898113057,0.000671601685745485
-38.36732870987006,0.5777869351568962,,-0.0029271471756112605,2.7707249383588324,7.750367376660074,-7.870662027354266,8.522796670422339e-5,,0.34395520340736063,0.34429731471455627,8,-292.1669325632787,602.1116429043352,12.785242416171286,0.000650791381816238
11.048578692265876,,,-0.004840981339557538,2.2542336649521966,,,1.0455729320056221e-4,0.21876725777884742,0.3071227236856644,0.3074281999669613,6,-294.6250044160579,602.2620570248869,12.935656536722945,0.000603642462122899
-36.85961050432507,,,-0.0030077702752418626,3.8317387236518834,7.802426403547187,-8.685901166198178,9.12215266777029e-5,,0.3249800033684741,0.32530324119905046,7,-293.4500284070026,602.2659104725418,12.939509984377878,0.000602480529528914
-26.17027669260786,,0.7035897462027589,-0.0037710417031913976,4.828611756583972,5.512504234903088,-4.828739971044124,,0.13581817451437933,0.3423260542855797,0.34266654517729644,8,-292.2785420664399,602.3348619106577,13.008461422493724,0.000582063547345724
-27.52264325145795,0.33441941118029334,,-0.0038982828511535178,4.090612401901826,6.324053656211505,-4.806989824230857,,0.12967605808973423,0.341928623989901,0.3422687195818908,8,-292.30572721170194,602.3892322011817,13.062831713017772,0.000566453211253014
-19.99133528752088,0.5607461481764398,,-0.002673332348247975,,4.926119843444026,,,0.136461615696911,0.3060774409844076,0.306381877586619,6,-294.6928407818634,602.3977297564979,13.071329268334011,0.000564051583109542
-14.209447884366705,,,-0.00252400145837612,,4.328080937326471,,,0.15891626384550567,0.28811046025912856,0.2883970261991102,5,-295.84314836405196,602.4005824423896,13.07418195422565,0.000563247625608751
-37.930559427857126,0.5865058537116697,,,,7.68486364391204,-7.85654290122694,7.865660536264444e-5,,0.3055025569511528,0.30580642175120465,6,-294.7301058499788,602.4722598927287,13.145859404564817,0.000543418987609303
-41.305319682713595,0.31971845965536294,,,0.3130895212098225,6.846055194275438,,1.0360692923402374e-4,0.1295412997185661,0.3233942124395527,0.32371587298040566,7,-293.55562068761594,602.4770950337685,13.150694545604551,0.000542106820652095
-18.001700759741805,0.562766907219934,,-0.0024565027483534493,,5.2525868630932315,-5.4701394651129505,,0.09801375283287328,0.32238400978819304,0.32270466554195115,7,-293.6227575901373,602.6113688388112,13.284968350647318,0.000506906295785266
-12.206988700858336,,,-0.0023074999026844855,,4.651100457689754,-5.448341538613583,,0.120702208928307,0.30428755957602693,0.30459021589213636,6,-294.80876288795736,602.6295739686858,13.303173480521878,0.000502313085025181
-24.53971414760724,,,-0.0017116854179426027,,6.322947259973117,-8.60390033502201,8.495926297721018e-5,,0.3041406696528347,0.30444317986647745,6,-294.81826300387957,602.6485742005302,13.322173712366293,0.000497563648308427
5.194062402221103,,1.237089458302167,-0.0029124675073319345,,,-2.1695793429982686,8.999805479972639e-5,0.1598206406112016,0.3216482989357997,0.32196822292274946,7,-293.67158912472246,602.7090319079815,13.382631419817585,0.000482747928852257
-1.3679890712122196,-0.4126745972352378,1.6883444835542747,-0.004312934192778368,4.150976356553599,,,1.0413917792713564e-4,0.20730370501905798,0.3394915111984411,0.3398291827426636,8,-292.4720731470923,602.7219240719625,13.395523583798536,0.000479646104170822
-28.65679036156142,,1.1950330923658554,,,5.560531069855165,-8.278293580455092,7.690460091470772e-5,,0.3029930457711638,0.30329441451317757,6,-294.8924166924758,602.7968815777227,13.470481089558803,0.00046200226613212
-36.545128052360376,,0.9829775833749259,,1.254012663952396,5.838972137625029,-4.1603162821390205,9.286746061778707e-5,0.10519152092728709,0.338821108989509,0.339158113725456,8,-292.5177240361755,602.8132258501288,13.486825361964861,0.000458242105884487
-31.74774025204365,,,,,7.180364718667101,-8.652942412584483,8.326070956891399e-5,,0.2837486129861355,0.2840308404621033,5,-296.1180284321671,602.9503425786198,13.623942090455898,0.000427878508083928
-33.583780464414694,0.21308225948573697,0.7012029323416501,,,5.762386478986528,-4.2486233286617106,9.003834916610226e-5,0.09701477312462187,0.3375070143378559,0.33784271202383065,8,-292.6070728843209,602.9919235464197,13.665523058255758,0.000419074543314009
3.3611229033562933,-0.030362053789355654,1.2033739581288687,-0.0029868220526086,,,,9.599821161407721e-5,0.17640336520338984,0.319307720991972,0.3196253169484921,7,-293.8265894236842,603.019032505905,13.692632017741062,0.000413432529567326
-36.026585219111126,,0.9744246119279366,-0.0026855206307169854,3.9029311841271697,6.682593433007263,-8.391860572963227,8.581146163525134e-5,,0.33693302899723276,0.3372681557749228,8,-292.64604410069256,603.069865979163,13.743465490999029,0.00040305684048878
11.769974867891355,0.16883296994219857,,-0.003919177358217435,,,,9.933765504671529e-5,0.1972612099222815,0.300357211117776,0.30065595815548096,6,-295.06226987264483,603.1365879380608,13.81018744989683,0.000389832288032691
13.259106594484187,,,-0.0037950700349829035,,,-1.294157957473112,9.849395460093623e-5,0.19406239686519575,0.29953615502444386,0.29983408540762346,6,-295.11504803616725,603.2421442651056,13.915743776941667,0.000369791174263684
-29.935881693008547,0.6549433844098967,0.165017262987418,-0.001968458369641382,,6.534015632110449,-7.655480836336921,7.919503405814623e-5,,0.3341494471263753,0.3344818052445914,8,-292.8345604911093,603.4468987599964,14.120498271832503,0.000333806406936239
2.2786076241587607,,1.3726149006465802,-0.004089267169462991,2.792369971951106,,-1.3863249147899988,9.477610019511718e-5,0.18173343616883256,0.3339524217107893,0.3342845838598158,8,-292.84787403748135,603.4735258527405,14.147125364576596,0.000329391712685232
-23.512805601898208,,0.9422934784414465,-0.0013767750013327057,,5.21345835461541,-8.318082263422642,7.961507773482383e-5,,0.31532512988753925,0.3156387646030743,7,-294.0891079822737,603.5440696230839,14.217669134920015,0.000317975957137808
-37.962886256041095,0.344434107784279,,,0.2453448724040588,6.9424455775290035,-4.17988609996701,9.342385681734708e-5,0.09994969001678461,0.33247828021452863,0.33280897612472726,8,-292.94736102244275,603.6724998226633,14.3460993344994,0.000298198888108698
-22.105173513683884,0.7515272626365287,,-0.002006221404946022,,6.377689508857248,-8.92061299103336,,,0.29616249954893903,0.2964570743623429,6,-295.3312620118266,603.6745722164243,14.348171728260354,0.000297890055384464
-29.588194683243845,0.19680446429632278,0.4401210321332443,-0.00408029320562146,4.693539176889414,5.653710148089907,,,0.1650801509951123,0.3311531559825249,0.3314825338722991,8,-293.0366037831588,603.8509853440954,14.524584855931494,0.000272739714305424
-14.214681440061867,,0.6903182382017685,-0.0022260780149951235,,3.6407793431884494,,,0.1487905869818054,0.29384689421800425,0.2941391658397167,6,-295.47906772501756,603.9701836428062,14.643783154642279,0.00025695957160113
-40.18005519482722,0.08340469679519343,0.8629770346860277,,1.0809881072841545,5.8900882638439205,,1.0208556630281864e-4,0.13102756080058142,0.33004735206090086,0.3303756300748151,8,-293.1109408113517,603.9996594004813,14.673258912317351,0.000253200302439552
-34.190254205248905,0.41975996450378644,0.7664828156619897,,,6.5024868058529135,-7.8426661875556665,7.588882264256678e-5,,0.31166102174934696,0.3119710119995201,7,-294.32928801809754,604.0244296947317,14.698029206567753,0.000250083718952314
-38.45504556642795,0.8145839771095007,,-0.0021261140654593,,7.028056078776881,,9.427188192711865e-5,,0.29279193813599935,0.29308316045710325,6,-295.5462452216027,604.1045386359765,14.77813814781257,0.000240264708348669
-12.153159095636148,,0.745457730045808,-0.0019793487070521127,,3.918495322952206,-5.610179473017959,,0.108632625819486,0.31096271961574073,0.3112720153072813,7,-294.374916216649,604.1156860918346,14.789285603670692,0.000238929263394091
-37.72981023913339,0.46822996389793636,0.41131956303331796,-0.0028064079970565995,3.001960315152605,7.287539880395031,-7.901124416791941,8.408076318655464e-5,,0.345402779398962,0.34574633052189485,9,-292.06752945357306,604.3850589071461,15.05865841898219,0.000208821773838197
11.661687982750667,,,-0.004796242835791954,2.1952618221998406,,-0.6029948848919796,1.0298199959191932e-4,0.21423855376712236,0.30730479282932865,0.30761045020372174,7,-294.61317809645396,604.5922098514445,15.265809363280596,0.000188275376412799
-26.95321843786077,0.20926363793423847,0.47662213537958237,-0.0037507048000677188,4.350302437307174,5.805397628160314,-4.864078018964287,,0.12843053836145485,0.3438789058268623,0.34422094124549824,9,-292.17216572952765,604.5943314590553,15.26793097089137,0.000188075759073176
11.04707844217498,0.005925275907903184,,-0.004837103745441266,2.238898250051538,,,1.0445451437818093e-4,0.2184616846225451,0.3071244096060808,0.3074298875642601,7,-294.6248949211825,604.6156435009016,15.289243012737643,0.000186082260096339
-22.18591907289753,,,,,6.027567477721214,-6.541588827896899,,0.09266608096714468,0.26969080133760126,0.2699590463639019,5,-296.9926844212177,604.699654556721,15.373254068557117,0.000178427669572231
-19.870069435514942,,1.1720556097012116,,,4.567951639540918,-6.551598582159889,,0.07995819371413941,0.2879214888628183,0.2882078668444531,6,-295.8550920489944,604.7222322907598,15.395831802595922,0.000176424749955165
-19.759897784707178,0.5382293059529876,0.09695051162192624,-0.0026254946191621264,,4.805578660726195,,,0.13594120272632346,0.30616161750794835,0.30646613783542465,7,-294.68738170969806,604.7406170779327,15.414216589768785,0.000174810415382181
-33.90961962228114,,1.2772447527576667,,1.1780001763236023,6.1035308745683645,-8.289145881794848,7.799715648299707e-5,,0.3059766318931477,0.3062809682266915,7,-294.69937764907996,604.7646089566965,15.438208468532594,0.000172725927925381
-36.350298950869274,0.6097774224639747,,,-0.39347739736404863,7.486285817782747,-7.812709210009984,7.796292922438759e-5,,0.30581134958703615,0.30611552152432936,7,-294.71009316473743,604.7860399880115,15.459639499847526,0.000170884961607245
-29.555609852197787,0.6443391397037047,,,,7.296878801711118,-9.104150456186883,,,0.2688559662095795,0.26912338087618765,5,-297.04409569324883,604.8024771007833,15.476076612619408,0.00016948628932102
-19.46847694311884,,1.3736397016918453,,,4.893285978863913,-9.510316667326682,,,0.2681926871496131,0.26845944209290845,5,-297.0849002761383,604.8840862665622,15.557685778398309,0.000162709670764231
-17.59123542183521,0.524072387991786,0.16666171855129674,-0.0023728930200582698,,5.047441814497494,-5.504822740543555,,0.09687536493393936,0.3226321038926815,0.322953006410546,8,-293.6062788187815,604.9903354153408,15.66393492717691,0.000154291377638972
-0.2904694161711817,-0.40516189270898045,1.7058471597042042,-0.0042115069933998375,4.023814115803398,,-1.1892762447562304,1.0082339813128232e-4,0.19764491628239222,0.3401895175432368,0.3405278833518887,9,-292.4244932983954,605.0989865967908,15.77258610862691,0.000146133017629828
5.073469909450833,-0.03807176735349506,1.2627860994773517,-0.0028751878123266976,,,-2.183521108465522,9.036829946097488e-5,0.16040773266947944,0.3217245001949647,0.32204449997466916,8,-293.6665338572712,605.1108454923202,15.784445004156282,0.000145269093363179
-34.6979511984588,,,,0.6358738284207224,7.533623017081954,-8.672712831755964,8.408649290479712e-5,,0.2846444908975363,0.2849276094487381,6,-296.06170778802255,605.1354637688162,15.809063280652254,0.000143491916208466
-36.81405198026249,0.10668290785753955,0.8686625802815754,,1.0179751442066096,5.980646375992929,-4.200090284398702,9.184324910334993e-5,0.10130270698602073,0.3392191620430528,0.33955656269814605,9,-292.49062428788767,605.2312485757753,15.904848087611413,0.000136781709955098
-27.785454043868015,0.489391472652316,,,,6.627924203283861,-6.621934878831013,,0.07136148097904456,0.28348502929840835,0.28376699460372407,6,-296.1345855854219,605.2812193636149,15.954818875450997,0.000133406506035289
-27.49609300085261,0.6683411172611005,,-0.002650516618486552,2.03310832106004,7.090870340105878,-9.145011338027706,,,0.3016664941190276,0.3019665434208489,7,-294.97797981350243,605.3218132855415,15.995412797377526,0.00013072605392672
-25.782033094917683,,,,,5.79032694340727,,,0.13620950584924474,0.2459227951035261,0.2461673995405825,4,-298.43388827247526,605.3383647802447,16.011964292080734,0.000129648662391248
13.049400512426853,0.17011077277158626,,-0.0038797256139117362,,,-1.3131135009496169,9.605112069987789e-5,0.18826113006679848,0.3012479473951597,0.3015475803940282,7,-295.00494251886164,605.3757386962599,16.049338208095946,0.000127248419745302
-23.47630217200692,,1.1697138581990483,,,4.333265104785691,,,0.12359350457965158,0.26408076149174486,0.26434342655284637,5,-297.3370414376331,605.3883685895519,16.061968101387947,0.000126447384672703
-45.61386243053629,0.7145592902929192,,-0.0029026437675317616,2.436490814536063,7.91198710384493,,9.937867358780253e-5,,0.30058981773956617,0.300888796136921,7,-295.0473064676946,605.4604665939258,16.134066105761917,0.000121970265304661
-2.9651688498794813,,2.0561715127607614,,,,,8.446283704752358e-5,0.14244370715149815,0.26328560175587723,0.26354747591998406,5,-297.3856376270702,605.4855609684261,16.15916048026213,0.000120449442523163
8.072058338480653,,1.3865973608050668,-0.0026620489002405355,,,,,0.161209249283715,0.26319741983282197,0.26345920628773684,5,-297.39102363429015,605.496332982866,16.16993249470204,0.000119802444887129
-46.45232783975787,0.7051210219421975,,,,8.004846595757153,,9.344954605022684e-5,,0.2621008924895615,0.2623615882954643,5,-297.45794393410773,605.6301735825011,16.303773094337203,0.000112047601425269
-15.090692524432363,,,-0.0016395806339406045,,5.8839150579990935,-10.045467994133162,,,0.2611739015651362,0.26143367534958456,5,-297.51444002005576,605.7431657543972,16.416765266233256,0.000105892847244389
-22.18200490527071,,,,,6.714320776975399,-10.064853937387022,,,0.24244791968490764,0.24268906787487132,4,-298.64077718472777,605.7521426047497,16.425742116585752,0.000105418620185315
-21.09901479429905,0.6617293621854119,0.36603107612973756,-0.0018340794134642754,,5.898439645682018,-8.908769700371428,,,0.2973762487004892,0.2976720307563035,7,-295.2535937144446,605.8730410874258,16.546640599261877,9.92349272232438e-05
-14.561673268501558,,1.1524812061223626,-0.0012355125016471056,,4.560720371193791,-9.58498982393679,,,0.2781587707196619,0.27843543831973344,6,-296.4678587087104,605.9477656101919,16.62136512202801,9.55956942562965e-05
-31.304863684502692,0.4789100113563566,,,,6.3749741648771066,,,0.11588455467144136,0.25913591290036886,0.25939365962152744,5,-297.6383977901368,605.9910812945593,16.66468080639538,9.35475569717041e-05
-25.41900400844111,0.4417099905894597,0.9201972882247668,,,5.89377234860854,-9.034785651848333,,,0.27779761699579764,0.27807392537824044,6,-296.4903676104839,605.9927834137388,16.666382925574908,9.34679762949968e-05
-24.838459586039644,,,-0.0027220613487267454,3.2134175729214633,7.097514520649413,-10.20334658905638,,,0.27599444884876867,0.27626896372959914,6,-296.6025819148689,606.2172120225089,16.890811534344948,8.35466011451094e-05
11.28630302668059,,1.479098259475121,-0.0024796349963349513,,,-4.793913308998653,,0.12770362326520865,0.2758251798508663,0.2760995263701265,6,-296.6131014676694,606.2382511281099,16.91185063994601,8.26723347709513e-05
-24.69130511803723,,1.194046729648516,-0.002347944566864993,3.345591635162658,5.776515024200212,-9.732754609793364,,,0.29420149399664897,0.29449411831717975,7,-295.45646498106896,606.2787836206745,16.95238313251059,8.10137403827984e-05
-35.24312947856247,0.3883184793781563,0.8215481330450523,,0.32906832954982557,6.583615257104476,-7.878327733323776,7.627010779229211e-5,,0.3118452096584039,0.31215538310908025,8,-294.3172451652403,606.4122681082584,17.08586762009452,7.5783192319386e-05
-37.99457319119858,0.7788994306393558,0.14738494424527196,-0.002056557144203192,,6.832547509095529,,9.3707745073685e-5,,0.2929868000392535,0.29327821617763294,7,-295.53384435345197,606.4335423654405,17.107141877276604,7.49813489736347e-05
6.098376849123505,,1.5335073534142165,-0.003693824138980257,2.55118374524031,,,,0.17555972022580166,0.27376582603385025,0.2740381242392041,6,-296.7408874706731,606.4938231341173,17.167422645953366,7.275510081726e-05
-23.798593591661746,0.29528330753434673,0.893728894862891,,,5.276801180377884,-6.5976998384353935,,0.07012140070477944,0.29191526825787617,0.2922056186088078,7,-295.60199361478226,606.5698408881011,17.243440399937185,7.00416553106529e-05
-36.082363119258055,,1.332567490927924,,,5.607345377976637,,9.299991968462264e-5,,0.2540542862372275,0.2543069785736197,5,-297.9460014797577,606.606288673801,17.279888185637105,6.87767841338341e-05
18.523463314556437,,,-0.0036054066859407185,,,,,0.19214806175765786,0.234609782553729,0.23484313462572917,4,-299.1039848660547,606.6785579674035,17.352157479239622,6.63359247102621e-05
-24.262013669951376,,1.2440512816658014,,1.009740841934552,5.024220632584217,-6.566388674601907,,0.08021533293283992,0.2901185824720127,0.2904071457689421,7,-295.71603146212357,606.7979165827837,17.4715160946198,6.24928589607824e-05
0.4566447449068214,,2.0982387414813664,,,,-3.8096073981140437,7.517248570675435e-5,0.11630638109954755,0.27085526992182196,0.271124673174152,6,-296.9208752378269,606.8537986684249,17.527398180261002,6.07709118375511e-05
-44.653975863947316,,,-0.0030016402278753365,3.7377561989287176,7.999211336509719,,1.0883557494720218e-4,,0.2708383295742779,0.2711077159770753,6,-296.9219207185836,606.8558896299382,17.52948914177432,6.07074102193044e-05
-23.731943289769724,,1.4441793357716628,,0.9804911362075194,5.337353924930382,-9.533917704049546,,,0.2702645279853837,0.270533343662663,6,-296.95731879029205,606.9266857733552,17.600285285191262,5.85960740322157e-05
-24.34155652204513,,,,0.480048384423619,6.287111434405032,-6.548327976712282,,0.09315944281211033,0.2702029400404784,0.27047169445997726,6,-296.9611165234178,606.9342812396067,17.607880751442735,5.83739638054621e-05
-26.50077820930095,0.6904972583851321,,,-0.7979328670890697,6.901121577551191,-8.992947716644347,,,0.27013755968622766,0.2704062490758673,6,-296.96514775939124,606.9423437115536,17.61594322338965,5.81391182595994e-05
-32.5616749939566,,,-0.0017371085842468944,,6.5538730520676935,,1.0256324579451162e-4,,0.2510041350148272,0.25125379355143534,5,-298.12963005417305,606.9735458226318,17.647145334467837,5.72391253208017e-05
-3.4347016564720576,-0.333379392465359,2.1853467795695942,,,,,8.92160822471461e-5,0.15203833930290614,0.2697686724688999,0.2700369949488755,6,-296.9878859225127,606.9878200377965,17.66141954963257,5.6832057895413e-05
11.670346113860463,0.012049440773497797,,-0.004787503088109348,2.162950013209765,,-0.6145107117920577,1.0274290753855798e-4,0.21353066260994802,0.30731169836544714,0.3076173626083567,8,-294.61272948547605,607.0032367487299,17.676836260566006,5.63956603059698e-05
-42.65030898103064,0.5360911331104802,0.7760067014989133,,,6.807206009575754,,9.062091954904766e-5,,0.2684134901509859,0.26868046471358836,6,-297.0713206983335,607.1546895894381,17.82828910127421,5.22827134810382e-05
-39.9237872676257,,,,,7.425435092902323,,1.0094115968231016e-4,,0.23000004700141152,0.23022881405001328,4,-299.3741946500284,607.218977535351,17.892577047187046,5.0628862423595e-05
-43.39543095649555,,1.1180361480747139,-0.002632135256426217,3.8230915213431045,6.7066929284337915,,1.0194400749329117e-4,,0.28665596564508655,0.2869410848877983,7,-295.9349961587489,607.2358459760344,17.90944548787047,5.02036431594472e-05
-27.26299931270541,0.28279634719802704,0.9031412609243021,,,5.010557198159808,,,0.11446675222635624,0.267744987192874,0.26801129683627006,6,-297.11242164367593,607.236891480123,17.910490991959023,5.01774059607277e-05
-26.815361734373944,0.5148179747109588,0.5700435767017036,-0.00248834587084067,2.3673350429423463,6.46174512975254,-9.163456315653123,,,0.30446155582418655,0.3047643852037743,8,-294.7975070730721,607.372791923922,18.046391435758096,4.68811006498021e-05
-1.1367241766810763,,1.8684173894553822,,-1.0814123289023874,,,8.504622473039224e-5,0.14108699445158074,0.26637584913529844,0.26664079698039644,6,-297.1964820929048,607.4050123785806,18.07861189041671,4.61318866688054e-05
-27.768365719017574,,1.239936886491598,,0.9849517988812735,4.777815943550313,,,0.12394041851993981,0.266171418005238,0.26643616251513297,6,-297.20902001076234,607.4300882142958,18.103687726131852,4.55570997086432e-05
-31.07196200714538,,1.0853196611840454,-0.001350390993650828,,5.267144531797241,,9.573433175463375e-5,,0.26591933187108796,0.2661838256462476,6,-297.2244758383584,607.4609998694879,18.134599381323937,4.48583905033467e-05
-27.838033892969687,,,,0.4570743238835409,6.037216988156397,,,0.1367219681162435,0.2463871099964492,0.24663217625927067,5,-298.4061714745567,607.526628663399,18.20022817523511,4.34102788653436e-05
