Species,Variable,X,Y
BAD,WT_Jmin,0,0.180134113
BAD,WT_Jmin,4.099454,0.180134113
BAD,WT_Jmin,8.198908,0.180134113
BAD,WT_Jmin,12.298362,0.180134113
BAD,WT_Jmin,16.397816,0.180134113
BAD,WT_Jmin,20.49727,0.180134113
BAD,WT_Jmin,24.596724,0.180134113
BAD,WT_Jmin,28.696178,0.180134113
BAD,WT_Jmin,32.795632,0.180134113
BAD,WT_Jmin,36.895086,0.180134113
BAD,WT_Jmin,40.99454,0.180134113
BAD,WT_Jmin,45.093994,0.180134113
BAD,WT_Jmin,49.193448,0.180134113
BAD,WT_Jmin,53.292902,0.180134113
BAD,WT_Jmin,57.392356,0.180134113
BAD,WT_Jmin,61.49181,0.180134113
BAD,WT_Jmin,65.591264,0.180134113
BAD,WT_Jmin,69.690718,0.180134113
BAD,WT_Jmin,73.790172,0.180134113
BAD,WT_Jmin,77.889626,0.180134113
BAD,WT_Jmin,81.98908,0.180586687
BAD,WT_Jmin,86.088534,0.180586687
BAD,WT_Jmin,90.187988,0.180586687
BAD,WT_Jmin,94.287442,0.180586687
BAD,WT_Jmin,98.386896,0.180586687
BAD,WT_Jmin,102.48635,0.180586687
BAD,WT_Jmin,106.585804,0.180586687
BAD,WT_Jmin,110.685258,0.180586687
BAD,WT_Jmin,114.784712,0.180586687
BAD,WT_Jmin,118.884166,0.180586687
BAD,WT_Jmin,122.98362,0.180586687
BAD,WT_Jmin,127.083074,0.180586687
BAD,WT_Jmin,131.182528,0.180586687
BAD,WT_Jmin,135.281982,0.180586687
BAD,WT_Jmin,139.381436,0.180586687
BAD,WT_Jmin,143.48089,0.180586687
BAD,WT_Jmin,147.580344,0.180586687
BAD,WT_Jmin,151.679798,0.180586687
BAD,WT_Jmin,155.779252,0.180586687
BAD,WT_Jmin,159.878706,0.179472038
BAD,WT_Jmin,163.97816,0.157270181
BAD,WT_Jmin,168.077614,0.142807232
BAD,WT_Jmin,172.177068,0.115887445
BAD,WT_Jmin,176.276522,0.107316931
BAD,WT_Jmin,180.375976,0.106113684
BAD,WT_Jmin,184.47543,0.106012465
BAD,WT_Jmin,188.574884,0.106006384
BAD,WT_Jmin,192.674338,0.105999332
BAD,WT_Jmin,196.773792,0.105999332
BAD,WT_Jmin,200.873246,0.105999332
BAD,WT_Jmin,204.9727,0.105999332
BAD,WT_BG100,0,0.100052439
BAD,WT_BG100,0.02,0.100125787
BAD,WT_BG100,0.04,0.100336465
BAD,WT_BG100,0.06,0.101197196
BAD,WT_BG100,0.08,0.101448539
BAD,WT_BG100,0.1,0.101368622
BAD,WT_BG100,0.12,0.101326922
BAD,WT_BG100,0.14,0.101407273
BAD,WT_BG100,0.16,0.101823991
BAD,WT_BG100,0.18,0.102728163
BAD,WT_BG100,0.2,0.102626782
BAD,WT_BG100,0.22,0.102720966
BAD,WT_BG100,0.24,0.103344084
BAD,WT_BG100,0.26,0.103802248
BAD,WT_BG100,0.28,0.104353797
BAD,WT_BG100,0.3,0.10547567
BAD,WT_BG100,0.32,0.106429601
BAD,WT_BG100,0.34,0.106662814
BAD,WT_BG100,0.36,0.107567133
BAD,WT_BG100,0.38,0.107977721
BAD,WT_BG100,0.4,0.11019033
BAD,WT_BG100,0.42,0.110237128
BAD,WT_BG100,0.44,0.110347627
BAD,WT_BG100,0.46,0.110715959
BAD,WT_BG100,0.48,0.115034064
BAD,WT_BG100,0.5,0.11676171
BAD,WT_BG100,0.52,0.116893171
BAD,WT_BG100,0.54,0.123347887
BAD,WT_BG100,0.56,0.145740301
BAD,WT_BG100,0.58,0.156525397
BAD,WT_BG100,0.6,0.159229747
BAD,WT_BG100,0.62,0.165188868
BAD,WT_BG100,0.64,0.165668337
BAD,WT_BG100,0.66,0.167472101
BAD,WT_BG100,0.68,0.17384523
BAD,WT_BG100,0.7,0.176988548
BAD,WT_BG100,0.72,0.17700131
BAD,WT_BG100,0.74,0.177613918
BAD,WT_BG100,0.76,0.177609701
BAD,WT_BG100,0.78,0.17789212
BAD,WT_BG100,0.8,0.178082096
BAD,WT_BG100,0.82,0.178655672
BAD,WT_BG100,0.84,0.179522369
BAD,WT_BG100,0.86,0.179304494
BAD,WT_BG100,0.88,0.179361539
BAD,WT_BG100,0.9,0.179265393
BAD,WT_BG100,0.92,0.179421614
BAD,WT_BG100,0.94,0.180321262
BAD,WT_BG100,0.96,0.181537621
BAD,WT_BG100,0.98,0.182456982
BAD,WT_BG100,1,0.184719559
BAD,WT_GDD,2537.0627,0.173541504
BAD,WT_GDD,2577.740938,0.173541504
BAD,WT_GDD,2618.419176,0.173561296
BAD,WT_GDD,2659.097414,0.174234015
BAD,WT_GDD,2699.775652,0.161155248
BAD,WT_GDD,2740.45389,0.157182853
BAD,WT_GDD,2781.132128,0.155661977
BAD,WT_GDD,2821.810366,0.156171326
BAD,WT_GDD,2862.488604,0.154398589
BAD,WT_GDD,2903.166842,0.154259525
BAD,WT_GDD,2943.84508,0.154106989
BAD,WT_GDD,2984.523318,0.152265238
BAD,WT_GDD,3025.201556,0.150434412
BAD,WT_GDD,3065.879794,0.150100172
BAD,WT_GDD,3106.558032,0.143347566
BAD,WT_GDD,3147.23627,0.140425742
BAD,WT_GDD,3187.914508,0.138456983
BAD,WT_GDD,3228.592746,0.137996712
BAD,WT_GDD,3269.270984,0.137760619
BAD,WT_GDD,3309.949222,0.138929024
BAD,WT_GDD,3350.62746,0.108361427
BAD,WT_GDD,3391.305698,0.106982598
BAD,WT_GDD,3431.983936,0.107003409
BAD,WT_GDD,3472.662174,0.106687318
BAD,WT_GDD,3513.340412,0.106777316
BAD,WT_GDD,3554.01865,0.106689919
BAD,WT_GDD,3594.696888,0.106546494
BAD,WT_GDD,3635.375126,0.107783231
BAD,WT_GDD,3676.053364,0.106400917
BAD,WT_GDD,3716.731602,0.106543305
BAD,WT_GDD,3757.40984,0.105470522
BAD,WT_GDD,3798.088078,0.105426599
BAD,WT_GDD,3838.766316,0.105424452
BAD,WT_GDD,3879.444554,0.105417707
BAD,WT_GDD,3920.122792,0.105403435
BAD,WT_GDD,3960.80103,0.105403435
BAD,WT_GDD,4001.479268,0.105403435
BAD,WT_GDD,4042.157506,0.105403435
BAD,WT_GDD,4082.835744,0.105403435
BAD,WT_GDD,4123.513982,0.105403435
BAD,WT_GDD,4164.19222,0.105403435
BAD,WT_GDD,4204.870458,0.105403435
BAD,WT_GDD,4245.548696,0.105403435
BAD,WT_GDD,4286.226934,0.105403435
BAD,WT_GDD,4326.905172,0.105403435
BAD,WT_GDD,4367.58341,0.105403435
BAD,WT_GDD,4408.261648,0.105403435
BAD,WT_GDD,4448.939886,0.105403435
BAD,WT_GDD,4489.618124,0.105403435
BAD,WT_GDD,4530.296362,0.105403435
BAD,WT_GDD,4570.9746,0.105403435
BAD,WT_BR50,0,0.149452154
BAD,WT_BR50,0.02,0.147678441
BAD,WT_BR50,0.04,0.146151165
BAD,WT_BR50,0.06,0.144472697
BAD,WT_BR50,0.08,0.144492174
BAD,WT_BR50,0.1,0.139332525
BAD,WT_BR50,0.12,0.133306036
BAD,WT_BR50,0.14,0.13357679
BAD,WT_BR50,0.16,0.132334644
BAD,WT_BR50,0.18,0.127579671
BAD,WT_BR50,0.2,0.118921535
BAD,WT_BR50,0.22,0.115369741
BAD,WT_BR50,0.24,0.111023516
BAD,WT_BR50,0.26,0.108878945
BAD,WT_BR50,0.28,0.108756555
BAD,WT_BR50,0.3,0.108619476
BAD,WT_BR50,0.32,0.108596541
BAD,WT_BR50,0.34,0.108492277
BAD,WT_BR50,0.36,0.108437681
BAD,WT_BR50,0.38,0.10847824
BAD,WT_BR50,0.4,0.108464078
BAD,WT_BR50,0.42,0.108527664
BAD,WT_BR50,0.44,0.108548408
BAD,WT_BR50,0.46,0.108541305
BAD,WT_BR50,0.48,0.108593199
BAD,WT_BR50,0.5,0.108574567
BAD,WT_BR50,0.52,0.108654796
BAD,WT_BR50,0.54,0.108655097
BAD,WT_BR50,0.56,0.108666509
BAD,WT_BR50,0.58,0.108793441
BAD,WT_BR50,0.6,0.108766777
BAD,WT_BR50,0.62,0.109127503
BAD,WT_BR50,0.64,0.108760049
BAD,WT_BR50,0.66,0.108740429
BAD,WT_BR50,0.68,0.108703591
BAD,WT_BR50,0.7,0.108595151
BAD,WT_BR50,0.72,0.108453152
BAD,WT_BR50,0.74,0.108379537
BAD,WT_BR50,0.76,0.10817918
BAD,WT_BR50,0.78,0.108122731
BAD,WT_BR50,0.8,0.108102039
BAD,WT_BR50,0.82,0.108086645
BAD,WT_BR50,0.84,0.108057929
BAD,WT_BR50,0.86,0.108024651
BAD,WT_BR50,0.88,0.108021667
BAD,WT_BR50,0.9,0.108021667
BAD,WT_BR50,0.92,0.108023599
BAD,WT_BR50,0.94,0.10803827
BAD,WT_BR50,0.96,0.10803827
BAD,WT_BR50,0.98,0.10803827
BAD,WT_BR50,1,0.108049137
BAD,WT_Slope,0.0464,0.128825888
BAD,WT_Slope,0.217836,0.125972529
BAD,WT_Slope,0.389272,0.125905193
BAD,WT_Slope,0.560708,0.125370446
BAD,WT_Slope,0.732144,0.119928431
BAD,WT_Slope,0.90358,0.115338822
BAD,WT_Slope,1.075016,0.1105006
BAD,WT_Slope,1.246452,0.110308834
BAD,WT_Slope,1.417888,0.110255927
BAD,WT_Slope,1.589324,0.110350017
BAD,WT_Slope,1.76076,0.110501481
BAD,WT_Slope,1.932196,0.110519159
BAD,WT_Slope,2.103632,0.110618562
BAD,WT_Slope,2.275068,0.110604035
BAD,WT_Slope,2.446504,0.110600048
BAD,WT_Slope,2.61794,0.110600048
BAD,WT_Slope,2.789376,0.110600048
BAD,WT_Slope,2.960812,0.110588538
BAD,WT_Slope,3.132248,0.110588538
BAD,WT_Slope,3.303684,0.110588538
BAD,WT_Slope,3.47512,0.110588538
BAD,WT_Slope,3.646556,0.110588538
BAD,WT_Slope,3.817992,0.110588538
BAD,WT_Slope,3.989428,0.110588538
BAD,WT_Slope,4.160864,0.110570884
BAD,WT_Slope,4.3323,0.110570884
BAD,WT_Slope,4.503736,0.110570884
BAD,WT_Slope,4.675172,0.110570884
BAD,WT_Slope,4.846608,0.110570884
BAD,WT_Slope,5.018044,0.110570884
BAD,WT_Slope,5.18948,0.110570884
BAD,WT_Slope,5.360916,0.110570884
BAD,WT_Slope,5.532352,0.110570884
BAD,WT_Slope,5.703788,0.110570884
BAD,WT_Slope,5.875224,0.110570884
BAD,WT_Slope,6.04666,0.110570884
BAD,WT_Slope,6.218096,0.110570884
BAD,WT_Slope,6.389532,0.110570884
BAD,WT_Slope,6.560968,0.110570884
BAD,WT_Slope,6.732404,0.110570884
BAD,WT_Slope,6.90384,0.110570884
BAD,WT_Slope,7.075276,0.110570884
BAD,WT_Slope,7.246712,0.110570884
BAD,WT_Slope,7.418148,0.110570884
BAD,WT_Slope,7.589584,0.110570884
BAD,WT_Slope,7.76102,0.110570884
BAD,WT_Slope,7.932456,0.110570884
BAD,WT_Slope,8.103892,0.110570884
BAD,WT_Slope,8.275328,0.110570884
BAD,WT_Slope,8.446764,0.110570884
BAD,WT_Slope,8.6182,0.110570884
BAD,Ponddn_L,0,0.107447618
BAD,Ponddn_L,18951.5566,0.107074944
BAD,Ponddn_L,37903.1132,0.106948668
BAD,Ponddn_L,56854.6698,0.106979075
BAD,Ponddn_L,75806.2264,0.107135093
BAD,Ponddn_L,94757.783,0.10714783
BAD,Ponddn_L,113709.3396,0.107150519
BAD,Ponddn_L,132660.8962,0.107274722
BAD,Ponddn_L,151612.4528,0.107312564
BAD,Ponddn_L,170564.0094,0.10750944
BAD,Ponddn_L,189515.566,0.107767433
BAD,Ponddn_L,208467.1226,0.108372802
BAD,Ponddn_L,227418.6792,0.112937
BAD,Ponddn_L,246370.2358,0.118414431
BAD,Ponddn_L,265321.7924,0.120188556
BAD,Ponddn_L,284273.349,0.12499943
BAD,Ponddn_L,303224.9056,0.126386511
BAD,Ponddn_L,322176.4622,0.139231508
BAD,Ponddn_L,341128.0188,0.138824666
BAD,Ponddn_L,360079.5754,0.140306009
BAD,Ponddn_L,379031.132,0.142404129
BAD,Ponddn_L,397982.6886,0.149580865
BAD,Ponddn_L,416934.2452,0.151205053
BAD,Ponddn_L,435885.8018,0.150383097
BAD,Ponddn_L,454837.3584,0.151096121
BAD,Ponddn_L,473788.915,0.151275115
BAD,Ponddn_L,492740.4716,0.154189249
BAD,Ponddn_L,511692.0282,0.157095251
BAD,Ponddn_L,530643.5848,0.157652644
BAD,Ponddn_L,549595.1414,0.157766129
BAD,Ponddn_L,568546.698,0.157685605
BAD,Ponddn_L,587498.2546,0.159240509
BAD,Ponddn_L,606449.8112,0.159361508
BAD,Ponddn_L,625401.3678,0.159087231
BAD,Ponddn_L,644352.9244,0.15959578
BAD,Ponddn_L,663304.481,0.159776419
BAD,Ponddn_L,682256.0376,0.159898152
BAD,Ponddn_L,701207.5942,0.160716521
BAD,Ponddn_L,720159.1508,0.161474728
BAD,Ponddn_L,739110.7074,0.161797217
BAD,Ponddn_L,758062.264,0.162241908
BAD,Ponddn_L,777013.8206,0.162253501
BAD,Ponddn_L,795965.3772,0.162409115
BAD,Ponddn_L,814916.9338,0.163500447
BAD,Ponddn_L,833868.4904,0.163555116
BAD,Ponddn_L,852820.047,0.163695732
BAD,Ponddn_L,871771.6036,0.163866679
BAD,Ponddn_L,890723.1602,0.163928415
BAD,Ponddn_L,909674.7168,0.168361807
BAD,Ponddn_L,928626.2734,0.18734911
BAD,Ponddn_L,947577.83,0.196408288
BAD,WT_Perm,18.9582,0.112412463
BAD,WT_Perm,40.093288,0.112412463
BAD,WT_Perm,61.228376,0.111348318
BAD,WT_Perm,82.363464,0.11164743
BAD,WT_Perm,103.498552,0.111655759
BAD,WT_Perm,124.63364,0.114824978
BAD,WT_Perm,145.768728,0.128523663
BAD,WT_Perm,166.903816,0.129891734
BAD,WT_Perm,188.038904,0.142633259
BAD,WT_Perm,209.173992,0.147459912
BAD,WT_Perm,230.30908,0.157014826
BAD,WT_Perm,251.444168,0.161687875
BAD,WT_Perm,272.579256,0.164105361
BAD,WT_Perm,293.714344,0.164956273
BAD,WT_Perm,314.849432,0.165359895
BAD,WT_Perm,335.98452,0.16623484
BAD,WT_Perm,357.119608,0.166329038
BAD,WT_Perm,378.254696,0.167155834
BAD,WT_Perm,399.389784,0.168114093
BAD,WT_Perm,420.524872,0.16832051
BAD,WT_Perm,441.65996,0.168809284
BAD,WT_Perm,462.795048,0.169247744
BAD,WT_Perm,483.930136,0.170315914
BAD,WT_Perm,505.065224,0.172844319
BAD,WT_Perm,526.200312,0.173595993
BAD,WT_Perm,547.3354,0.176266573
BAD,WT_Perm,568.470488,0.177077675
BAD,WT_Perm,589.605576,0.177122609
BAD,WT_Perm,610.740664,0.177551526
BAD,WT_Perm,631.875752,0.177611958
BAD,WT_Perm,653.01084,0.177637552
BAD,WT_Perm,674.145928,0.17786785
BAD,WT_Perm,695.281016,0.178197407
BAD,WT_Perm,716.416104,0.179409994
BAD,WT_Perm,737.551192,0.179508489
BAD,WT_Perm,758.68628,0.179508489
BAD,WT_Perm,779.821368,0.179518702
BAD,WT_Perm,800.956456,0.179522853
BAD,WT_Perm,822.091544,0.179612708
BAD,WT_Perm,843.226632,0.179612708
BAD,WT_Perm,864.36172,0.180012164
BAD,WT_Perm,885.496808,0.180027536
BAD,WT_Perm,906.631896,0.180027536
BAD,WT_Perm,927.766984,0.18098472
BAD,WT_Perm,948.902072,0.18098472
BAD,WT_Perm,970.03716,0.183241082
BAD,WT_Perm,991.172248,0.183241082
BAD,WT_Perm,1012.307336,0.183254393
BAD,WT_Perm,1033.442424,0.183249482
BAD,WT_Perm,1054.577512,0.183249482
BAD,WT_Perm,1075.7126,0.183249482
BAD,WT_Alluv,0,0.113359778
BAD,WT_Alluv,0.018486,0.1128494
BAD,WT_Alluv,0.036972,0.114016037
BAD,WT_Alluv,0.055458,0.117297891
BAD,WT_Alluv,0.073944,0.120170997
BAD,WT_Alluv,0.09243,0.120775556
BAD,WT_Alluv,0.110916,0.121205982
BAD,WT_Alluv,0.129402,0.121638622
BAD,WT_Alluv,0.147888,0.123074325
BAD,WT_Alluv,0.166374,0.124126004
BAD,WT_Alluv,0.18486,0.124743569
BAD,WT_Alluv,0.203346,0.12569053
BAD,WT_Alluv,0.221832,0.127101417
BAD,WT_Alluv,0.240318,0.130366697
BAD,WT_Alluv,0.258804,0.133570643
BAD,WT_Alluv,0.27729,0.134667868
BAD,WT_Alluv,0.295776,0.135099525
BAD,WT_Alluv,0.314262,0.138632369
BAD,WT_Alluv,0.332748,0.13863383
BAD,WT_Alluv,0.351234,0.138844119
BAD,WT_Alluv,0.36972,0.138786445
BAD,WT_Alluv,0.388206,0.139321515
BAD,WT_Alluv,0.406692,0.14016113
BAD,WT_Alluv,0.425178,0.140068572
BAD,WT_Alluv,0.443664,0.140068572
BAD,WT_Alluv,0.46215,0.140068572
BAD,WT_Alluv,0.480636,0.140068572
BAD,WT_Alluv,0.499122,0.140068572
BAD,WT_Alluv,0.517608,0.140068572
BAD,WT_Alluv,0.536094,0.140068572
BAD,WT_Alluv,0.55458,0.140068572
BAD,WT_Alluv,0.573066,0.140068572
BAD,WT_Alluv,0.591552,0.140068572
BAD,WT_Alluv,0.610038,0.140068572
BAD,WT_Alluv,0.628524,0.140068572
BAD,WT_Alluv,0.64701,0.140068572
BAD,WT_Alluv,0.665496,0.140068572
BAD,WT_Alluv,0.683982,0.140068572
BAD,WT_Alluv,0.702468,0.140068572
BAD,WT_Alluv,0.720954,0.140068572
BAD,WT_Alluv,0.73944,0.140068572
BAD,WT_Alluv,0.757926,0.140068572
BAD,WT_Alluv,0.776412,0.140068572
BAD,WT_Alluv,0.794898,0.140068572
BAD,WT_Alluv,0.813384,0.140068572
BAD,WT_Alluv,0.83187,0.140068572
BAD,WT_Alluv,0.850356,0.140068572
BAD,WT_Alluv,0.868842,0.140068572
BAD,WT_Alluv,0.887328,0.140068572
BAD,WT_Alluv,0.905814,0.140068572
BAD,WT_Alluv,0.9243,0.140068572
BAD,WT_Agri,0.003,0.12024407
BAD,WT_Agri,0.021804,0.116062814
BAD,WT_Agri,0.040608,0.116023587
BAD,WT_Agri,0.059412,0.115833883
BAD,WT_Agri,0.078216,0.115833883
BAD,WT_Agri,0.09702,0.115833883
BAD,WT_Agri,0.115824,0.115761849
BAD,WT_Agri,0.134628,0.115761849
BAD,WT_Agri,0.153432,0.11576614
BAD,WT_Agri,0.172236,0.115750838
BAD,WT_Agri,0.19104,0.115750838
BAD,WT_Agri,0.209844,0.115816753
BAD,WT_Agri,0.228648,0.115812937
BAD,WT_Agri,0.247452,0.11581702
BAD,WT_Agri,0.266256,0.116083448
BAD,WT_Agri,0.28506,0.116161443
BAD,WT_Agri,0.303864,0.116035517
BAD,WT_Agri,0.322668,0.115927462
BAD,WT_Agri,0.341472,0.116079713
BAD,WT_Agri,0.360276,0.116141405
BAD,WT_Agri,0.37908,0.116138063
BAD,WT_Agri,0.397884,0.116217454
BAD,WT_Agri,0.416688,0.116604209
BAD,WT_Agri,0.435492,0.11687076
BAD,WT_Agri,0.454296,0.117340778
BAD,WT_Agri,0.4731,0.117513483
BAD,WT_Agri,0.491904,0.117738618
BAD,WT_Agri,0.510708,0.11822059
BAD,WT_Agri,0.529512,0.118232598
BAD,WT_Agri,0.548316,0.118194262
BAD,WT_Agri,0.56712,0.118193751
BAD,WT_Agri,0.585924,0.11822346
BAD,WT_Agri,0.604728,0.117706914
BAD,WT_Agri,0.623532,0.116077728
BAD,WT_Agri,0.642336,0.115569531
BAD,WT_Agri,0.66114,0.115366741
BAD,WT_Agri,0.679944,0.115328832
BAD,WT_Agri,0.698748,0.114851189
BAD,WT_Agri,0.717552,0.11476323
BAD,WT_Agri,0.736356,0.11499962
BAD,WT_Agri,0.75516,0.114920622
BAD,WT_Agri,0.773964,0.115062618
BAD,WT_Agri,0.792768,0.117092194
BAD,WT_Agri,0.811572,0.117316526
BAD,WT_Agri,0.830376,0.118079441
BAD,WT_Agri,0.84918,0.118979869
BAD,WT_Agri,0.867984,0.119945604
BAD,WT_Agri,0.886788,0.128676072
BAD,WT_Agri,0.905592,0.136766195
BAD,WT_Agri,0.924396,0.140814782
BAD,WT_Agri,0.9432,0.143992113
BAD,W_Perm,22,0.111477521
BAD,W_Perm,45.64,0.111457066
BAD,W_Perm,69.28,0.110958377
BAD,W_Perm,92.92,0.111342069
BAD,W_Perm,116.56,0.112314554
BAD,W_Perm,140.2,0.113101044
BAD,W_Perm,163.84,0.116724513
BAD,W_Perm,187.48,0.121594073
BAD,W_Perm,211.12,0.155644588
BAD,W_Perm,234.76,0.157460479
BAD,W_Perm,258.4,0.156385062
BAD,W_Perm,282.04,0.156492099
BAD,W_Perm,305.68,0.157519952
BAD,W_Perm,329.32,0.158689734
BAD,W_Perm,352.96,0.158998399
BAD,W_Perm,376.6,0.16026227
BAD,W_Perm,400.24,0.160832758
BAD,W_Perm,423.88,0.161171949
BAD,W_Perm,447.52,0.161474124
BAD,W_Perm,471.16,0.161650494
BAD,W_Perm,494.8,0.161784164
BAD,W_Perm,518.44,0.162087966
BAD,W_Perm,542.08,0.162299183
BAD,W_Perm,565.72,0.164405058
BAD,W_Perm,589.36,0.165094519
BAD,W_Perm,613,0.165186288
BAD,W_Perm,636.64,0.166632784
BAD,W_Perm,660.28,0.168715651
BAD,W_Perm,683.92,0.170546391
BAD,W_Perm,707.56,0.171899496
BAD,W_Perm,731.2,0.172317629
BAD,W_Perm,754.84,0.172468769
BAD,W_Perm,778.48,0.172947527
BAD,W_Perm,802.12,0.172987241
BAD,W_Perm,825.76,0.177157814
BAD,W_Perm,849.4,0.177111829
BAD,W_Perm,873.04,0.177712031
BAD,W_Perm,896.68,0.177927996
BAD,W_Perm,920.32,0.17744708
BAD,W_Perm,943.96,0.177547706
BAD,W_Perm,967.6,0.177547706
BAD,W_Perm,991.24,0.177576118
BAD,W_Perm,1014.88,0.177442515
BAD,W_Perm,1038.52,0.177442515
BAD,W_Perm,1062.16,0.177528929
BAD,W_Perm,1085.8,0.177536658
BAD,W_Perm,1109.44,0.177536658
BAD,W_Perm,1133.08,0.177536658
BAD,W_Perm,1156.72,0.177536658
BAD,W_Perm,1180.36,0.177536658
BAD,W_Perm,1204,0.177536658
BAS,WT_Slope,0.0464,0.041832515
BAS,WT_Slope,0.217836,0.041832515
BAS,WT_Slope,0.389272,0.041832515
BAS,WT_Slope,0.560708,0.041850776
BAS,WT_Slope,0.732144,0.041732116
BAS,WT_Slope,0.90358,0.041729006
BAS,WT_Slope,1.075016,0.041735576
BAS,WT_Slope,1.246452,0.041764938
BAS,WT_Slope,1.417888,0.042148597
BAS,WT_Slope,1.589324,0.042401017
BAS,WT_Slope,1.76076,0.044014159
BAS,WT_Slope,1.932196,0.044228189
BAS,WT_Slope,2.103632,0.046522512
BAS,WT_Slope,2.275068,0.046120929
BAS,WT_Slope,2.446504,0.04608656
BAS,WT_Slope,2.61794,0.046029116
BAS,WT_Slope,2.789376,0.046056602
BAS,WT_Slope,2.960812,0.046149347
BAS,WT_Slope,3.132248,0.046460844
BAS,WT_Slope,3.303684,0.056124189
BAS,WT_Slope,3.47512,0.081930016
BAS,WT_Slope,3.646556,0.08128845
BAS,WT_Slope,3.817992,0.08014896
BAS,WT_Slope,3.989428,0.079766823
BAS,WT_Slope,4.160864,0.081037046
BAS,WT_Slope,4.3323,0.080797756
BAS,WT_Slope,4.503736,0.080738539
BAS,WT_Slope,4.675172,0.080859803
BAS,WT_Slope,4.846608,0.08177927
BAS,WT_Slope,5.018044,0.081796229
BAS,WT_Slope,5.18948,0.081781054
BAS,WT_Slope,5.360916,0.086179273
BAS,WT_Slope,5.532352,0.086126246
BAS,WT_Slope,5.703788,0.085935038
BAS,WT_Slope,5.875224,0.085824398
BAS,WT_Slope,6.04666,0.085877835
BAS,WT_Slope,6.218096,0.086210069
BAS,WT_Slope,6.389532,0.0865231
BAS,WT_Slope,6.560968,0.08726552
BAS,WT_Slope,6.732404,0.087358964
BAS,WT_Slope,6.90384,0.088247633
BAS,WT_Slope,7.075276,0.088363996
BAS,WT_Slope,7.246712,0.089538377
BAS,WT_Slope,7.418148,0.093760483
BAS,WT_Slope,7.589584,0.094372768
BAS,WT_Slope,7.76102,0.095382337
BAS,WT_Slope,7.932456,0.096875037
BAS,WT_Slope,8.103892,0.096847105
BAS,WT_Slope,8.275328,0.097024446
BAS,WT_Slope,8.446764,0.097309378
BAS,WT_Slope,8.6182,0.097439306
BAS,WT_Forest,0,0.042923852
BAS,WT_Forest,0.018384,0.042925585
BAS,WT_Forest,0.036768,0.042904916
BAS,WT_Forest,0.055152,0.042847349
BAS,WT_Forest,0.073536,0.042842892
BAS,WT_Forest,0.09192,0.042847885
BAS,WT_Forest,0.110304,0.042845539
BAS,WT_Forest,0.128688,0.042946924
BAS,WT_Forest,0.147072,0.043293136
BAS,WT_Forest,0.165456,0.043345915
BAS,WT_Forest,0.18384,0.044203823
BAS,WT_Forest,0.202224,0.045243674
BAS,WT_Forest,0.220608,0.045029715
BAS,WT_Forest,0.238992,0.045498144
BAS,WT_Forest,0.257376,0.047157571
BAS,WT_Forest,0.27576,0.047521449
BAS,WT_Forest,0.294144,0.047413155
BAS,WT_Forest,0.312528,0.047808108
BAS,WT_Forest,0.330912,0.065327164
BAS,WT_Forest,0.349296,0.065200504
BAS,WT_Forest,0.36768,0.067135864
BAS,WT_Forest,0.386064,0.067224014
BAS,WT_Forest,0.404448,0.068742402
BAS,WT_Forest,0.422832,0.068457236
BAS,WT_Forest,0.441216,0.06829031
BAS,WT_Forest,0.4596,0.06827059
BAS,WT_Forest,0.477984,0.068090197
BAS,WT_Forest,0.496368,0.068107949
BAS,WT_Forest,0.514752,0.068197665
BAS,WT_Forest,0.533136,0.069350589
BAS,WT_Forest,0.55152,0.069480063
BAS,WT_Forest,0.569904,0.069571505
BAS,WT_Forest,0.588288,0.069563904
BAS,WT_Forest,0.606672,0.069480387
BAS,WT_Forest,0.625056,0.069616068
BAS,WT_Forest,0.64344,0.070009675
BAS,WT_Forest,0.661824,0.070333725
BAS,WT_Forest,0.680208,0.070221271
BAS,WT_Forest,0.698592,0.070198629
BAS,WT_Forest,0.716976,0.070497417
BAS,WT_Forest,0.73536,0.072793891
BAS,WT_Forest,0.753744,0.078527672
BAS,WT_Forest,0.772128,0.079498259
BAS,WT_Forest,0.790512,0.080160285
BAS,WT_Forest,0.808896,0.080173497
BAS,WT_Forest,0.82728,0.082568964
BAS,WT_Forest,0.845664,0.082974314
BAS,WT_Forest,0.864048,0.083785995
BAS,WT_Forest,0.882432,0.0840462
BAS,WT_Forest,0.900816,0.083722024
BAS,WT_Forest,0.9192,0.083722024
BAS,Link,1,0.042431459
BAS,Link,7.78,0.043706842
BAS,Link,14.56,0.047674302
BAS,Link,21.34,0.049085927
BAS,Link,28.12,0.049443701
BAS,Link,34.9,0.049501331
BAS,Link,41.68,0.049784669
BAS,Link,48.46,0.050063172
BAS,Link,55.24,0.050150088
BAS,Link,62.02,0.05014252
BAS,Link,68.8,0.050138253
BAS,Link,75.58,0.05018573
BAS,Link,82.36,0.050205353
BAS,Link,89.14,0.050229961
BAS,Link,95.92,0.050232891
BAS,Link,102.7,0.050238997
BAS,Link,109.48,0.050238997
BAS,Link,116.26,0.050274863
BAS,Link,123.04,0.050535809
BAS,Link,129.82,0.050986007
BAS,Link,136.6,0.050986007
BAS,Link,143.38,0.051058785
BAS,Link,150.16,0.051119356
BAS,Link,156.94,0.051429818
BAS,Link,163.72,0.05164603
BAS,Link,170.5,0.05164603
BAS,Link,177.28,0.052234653
BAS,Link,184.06,0.053047008
BAS,Link,190.84,0.054456686
